ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,92.123,92.815,93.073,,89.515,,,,,,,,,,
DZA,80.775,81.224,81.448,,85.88,87.311,89.876,91.758,92.632,93.422,93.454,93.128,93.035,94.246,96.183,,,,
AGO,,,,49.472,,,,,,,,,,80.702,80.623,78.149,74.487,,
ATG,,,,,,,,,,,,,91.415,92.806,90.879,86.014,85.592,83.874,
ARG,,,,,99.075,,,,99.027,,,,,,,,,,
ARM,,,,,,,,88.646,87.484,84.035,91.49,94.38,97.774,,,,,,
AUS,94.8,95.082,94.585,94.63,94.377,94.438,94.344,94.834,94.726,94.852,94.998,95.103,96.581,96.829,97.024,97.05,96.894,97.248,
AZE,89.702,97.608,89.577,88.203,92.181,88.01,84.799,83.883,80.87,82.682,81.516,80.847,83.127,83.64,84.699,84.094,85.965,88.082,
BHS,,,,,90.691,,,,,95.35,99.863,98.531,,99.693,99.004,,,,
BHR,,,,,98.457,,,,,,,,,,,,,,
BGD,,,,,,,,,,,98.209,99.632,,95.294,99.479,98.425,,,
BRB,,,,,97.978,98.01,97.343,96.146,95.63,94.161,95.009,96.923,97.489,97.893,96.519,97.172,96.836,,
BLR,84.255,,,,,,,,,,,,,,91.663,91.334,90.968,94.348,
BEL,96.262,96.793,,,99.045,99.296,99.168,99.239,98.39,97.073,96.922,97.378,98.819,99.246,99.197,99.209,99.167,99.015,
BLZ,,,,,99.56,99.026,98.486,,99.829,99.389,99.89,99.782,99.899,99.882,99.906,99.773,99.697,99.807,
BEN,40.22,42.772,46.322,,,,,,,,,75.539,,80.402,86.62,,88.195,,
BTN,,,,51.055,52.614,56.187,59.877,,,,73.378,77.701,,83.955,88.719,91.086,91.663,93.326,
BOL,,,,94.519,94.279,93.681,92.792,93.403,93.693,,,94.745,93.697,90.746,92.399,89.571,86.99,,
BWA,78.648,78.918,,81.889,81.213,82.542,84.192,84.296,84.472,83.839,84.524,84.859,84.081,84.003,84.647,,,,
BRN,,,,,,,,,,,,,,96.578,97.397,97.236,97.021,95.101,
BGR,,93.044,94.46,96.331,97.247,97.083,97.499,97.067,97.163,96.756,93.729,92.216,95.712,98.021,99.729,99.736,98.3,96.506,
BFA,24.942,,,28.298,29.026,30.369,31.554,31.053,33.398,36.51,40.67,44.519,49.939,56.465,59.978,57.913,63.228,65.004,
BDI,,,,,,36.953,44.679,43.759,47.56,50.748,54.148,71.829,78.962,89.502,88.806,94.035,,,
KHM,,,75.881,78.185,81.146,86.737,,,95.54,,,97.502,,96.563,,97.856,,97.032,
CMR,,,,,,,,,,,,,,,,,,85.873,
CAN,93.603,94.504,,98.459,99.852,,,,,,,,,,,,,,
CPV,,,,,,,98.14,98.304,97.878,96.802,95.588,94.479,93.379,92.456,92.673,93.848,94.28,95.81,
CAF,,,,,,,,,,,41.759,41.83,48.749,57.781,58.216,60.854,59.706,63.532,
TCD,,,30.892,35.639,38.423,40.906,42.7,45.711,47.553,,,,,,,,55.529,,
CHL,,,,,,,,,,,,,94.54,94.908,93.33,94.125,93.033,92.672,
CHN,86.368,86.277,86.671,,,,,,,,,,,,,,,,
COL,,,,,96.025,96.418,,92.118,,,96.171,95.203,94.231,93.379,92.706,90.955,89.675,86.441,
COM,,,,,62.416,70.071,,,,,,,80.137,,,,,,
COG,,,,,,,,,,,57.361,53.199,,,,86.202,,95.535,
CRI,,,,,,,,,,,,,,,,,95.534,93.374,
CIV,,47.375,48.66,,51.459,50.272,55.004,54.679,53.709,,,,,,56.293,,,,
HRV,,,,84.48,92.847,93.141,93.756,94.979,95.463,,99.921,99.835,99.888,97.562,91.571,96.18,98.869,99.727,
CUB,97.229,98.709,98.394,98.243,98.307,97.61,96.916,96.307,94.102,93.838,94.513,95.96,98.027,98.94,,99.664,98.145,96.716,
CYP,96.131,95.857,96.376,,97.951,98.405,97.817,98.781,98.82,98.694,99.746,99.517,99.242,98.67,98.847,99.465,99.243,98.346,
COD,55.063,,,,35.279,,,,,,,,,,,,,,
DNK,98.486,98.137,,,98.283,98.704,,,,98.928,96.896,97.352,97.908,97.705,97.574,97.342,98.364,98.617,
DJI,24.114,23.404,22.382,,21.499,22.115,24.334,25.879,,30.489,33.117,37.158,42.421,48.195,48.099,,56.215,,54.845
DMA,,,,,,,,,,99.79,97.037,95.912,93.358,95.597,98.768,97.489,,,
DOM,,,,,83.641,84.471,,87.641,84.141,82.619,84.297,83.555,88.966,85.478,90.454,89.216,89.777,88.151,
ECU,94.302,95.185,97.399,97.975,98.006,98.802,,,,,,,,,98.371,97.767,97.755,97.681,
EGY,,,,,91.36,92.814,94.703,95.616,96.115,97.441,,,,,,,,,
SLV,,,,81.917,,84.946,86.302,88.506,88.748,,95.288,95.038,94.751,94.574,94.384,94.807,95.188,94.845,
GNQ,,,,,,60.957,70.705,68.146,68.853,,,,,55.352,55.609,56.291,59.126,61.992,
ERI,22.266,23.634,23.699,,27.373,31.368,32.521,35.912,39.207,40.807,41.752,41.151,37.277,34.186,31.443,29.41,30.757,31.97,
EST,85.984,89.909,,99.865,99.808,99.698,99.667,,97.467,97.834,97.576,97.101,96.548,97.06,96.807,97.227,96.934,97.483,
ETH,17.296,20.356,,26.818,29.819,34.339,38.984,41.464,42.618,46.447,57.989,65.579,,,,,,,
FJI,96.014,93.185,93.603,94.749,94.576,94.733,97.734,,99.384,99.332,,99.544,,,99.275,,99.782,,
