ISO,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
BLZ,3.4,3.4,6.9,6.9,6.9,6.9,6.9,3.3,6.7,6.7,6.7,3.3,0,0,0,0,3.1
BEN,7.2,7.2,7.2,6,6,6,6,7.2,7.2,7.2,7.2,10.8,10.8,10.8,10.8,8.4,8.4
BTN,2,2,2,2,9.3,9.3,9.3,9.3,9.3,9.3,2.7,2.7,8.5,8.5,8.5,8.5,8.5
BOL,6.9,,,11.5,11.5,11.5,18.5,18.5,19.2,16.9,16.9,16.9,16.9,22.3,25.4,25.4,25.4
BIH,,,,28.6,,7.1,16.7,16.7,16.7,16.7,14.3,11.9,11.9,19,16.7,21.4,21.4
BWA,8.5,8.5,8.5,,17,17,17,17,11.1,11.1,11.1,11.1,11.1,7.9,7.9,7.9,7.9
BRA,6.6,6.6,5.7,5.7,5.7,6.8,8.6,8.6,8.6,8.6,8.8,9,9,8.8,8.6,8.6,8.6
BGR,13.3,10.8,10.8,10.8,10.8,26.3,26.3,26.3,26.3,22.1,22.1,21.7,21.7,20.8,20.8,20.8,22.9
BFA,3.7,9,8.1,8.1,8.1,8.1,11.7,11.7,11.7,11.7,11.7,15.3,15.3,15.3,15.3,15.3,15.7
BDI,,,6,6,14.4,19.5,18.4,18.4,18.4,30.5,30.5,30.5,30.5,31.4,32.1,30.5,30.5
KHM,5.8,5.8,,8.2,7.4,7.4,7.4,9.8,9.8,9.8,9.8,19.5,16.3,21.1,21.1,20.3,20.3
CMR,12.2,5.6,5.6,5.6,5.6,5.6,8.9,8.9,8.9,8.9,8.9,13.9,13.9,13.9,13.9,13.9,13.9
CAN,18,20.6,20.6,20.6,20.6,20.6,20.6,20.6,21.1,20.8,20.8,21.3,22.1,22.1,22.1,24.8,24.7
CPV,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,15.3,15.3,18.1,18.1,18.1,18.1,20.8,20.8
CAF,3.5,3.5,,7.3,7.3,7.3,7.3,,,10.5,10.5,10.5,10.5,9.6,,12.5,12.5
TCD,17.3,2.4,2.4,2.4,2.4,2.4,5.8,5.8,6.5,6.5,6.5,5.2,5.2,5.2,5.2,12.8,14.9
CHL,7.5,7.5,10.8,10.8,10.8,12.5,12.5,12.5,12.5,15,15,15,15,14.2,14.2,14.2,14.2
CHN,21,,21.8,21.8,21.8,21.8,21.8,20.2,20.2,20.3,20.3,20.6,21.3,21.3,21.3,21.3,21.3
COL,11.7,11.7,,11.8,11.8,11.8,12,12,12,12.1,8.4,8.4,8.4,8.4,12.7,12.1,12.1
COM,0,0,0,,,,,,3,3,3,3,3,3,3,3,3
COG,1.6,,12,12,12,12,9.3,8.5,8.5,8.5,8.5,7.3,7.3,7.3,7.3,7.3,7.4
CRI,15.8,15.8,19.3,19.3,19.3,19.3,35.1,35.1,35.1,35.1,38.6,36.8,36.8,36.8,38.6,38.6,38.6
CIV,8.3,8,8,,,8.5,8.5,8.5,8.5,8.5,8.5,8.9,8.9,8.9,8.9,11,10.4
HRV,7.9,7.9,7.9,,20.5,20.5,20.5,17.8,21.7,21.7,21.7,20.9,20.9,23.5,23.5,23.8,23.8
CUB,22.8,22.8,27.6,27.6,27.6,27.6,36,36,36,36,36,43.2,43.2,43.2,43.2,45.2,45.2
CYP,5.4,5.4,5.4,5.4,7.1,10.7,10.7,10.7,16.1,16.1,14.3,14.3,14.3,12.5,12.5,10.7,10.7
CZE,15,15,15,15,15,15,17,17,17,17,15.5,15.5,15.5,15.5,22,22,22
PRK,20.1,20.1,20.1,20.1,20.1,20.1,20.1,,20.1,20.1,20.1,20.1,20.1,15.6,15.6,15.6,15.6
COD,5,,,,,,,12,12,12,8.4,8.4,8.4,8.4,8.4,8.9,8.9
DNK,33,33,37.4,37.4,37.4,38,38,38,38,36.9,36.9,38,38,38,38,39.1,39.1
DJI,0,,,0,0,0,10.8,10.8,10.8,10.8,10.8,13.8,13.8,13.8,13.8,13.8,13.8
DMA,9.4,9.4,9.4,9.4,,18.8,18.8,18.8,19.4,12.9,12.9,16.1,18.8,14.3,12.5,12.5,12.5
DOM,11.7,11.7,16.1,16.1,16.1,16.1,17.3,17.3,17.3,17.3,19.7,19.7,19.7,19.7,20.8,20.8,20.8
ECU,,3.7,17.4,17.4,14.6,14.6,16,16,16,16,25,25,27.6,32.3,32.3,32.3,32.3
EGY,2,2,2,2,,2.4,2.4,2.4,2.9,2,2,1.8,1.8,1.8,12.7,2,2
SLV,10.7,15.5,16.7,16.7,9.5,9.5,9.5,10.7,10.7,10.7,16.7,16.7,19,19,19,19,26.2
GNQ,8.8,8.8,8.8,5,5,5,5,5,18,18,18,18,6,10,10,10,10
ERI,21,21,21,14.7,14.7,14.7,22,22,22,22,22,22,22,22,22,22,22
EST,12.9,10.9,10.9,17.8,17.8,17.8,17.8,18.8,18.8,18.8,18.8,20.8,20.8,22.8,22.8,19.8,20.8
ETH,2,2,2,2,7.7,7.7,7.7,7.7,7.7,21.4,21.9,21.9,21.9,21.9,27.8,27.8,27.8
FJI,4.3,4.3,4.3,11.3,,5.7,5.7,5.7,8.5,8.5,,,,,,,
FIN,33.5,33.5,33.5,37,36.5,36.5,36.5,37.5,37.5,37.5,38,41.5,41.5,40,40,42.5,42.5
FRA,6.4,10.9,10.9,10.9,10.9,10.9,12.2,12.2,12.2,12.2,12.2,18.2,18.2,18.9,18.9,18.9,26.9
GAB,,8.3,8.3,8.3,9.2,,9.2,9.2,9.2,9.2,12.5,16.7,16.7,14.7,14.7,15.8,15.8
GMB,,2,2,2,2,,13.2,13.2,13.2,13.2,9.4,9.4,9.4,7.5,7.5,7.5,7.5
GEO,6.8,6.9,6.9,7.2,7.2,7.2,7.2,7.2,9.4,9.4,9.4,9.4,6,5.1,6.5,6.6,12
DEU,26.2,26.2,30.9,30.9,30.9,31.7,32.2,32.2,32.8,31.8,31.6,31.6,32.2,32.8,32.8,32.9,32.9
GHA,,9,9,9,,9,9,9,10.9,10.9,10.9,10.9,7.9,8.3,8.3,8.3,10.3
GRC,6.3,6.3,6.3,6.3,8.7,8.7,8.7,8.7,14,13,13,14.7,14.7,17.3,17.3,18.7,21
GRD,20,20,20,,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,13.3,13.3,13.3,13.3,13.3
GTM,12.5,12.5,12.5,7.1,8.8,8.8,8.8,8.2,8.2,8.2,8.2,12,12,12,12,13.3,13.3
GIN,7,7,8.8,8.8,8.8,8.8,19.3,19.3,19.3,19.3,19.3,19.3,,,,,
GNB,10,10,10,,7.8,7.8,7.8,,14,14,14,14,10,10,10,10,14
GUY,20,,,18.5,18.5,20,20,20,30.8,30.8,29,29,30,30,30,31.3,31.3
HTI,3.6,3.6,3.6,3.6,,3.6,3.6,3.6,3.6,3.6,4.1,4.1,4.1,4.1,11.1,4.2,4.2
HND,7.8,,9.4,9.4,9.4,9.4,5.5,5.5,5.5,23.4,23.4,23.4,23.4,18,18,19.5,19.5
HUN,11.4,11.4,8.3,8.3,8.3,8.3,9.8,9.8,9.1,9.1,10.4,11.1,11.1,11.1,9.1,8.8,8.8
ISL,25.4,25.4,25.4,34.9,34.9,34.9,34.9,30.2,30.2,33.3,33.3,33.3,33.3,42.9,42.9,39.7,39.7
IND,7.2,7.2,8.1,9,9,8.8,8.8,8.8,8.3,8.3,8.3,9.1,9.1,10.8,10.8,11,11
IDN,12.6,11.4,11.4,,8,8,8,8,11.3,11.3,11.3,11.6,11.6,18,18,18.2,18.6
IRN,4,4.9,4.9,4.9,3.4,3.4,4.1,4.1,4.1,4.1,4.1,4.1,2.8,2.8,2.8,2.8,3.1
IRQ,,6.4,6.4,6.4,7.6,7.6,7.6,,,25.5,25.5,25.5,25.5,25.5,25.2,25.2,25.2
IRL,13.9,12,12,12,12,12,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.9,13.9,15.1,15.1
ISR,7.5,7.5,7.5,11.7,12.5,13.3,15,15,15,15,14.2,14.2,14.2,19.2,19.2,20,21.7
ITA,11.1,11.1,11.1,11.1,11.1,9.8,11.5,11.5,11.5,11.5,17.3,17.3,21.3,21.3,21.3,21.6,21.4
JAM,11.7,11.7,13.6,13.3,13.3,13.3,11.7,11.7,11.7,11.7,11.7,13.3,13.3,13.3,13.3,12.7,12.7
JPN,4.6,4.6,4.8,4.6,7.3,7.3,7.3,7.1,7.1,9,9.4,9.4,9.4,11.3,11.3,10.8,7.9
JOR,1.3,0,0,0,0,1.3,1.3,5.5,5.5,5.5,5.5,6.4,6.4,6.4,10.8,10.8,12
KAZ,13.4,13.4,13.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,15.9,15.9,17.8,17.8,24.3,24.3
KEN,3,,3.6,3.6,3.6,3.6,7.1,7.1,7.1,7.1,7.3,7.2,9.8,9.8,9.8,9.8,9.8
KIR,0,0,0,4.9,4.9,4.8,4.8,4.8,4.8,4.8,7.1,4.3,4.3,4.3,4.3,8.7,8.7
KWT,0,0,0,0,0,0,0,0,0,1.5,1.5,1.5,3.1,7.7,7.7,7.7,6.2
KGZ,1.4,1.4,1.4,1.4,2.3,10,10,10,10,0,0,25.6,25.6,25.6,23.3,23.3,23.3
LAO,9.4,,21.2,21.2,21.2,21.2,22.9,22.9,22.9,22.9,25.2,25.2,25.2,25.2,25.2,25,25
LVA,9,9,17,17,17,17,21,21,21,21,19,20,20,22,20,23,23
LBN,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,4.7,4.7,4.7,4.7,3.1,3.1,3.1,3.1
LSO,4.6,4.6,3.8,3.8,3.8,3.8,11.7,11.7,11.7,11.7,11.8,25,25,24.2,24.2,24.2,26.7
LBR,5.7,,,,7.8,7.8,7.8,7.8,5.3,12.5,12.5,12.5,12.5,12.5,12.5,9.6,11
LBY,,,,,,,,,,4.7,7.7,7.7,7.7,7.7,7.7,,16.5
LIE,8,4,4,4,4,12,12,12,12,24,24,24,24,24,24,24,24
LTU,17.5,17.5,17.5,17.5,10.6,10.6,10.6,10.6,22,22,24.8,22.7,17.7,19.1,19.1,19.1,24.5
LUX,20,20,20,16.7,16.7,16.7,16.7,16.7,23.3,23.3,23.3,23.3,23.3,20,20,25,21.7
MKD,3.3,3.3,7.5,7.5,6.7,6.7,18.3,18.3,19.2,19.2,28.3,29.2,31.7,32.5,32.5,30.9,32.5
MDG,3.7,3.7,,8,8,8,3.8,3.8,6.9,6.9,6.9,7.9,7.9,,12.5,17.5,17.5
MWI,5.6,5.6,5.6,8.3,9.3,9.3,9.3,9.3,14,13.6,13.6,13,13,20.8,20.8,22.3,22.3
MYS,7.8,7.8,7.8,,10.4,10.4,10.4,10.5,9.1,9.1,9.1,10,10.8,9.9,9.9,10.4,10.4
MDV,6.3,6.3,6.3,,6,6,6,6,12,12,12,12,12,6.5,6.5,6.5,6.5
MLI,2.3,12.2,12.2,12.2,12.2,12.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2
MLT,5.8,5.8,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,8.7,8.7,8.7,8.7,8.7
MHL,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3
MRT,1.3,1.3,3.8,3.8,3.8,,,3.7,3.7,,17.9,22.1,22.1,22.1,22.1,22.1,22.1
MUS,7.6,7.6,7.6,7.6,5.7,5.7,5.7,5.7,5.7,17.1,17.1,17.1,17.1,17.1,18.8,18.8,18.8
MEX,14.2,14.2,17.4,18.2,16,16,16,22.6,22.6,24.2,22.6,23.2,23.2,27.6,26.2,26.2,36.8
FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCO,5.6,5.6,22.2,22.2,22.2,22.2,22.2,20.8,20.8,20.8,20.8,20.8,25,26.1,26.1,19,19
MNG,7.9,7.9,7.9,7.9,10.5,10.5,10.5,10.5,6.8,6.7,6.6,6.6,4.1,3.9,3.9,3.9,14.9
MNE,,,,,,,,,,,8.6,11.1,11.1,11.1,11.1,12.3,17.3
MAR,0.6,0.6,0.6,0.6,0.6,0.6,10.8,10.8,10.8,10.8,10.8,10.5,10.5,10.5,10.5,17,17
MOZ,25.2,25.2,25.2,,30,30,30,30,34.8,34.8,34.8,34.8,34.8,39.2,39.2,39.2,39.2
MMR,,,,,,,,,,,,,,,4.3,3.5,6
NAM,18.1,22.2,22.2,22.2,25,25,26.4,26.4,25,26.9,26.9,26.9,26.9,26.9,24.4,24.4,24.4
NRU,5.6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
NPL,3.4,3.4,3.4,5.9,5.9,5.9,,,,,17.3,17.3,33.2,33.2,33.2,33.2,33.2
NLD,31.3,31.3,36,36,36,36,36.7,36.7,36.7,36.7,36.7,39.3,41.3,42,40.7,40.7,38.7
NZL,29.2,29.2,29.2,29.2,30.8,30.8,29.2,28.3,28.3,32.2,32.2,33.1,33.6,33.6,33.6,32.2,32.2
NIC,10.8,10.8,10.8,9.7,9.7,20.7,20.7,20.7,20.7,20.7,18.5,18.5,18.5,20.7,20.7,40.2,40.2
NER,,1.2,1.2,1.2,1.2,1.2,1.2,1.2,12.4,12.4,12.4,12.4,12.4,9.7,,13.3,13.3
NGA,,,,,3.4,3.4,3.4,6.7,4.7,6.4,6.1,7,7,7,7,6.8,6.7
NOR,39.4,36.4,36.4,36.4,36.4,35.8,36.4,36.4,38.2,37.9,37.9,36.1,36.1,39.6,39.6,39.6,39.6
OMN,,,,,,,,,2.4,2.4,2.4,0,0,0,0,1.2,1.2
PAK,,2.3,2.3,,,,21.6,21.6,21.3,21.3,21.3,21.1,22.5,22.2,22.2,22.5,22.5
PLW,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
PAN,9.7,9.7,9.7,,9.9,9.9,9.9,9.9,16.7,16.7,16.7,16.7,16.7,8.5,8.5,8.5,8.5
PNG,0,1.8,1.8,1.8,1.8,1.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,2.7
PRY,2.5,2.5,,2.5,2.5,2.5,2.5,10,10,10,10,10,12.5,12.5,12.5,12.5,12.5
PER,10.8,10.8,10.8,10.8,20,18.3,18.3,18.3,18.3,18.3,29.2,29.2,29.2,27.5,27.5,21.5,21.5
PHL,10.8,11.1,12.4,12.4,11.3,17.8,17.8,17.8,15.3,15.7,15.3,20.5,20.5,21,22.1,22.9,22.9
POL,13,13,13,13,13,20.2,20.2,20.2,20.2,20.4,20.4,20.4,20.2,20,20,23.7,23.7
PRT,13,13,13,18.7,17.4,18.7,19.1,19.1,19.1,21.3,21.3,28.3,28.3,27.4,27.4,28.7,28.7
QAT,,,,,,,,,,0,0,0,0,0,0,0,0
KOR,3,3,3.7,3.7,5.9,5.9,5.9,5.5,13,13.4,13.4,14.4,13.7,14.7,14.7,14.7,15.7
MDA,4.8,4.8,,8.9,7.9,12.9,12.9,12.9,15.8,21.8,21.8,21.8,21.8,23.8,18.8,19.8,19.8
ROU,7,7.3,7.3,7.3,10.7,10.7,10.7,10.7,11.4,11.2,11.2,9.4,11.4,11.4,11.4,11.2,13.3
RUS,10.2,10.2,10.2,7.7,7.7,7.6,7.6,9.8,9.8,9.8,9.8,14,14,14,14,13.6,13.6
RWA,17.1,17.1,17.1,17.1,25.7,25.7,25.7,48.8,48.8,48.8,48.8,48.8,56.3,56.3,56.3,56.3,56.3
KNA,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,0,0,0,6.7,6.7,6.7,6.7,6.7,6.7
LCA,0,11.8,11.8,11.1,11.1,,11.1,11.1,11.1,11.1,5.6,11.1,11.1,11.1,11.1,16.7,16.7
VCT,9.5,9.5,,4.8,4.8,22.7,22.7,22.7,22.7,18.2,18.2,18.2,18.2,21.7,14.3,17.4,17.4
WSM,4.1,4.1,4.1,8.2,8.2,6.1,6.1,6.1,6.1,6.1,6.1,8.2,8.2,8.2,8.2,4.1,4.1
SMR,11.7,11.7,13.3,13.3,13.3,16.7,16.7,16.7,16.7,16.7,11.7,11.7,15,16.7,16.7,18.3,16.7
STP,7.3,7.3,,9.1,9.1,9.1,9.1,9.1,9.1,9.1,7.3,1.8,7.3,7.3,18.2,18.2,18.2
SAU,,,,,,,,0,0,0,0,0,0,0,0,0,19.9
SEN,11.7,11.7,12.1,12.1,12.1,16.7,19.2,19.2,19.2,19.2,19.2,22,22,22.7,22.7,22.7,42.7
SRB,,,,,,,,,,,20.4,20.4,21.6,21.6,21.6,22,33.2
SYC,27.3,27.3,23.5,23.5,23.5,23.5,29.4,29.4,29.4,29.4,29.4,23.5,23.5,23.5,23.5,43.8,43.8
SLE,6.3,,,8.8,8.8,8.8,14.5,14.5,14.5,14.5,14.5,13.2,13.2,13.2,13.2,12.9,12.4
SGP,2.5,4.8,4.8,4.3,6.5,11.8,11.8,16,16,16,24.5,24.5,24.5,23.4,23.4,22.2,24.2
SVK,14.7,14.7,12.7,12.7,14,14,19.3,19.3,16.7,16.7,20,19.3,19.3,18,15.3,16,18.7
SVN,7.8,7.8,7.8,7.8,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,13.3,14.4,14.4,32.2,32.2
SLB,2.1,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2
SOM,,,,,,,,,,8,7.8,8.2,,6.9,6.8,6.8,13.8
ZAF,25,25,29.5,30,29.8,29.8,29.8,29.8,32.8,32.8,32.8,33,33,44.5,44.5,42.3,42.3
SSD,,,,,,,,,,,,,,,,26.5,26.5
ESP,24.6,24.7,24.7,21.6,28.3,28.3,28.3,28.3,36,36,36,36.6,36.3,36.6,36.6,36,36
LKA,5.3,5.3,5.3,4.9,,,4.4,4.4,4.9,4.9,4.9,5.8,5.8,5.8,5.3,5.8,5.8
SDN,5.3,5.3,5.3,,,9.7,9.7,9.7,9.7,14.7,17.8,18.1,18.1,18.9,25.6,24.6,24.6
SUR,15.7,15.7,15.7,15.7,,17.6,17.6,17.6,19.6,25.5,25.5,25.5,25.5,25.5,9.8,11.8,11.8
SWZ,3.1,3.1,,3.1,3.1,3.1,3.1,10.8,10.8,10.8,10.8,10.8,13.8,13.6,13.6,13.6,13.6
SWE,40.4,40.4,42.7,42.7,42.7,42.7,45.3,45.3,45.3,45.3,47.3,47,47,46.4,45,44.7,44.7
CHE,21,21,21,22.5,23,23,23,25,25,25,25,28.5,28.5,29,29,28.5,29
SYR,9.6,9.6,10.4,10.4,10.4,10.4,10.4,12,12,12,12,12,12.4,12.4,12.4,12.4,12
TJK,2.8,2.8,2.8,2.8,15,12.7,12.7,12.7,12.7,17.5,17.5,17.5,17.5,17.5,19,19,19
TZA,17.5,17.5,17.5,16.4,,22.3,22.3,21.4,21.4,30.4,30.4,30.4,30.4,30.7,36,36,36
THA,5.6,5.6,5.6,5.6,,9.2,9.2,9.2,8.8,10.8,8.7,11.7,11.7,13.3,13.3,15.8,15.8
TLS,,,,,,,26.1,26.1,25.3,25.3,25.3,29.2,29.2,29.2,29.2,32.3,38.5
TGO,1.2,1.2,1.2,,4.9,4.9,7.4,7.4,6.2,7.4,8.6,11.1,11.1,11.1,11.1,11.1,11.1
TON,0,0,0,,0,0,,0,0,3.4,3.3,3.3,3.1,3.1,0,3.6,3.6
TTO,11.1,11.1,11.1,11.1,,16.7,19.4,19.4,19.4,19.4,19.4,26.8,26.8,26.8,28.6,28.6,28.6
TUN,6.7,6.7,7.4,11.5,11.5,11.5,11.5,11.5,22.8,22.8,22.8,22.8,22.8,27.6,27.6,26.7,26.7
TUR,2.4,2.4,2.4,4.2,4.2,4.2,4.4,4.4,4.4,4.4,4.4,9.1,9.1,9.1,9.1,14.2,14.2
TKM,18,18,18,26,26,26,26,26,,16,16,16,16.8,16.8,16.8,16.8,16.8
TUV,7.7,8.3,,0,0,0,0,0,0,0,0,0,0,0,0,6.7,6.7
UGA,18.1,18.1,18.1,17.9,17.8,24.7,24.7,24.7,23.9,23.9,29.8,30.7,30.7,31.5,31.3,35,35
UKR,3.8,3.8,7.9,7.8,7.8,7.8,5.3,5.3,5.3,5.3,8.7,8.2,8.2,8,8,8,9.4
ARE,0,0,0,0,0,0,0,0,0,0,22.5,22.5,22.5,22.5,22.5,17.5,17.5
GBR,9.5,18.2,18.2,18.4,18.4,17.9,17.9,17.9,18.1,19.7,19.7,19.5,19.5,19.5,22,22.3,22.5
USA,11.7,11.7,13.3,13.3,14,14,14.3,14.3,14.9,15.2,16.3,16.8,17,16.8,16.8,16.8,17.8
URY,7.1,7.1,7.1,12.1,12.1,12.1,12.1,12.1,12.1,11.1,11.1,12.1,12.1,14.1,15.2,12.1,12.1
UZB,6,6,6,6.8,7.2,7.2,7.2,7.2,17.5,17.5,17.5,17.5,17.5,22,22,22,22
VUT,,,,0,0,0,1.9,1.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,1.9,0
VEN,5.9,5.9,,12.1,9.7,9.7,9.7,9.7,9.7,17.4,18,18.6,18.6,17.5,17,17,17
VNM,18.5,26.2,26.2,26,26,26,27.3,27.3,27.3,27.3,27.3,25.8,25.8,25.8,25.8,24.4,24.4
YEM,0.7,,0.7,0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
ZMB,9.7,9.7,10.3,10.1,10.1,12,12,12,12,12.7,14.6,15.2,15.2,14,14,11.5,11.5
ZWE,14.7,14.7,14.7,14,9.3,10,10,10,10,16,16.7,16,15.2,15,15,15,15
WLD,11.6916,13.0746,13.5263,13.9052,14.0941,15.1726,15.1757,15.9055,16.4899,16.9859,17.8789,18.4545,19.0375,19.1687,19.8385,20.7668,21.7739
HIC,16.0464,16.2986,17.5834,18.2294,18.0114,18.6318,19.0928,19.8279,20.3784,20.8449,21.9007,21.9477,22.5751,22.744,23.2656,23.8171,25.1536
LIC,10.2751,10.5142,9.98903,11.7223,,13.2679,12.8577,14.1604,16.9406,17.0406,18.2897,19.0964,19.2619,18.5939,20.4608,20.7378,21.6877
LMC,7.60966,7.99768,8.23047,8.11495,8.60617,10.247,10.3049,10.835,11.5027,11.9013,12.6058,12.8017,13.5346,14.5849,14.361,15.357,16.4673
UMC,,14.53,14.6274,15,14.907,16.337,16.332,17.1579,16.4804,17.3177,18.0026,19.0526,19.7442,19.6888,20.4378,21.9175,22.5123
EAS,,16.0769,16.8831,16.3688,16.6067,17.1631,16.0566,16.6528,16.9681,17.3472,17.7841,17.9953,18.3738,17.8,17.7251,17.8907,18.8518
ECS,14.5071,15.1534,16.0553,16.5594,16.5364,18.3324,17.7654,18.8179,19.1681,19.5395,21.0083,21.3503,21.8943,21.9948,22.7059,23.7526,24.6753
LCN,13.139,15.3476,14.3363,15.1596,14.3325,16.079,18.4503,19.0129,20.2153,20.3486,21.1168,22.1718,22.7116,23.0229,23.0389,24.4915,24.8102
MEA,4.00353,3.61574,4.18125,4.19937,4.3292,5.8971,5.87147,6.60036,6.16987,8.06239,8.35555,8.30807,8.79246,10.4278,10.0586,13.1463,15.9354
NAC,15.3398,15.3398,16.2855,,16.6992,16.581,16.8765,17.4701,17.6458,18.1654,18.6547,19.1141,18.997,18.997,20.1144,20.7811,20.7341
SAS,5.76628,6.04907,7.0055,8.44683,8.10433,9.0849,9.17912,9.02611,13.2775,12.8561,14.2865,18.4625,20.0573,20.052,20.3409,20.3409,20.0417
SSF,10.205,10.9246,,11.5822,12.2847,13.4649,13.7184,14.7368,16.2389,16.6405,17.3086,17.8027,18.4686,18.7454,20.546,21.3824,22.2514
# Series: FEREPNTP,,,,,,,,,,,,,,,,,
"# Name: Female representation in national parliaments (lower chamber), % of parliament",,,,,,,,,,,,,,,,,
"# Definition: Number of seats held by women members in single or lower chambers of national parliaments, expressed as a percentage of all occupied seats",,,,,,,,,,,,,,,,,
# Source: United Nations Statistics Division via the Inter-Parliamentary Union; Millennium Development Goals Indicators,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
