ISO,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,43.3,,
DZA,,,,,,,,7.6,,,,,,,
ARG,,,,,42.1,,,,,,,,,,
ARM,,,81.6,,,,,,,,,,,,
AUS,,,,,,,,,,,,,,76.5,
AUT,,,,,,,,,,,,,,77,
AZE,,,,,,,,,,,88.6,,,,
BHS,,70.6,,,,,,,,,,,,,
BHR,,,49.6,,,,,,,,,,,,
BGD,,,17.1,,,,,,,,,,,,
BRB,,24.2,,,,,,,,,,,,,
BLR,,,,,,,,,,,82.5,,,,
BEL,,,,,,,,,,,,,62.8,,
BLZ,,,,,,,,,,,,33.4,,,
BTN,,,,,,,18.6,,,,,,,,
BOL,,,,,,,,,,,,,,40.6,
BIH,,,,,,,,,,,,,32.7,,
BRA,,,,,,,,,,,,,39.4,,
BGR,,,,,,,,,,,,,,72.5,
BFA,,,,,,,,,0.5,,,,,,
KHM,,,,,,,,,,,6.3,,,,
CAN,,,,,,,,,,,,,82.7,,
CHL,,,,,,,,,,,,52.7,,,
CHN,,,,,,,,,,,,22.3,,,
COL,,,,,,,,,,,,,41.8,,
CRI,,,,,,,,,,,,,,37.2,
HRV,,,,,,,,,,,,,70.6,,
CUB,,,,40.4,,,,,,,,,,,
CYP,,,,,,,,,,,,,,68.9,
CZE,,,,,,,,,,,,,,88.5,
DNK,,,,,,,,,,,,,,73.3,
DMA,,,10.7,,,,,,,,,,,,
DOM,,,,,,,,,,,,,,32.6,
ECU,,,,,,,,,,,,33,,,
SLV,,,,,,,,,,,,,,26.6,
EST,,,,,,,,,,,,,,87.3,
ETH,,,,,,,,,,,,,8.8,,
FJI,,,,,,,,,37.7,,,,,,
FIN,,,,,,,,,,,,,71.2,,
FRA,,,,,,,,,,,,,,63.7,
GEO,,,,83.6,,,,,,,,,,,
DEU,,,,,,,,,,,,,,82,
GHA,,,,,,,,,,,,20.6,,,
GRC,,,,,,,,,,,,53.7,,,
GTM,,,,,,,,,,,,,,13.2,
GUY,,,,31.2,,,,,,,,,,,
HND,,,,,,,,,,,,,,18.5,
HUN,,,,,,,,,,,,,,77.6,
ISL,,,,,,,57.9,,,,,,,,
IDN,,,,,,,,,,,,,28.9,,
IRN,,,,,,,,,,,,,,44.6,
IRL,,,,,,,,,,,,,63.3,,
ISR,,,,,,,,,,,,,,79.9,
ITA,,,,,,,,,,,,,,47.3,
JPN,,,,,,,,,,,,69.8,,,
JOR,,,,,,,,,,,,41.4,,,
KAZ,,,,,,,,,96.3,,,,,,
KEN,,,,,,,,,,,,21.6,,,
KWT,,,,,,,,,,,,,,32.7,
KGZ,,,,,,,,,,,88.2,,,,
LVA,,,,,,,,,,,,,,86.1,
LBN,,,,,,,,,32.8,,,,,,
LSO,,,,,,,,,,13.8,,,,,
LTU,,,,,,,,,,,,,,81.6,
LUX,,,,,,,,,,,,,,76.2,
MWI,5.2,,,,,,,,,,,,,,
MYS,,,,,,,,,,,,50.9,,,
MDV,,,,,,,,4.9,,,,,,,
MLI,,,,,,,,,,,,,8,,
MLT,,,,,,,,,,,,,,32.4,
MUS,,,,,,,,,,,,,43,,
MEX,,,,,,,,,,,,,,33.8,
MNG,,,,,,,,,,,,67.6,,,
MNE,,,,,,,,,,,,,72.4,,
NAM,,,17,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,66.5,
NZL,,,,,,,,,,,,,65.6,,
NOR,,,,,,,,,,,,,74.1,,
OMN,,,,,,,,,,41.4,,,,,
PAK,,,,,,,,,,,,,24.2,,
PAN,,,,,,,,,,,,42.8,,,
PRY,,,,,,,,,,28.6,,,,,
PER,,,,,,,,,,,,,,56,
POL,,,,,,,,,,,,,,82.1,
PRT,,,,,,,,,,,,,,30.5,
QAT,,,,,,,,,,,,,,41.3,
KOR,,,,,,,,,,,,72.7,,,
MDA,,,,,,,,,,,,,,74.5,
ROU,,,,,,,,,,,,,,65.8,
RUS,,,,,,,,,,,,82,,,
WSM,,,62.1,,,,,,,,,,,,
SAU,,,,,,,,,,,,,,,48.9
SEN,,,,,,,,,,,,,5.6,,
SRB,,,,,,,,,,,,,,44.5,
SYC,,,,44.2,,,,,,,,,,,
SGP,,,,,,,,,,,,,,67.7,
SVK,,,,,,,,,,,,,,85.4,
SVN,,,,,,,,,,,,,,79.2,
ZAF,,,,,,,,,,,,,,60.6,
ESP,,,,,,,,,,,,,,45.6,
LKA,,,,,,,,,,,29.6,,,,
