ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,2599,2708,,3738,4243,,,,,,,14321,15002,
DZA,,,,,,,,78175,80826,,,,99897,,,
AGO,,674,,,1079,,,,,,,,,,,
ATG,,,,,,,,,,,,,,,7,
ARG,,,,,,177475,,168914,178645,190268,205801,217006,229847,241167,,
AUS,95208,98305,97686,99662,108113,110171,108488,108319,108319,111607,117341,123255,128822,133193,,
AUT,,44487,,,,31158,30004,29674,29890,33164,39580,45200,51488,52406,,
AZE,,,,,,,,,,,9122,10990,11072,11093,11400,
BHR,,,,,,2080,,1589,1581,,,,,,,
BGD,,,,11903,12935,14049,27349,45482,,37473,38099,39063,,65402,,
BRB,,,,,,,,,,,,,,170,,
BLR,,,,,,,,132527,138417,143253,135379,140147,147504,155973,159816,
BEL,,,41903,40886,41513,39729,44270,40451,41670,37215,37764,42708,47495,48285,,
BEN,,,,,,,,,,,,3221,,3799,,
BTN,,,,,,,,,,,637,,704,890,,
BOL,,,46677,,,,,,,,,,,,,
BIH,,,,,,,,,,,,,,11333,11921,
BRA,,,,,279716,301158,319175,344714,,410016,472385,547134,632047,,,
BRN,,108,153,228,,202,170,218,334,386,407,766,766,865,999,
BGR,,49639,52426,52777,51941,50948,50463,50504,51083,51058,51593,53799,53583,53680,,
BFA,,,,,,,,,1721,284,496,654,1362,2052,2480,
BDI,,,,,500,,,,,,,,,,,
KHM,,,,722,803,,1066,,,,,,,,,
CMR,,,,,,,2170,,5906,3538,4482,6601,8809,13215,,
CAN,118279,,,,,,,,,,,,,,,
CPV,,,,,,,,,,,540,688,1292,1257,1243,
CAF,,,,,,,,,,,,,448,307,,
CHL,,,,,163834,169310,99755,120942,122447,134056,145659,155914,171896,187067,197527,
COL,,,,283661,,,319910,364589,424362,384957,471987,496195,338540,418946,446507,
COM,,,,,,,,,,,,,,,75,
COG,,,,,116,,,,,,,,,,,
CRI,,,,,,,16157,,,,,,,,,
CIV,,,,,,,,,,14501,,9737,11837,,,
HRV,,18941,,19916,20920,20722,,21891,22283,22019,22134,22074,21531,23509,,
CUB,,,,,,,,,,14523,15876,,15836,15788,14949,
CYP,,886,670,550,522,637,843,1009,1262,1512,1979,2723,3165,3477,,
CZE,,51105,40800,41536,58958,58661,65655,66248,48538,51709,61446,61317,61997,61377,,
COD,,,,,,,,,,,,,,31396,30930,
DNK,,17481,18982,19720,19406,21771,22501,24005,23077,23452,22660,22579,24140,,,
DJI,,,,13,,,28,,114,,,419,,,,
ECU,,,,,,,,,,,70920,,,,,
SLV,,,,,13870,15477,,14898,14905,15697,15985,16492,17476,18768,16551,
ERI,,,,,,,1286,,,,,2444,,,,
EST,,7517,7420,7320,7107,7357,7859,8269,8412,9018,8868,9077,9235,,,
ETH,,5918,5892,11421,9383,13625,17347,16972,,,19578,,39187,,,
FIN,61886,64738,69230,72303,73363,77596,80167,80827,80153,78663,77222,74804,75561,73769,,
FRA,,,,,,,,,252882,279493,282246,281068,296299,299153,,
GEO,,21505,23282,27734,31251,36344,35657,31812,10678,12533,,9714,10348,,5322,
DEU,,,325667,323953,332161,341652,,,,,,,,492122,,
GHA,,,,,,,,,,,16410,16858,,20047,22546,
GRC,,,,,72813,,90404,106528,,102224,,,114745,,,
GRD,,,,,,,,,,,,225,,,,
GIN,,,,,,,2060,,1672,,10460,,,,,
GUY,,,,,,,447,,477,370,570,,582,602,685,
HND,,,,,,21533,,,,,,,24394,,22023,
HUN,,51295,54389,51256,46064,55476,54406,53965,54569,49476,51522,52646,54533,56911,,
