ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ISL,436,483,556,606,693,870,980,1022,1149,1213,1421,1559,1671,1746,,
IDN,,,,,,,,,,,,,,863394,,
IRN,,,,,,,451768,578053,727116,805464,1024010,1078820,1322030,1465240,1599330,
IRQ,,,,,,,78227,,,,,,,,,
IRL,16658,,,,,,,,,,22868,22991,24233,23082,,
ISR,,41015,39138,52987,60116,57929,58661,56812,55537,58165,59090,66812,72459,,,
ITA,,306157,297928,299778,303435,312170,319739,320343,316135,316849,,,,347461,,
JAM,,,,,,,,,,,,,76,523,,
JPN,725404,718782,706998,701698,694580,685063,677544,668526,655851,636299,617043,599759,586250,588382,,
JOR,,,,,,22636,22636,25087,27601,30572,34806,37715,40399,44578,,
KAZ,,,,,,,,,,,,,,,131507,
KEN,,,16435,17652,,,,,,,,,,,,
KGZ,,,,21363,34582,19949,14202,21061,22633,27069,31683,33655,32772,33263,,
LAO,,,,,,,,,,4716,8092,9459,10676,12409,10589,
LVA,,13215,9300,10128,11320,11764,12280,12352,13159,13531,13995,14160,14205,14346,,
LBN,,,13851,15166,16492,16608,15552,19276,20067,20953,22093,25831,28125,32282,35113,
LSO,,,,,,,,52,,,,,,,,
LBR,,1167,2013,,,,,,,,,,1310,,2573,
LBY,,,59645,,,,,,,,,,,,,
LIE,,,,,,111,149,135,,154,163,167,194,210,,
LTU,,24122,27275,29419,30059,33099,35578,36376,35775,36383,36774,37920,34342,31257,,
LUX,,,,,,,,,405,,254,,433,,,
MKD,,6558,7793,7709,9152,9035,8376,8936,8873,8625,8299,8645,7711,7611,,
MDG,,,,,,,,2295,2976,4225,5249,5332,5380,5763,5770,
MWI,,1041,,,,,,,,,,,,,,
MYS,,,,,150285,,156286,128376,162443,194727,215920,238340,243861,238507,,
MLI,,,,,,,,,,,2077,959,1054,1723,136,
MLT,,431,411,459,525,674,698,737,,773,738,919,1023,1096,,
MUS,,,,,,,,,,,,,,2712,2902,
MEX,,310974,332646,358543,391952,415429,476228,437442,454399,474765,522201,537080,603652,772440,,
MNG,,11124,12993,14649,16059,18316,18545,20117,22478,22589,24416,27263,28142,29984,32613,
MAR,,5350,7170,16517,,13570,13221,16790,21392,24692,26243,35968,,,,
MOZ,,,,,,,2424,2788,,,4903,5639,,8523,,
MMR,,,,29957,,,,,,,,,,107803,,
NAM,166,,,,,539,,,,,527,,,,,
NPL,,,,,,,,6218,4274,,11998,11998,13847,12889,,
NLD,,51008,52218,53641,54219,53084,44576,44475,47292,47211,48821,51771,52284,59775,,
NZL,9992,10568,11586,11607,10793,13975,14839,15124,15788,16469,17304,17771,18574,18710,,
NER,,,,,,,,,,,,,277,297,529,
NOR,14972,15733,12953,12386,12598,13395,13874,14726,,15097,15939,16930,17886,18691,,
OMN,,,,,,,,,,,,,,17316,,
PAN,,,,,21241,18585,15251,14616,14664,14536,14808,14523,14805,24485,,
PNG,2508,,,,,,,,,,,,,,,
PHL,,,,,,299831,376224,,,,,,,,,
POL,214837,203095,213125,234638,258483,269726,272641,248542,269810,269906,268402,279228,283211,290534,296025,
PRT,,,67007,,81648,84526,85414,83079,80597,81801,84041,82645,84677,,,
QAT,,,,289,,312,432,,,,,,,,2931,
KOR,1019700,1096300,1046280,1079580,1036740,993934,1022840,971722,927021,893592,867450,857852,861463,897409,896164,
ROU,,91450,98964,108672,117244,138909,145106,150203,152176,159184,173939,186342,178560,175310,,
RWA,,,,,,,,,,,,,,,3900,
WSM,,,57,,,,,,,,,,,,,
SMR,,,141,,,,,,,,,,,,,
SAU,21588,28534,32800,38194,45372,44233,15721,19780,33628,30579,32381,34311,104699,67952,71401,
SRB,,,,,,,,,,46535,34947,33397,32272,32528,34873,
SLE,,,49,80,,,,,,,,,,,,
SGP,,,,,,,,,,,56312,58519,60406,63647,61972,61836
SVK,,26152,28210,29637,29069,28279,28621,31521,32439,34139,34375,34485,35119,34389,32692,
SVN,,14980,15450,16026,16530,17456,17508,17753,17962,19374,20952,21787,21734,20915,20027,
ESP,,281760,295266,303122,314066,322932,324936,319340,318881,313313,314910,315606,325668,346093,,
LKA,,,,,,,,,,,,,9969,11709,15752,
SUR,,,,,526,,,,,,,,,,,
SWZ,,361,327,268,,,305,225,174,,,,,,,
SWE,,64634,66287,68206,69410,71736,71949,70089,68846,66565,64347,68646,75834,77439,,
CHE,,24638,23305,23293,24255,25384,26622,26376,27418,28205,28608,29455,32579,35502,,
TJK,,,,,,,,,,,,,,,32921,
TZA,,3406,,,,,,,,,,,,,5846,
THA,,,,,,,,,,,,,,247883,,
TTO,,,1300,1399,,,3788,,,,,,,,,
TUN,,,,,,23697,,,34802,,,,55647,,,
TUR,167842,,,211449,220243,259069,281986,292623,312420,321834,328575,351335,383518,398796,,
UGA,,4356,4477,3366,,,6332,,,,,,,,,
UKR,,494995,,456901,487137,513638,545764,581761,606853,619497,616681,592677,565180,541922,,
GBR,,,,217529,225784,177164,180656,185283,191182,198842,190461,200951,210406,211948,,
USA,,,,,,,,,,,1396120,1381770,1477420,1522720,,
URY,,,,,,,,,,15274,16285,15907,,,,
UZB,,,,,,,,,43065,41967,45111,44523,48377,51198,,
VEN,,,,,,,,,,,339074,426078,,,,
VNM,,141930,132569,,154846,164141,,,,373658,332884,360493,423409,533548,534609,
ZMB,4978,,,,,,,,,,,,,,,
ZWE,,,,,,,,,,,,,11260,12209,12132,
ECZ,,,,2765160,3055950,3108080,,,3329980,3562080,3187080,3257720,3445560,4111420,,
HIS,,,,,,,,,,,5026360,5053410,5403910,6066020,,
LCS,,,,,,1118970,1250710,1466120,,1654460,2291550,2426550,2049150,,,
NAS,,,,,,,,,,,1396120,1381770,1477420,1522720,,
# Series: TEDENGTO,,,,,,,,,,,,,,,,
"# Name: Enrollment in tertiary education, engineering, manufacturing and construction, total",,,,,,,,,,,,,,,,
"# Definition: Number of total males and females enrolled in tertiary education, per program",,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,
