ISO,2000,2003,2006,2009,2012
ALB,319.07,,,355,387
ARG,393.41,,345,379,377
AUS,512.65,506,495,496,495
AUT,475.77,467,468,449,471
AZE,,,343,350,
BEL,492.39,489,482,493,493
BRA,387.64,384,376,397,394
BGR,407.48,,374,400,403
CAN,518.92,514,511,507,506
CHL,396.49,,434,439,430
COL,,,375,408,394
CRI,,,,435,427
HRV,,,452,452,461
CZE,472.64,473,463,456,474
PRK,,525,,,
DNK,485.41,479,480,480,481
EST,,,478,480,494
FIN,520.12,521,521,508,494
FRA,490.3,476,470,475,483
GEO,,,,344,
DEU,467.55,471,475,478,486
GRC,455.68,453,432,459,452
HUN,464.54,467,463,475,468
ISL,488.45,464,460,478,457
IDN,360.29,369,384,383,382
IRL,512.84,501,500,476,509
ISR,443.84,,417,452,463
ITA,469.2,455,448,464,471
JPN,507.25,487,483,501,527
JOR,,,373,377,361
KAZ,,,,369,374
KGZ,,,257,287,
LVA,431.92,470,454,460,462
LIE,468.45,517,486,484,504
LTU,,,445,439,450
LUX,429,463,464,453,473
MYS,,,,396,377
MLT,,,,406,
MUS,,,,386,
MEX,411.48,389,393,413,411
MNE,,,370,382,391
NLD,,503,495,496,498
NZL,506.79,508,502,499,495
NOR,485.62,475,462,480,481
PAN,,,,354,
PER,323.94,,,359,373
POL,461.37,477,487,476,497
PRT,457.7,459,455,470,468
QAT,,,280,347,354
KOR,518.5,,539,523,525
MDA,,,,366,
ROU,420.75,,374,403,417
RUS,442.83,428,420,437,455
SRB,,390,381,422,423
SGP,,,,511,527
SVK,,453,446,452,444
SVN,,,467,456,454
ESP,481.22,461,443,467,474
SWE,498.63,496,488,475,458
CHE,480.05,482,484,481,491
THA,406.46,396,386,400,410
TTO,,,,387,
TUN,,362,361,387,388
TUR,,426,427,443,453
ARE,,,,402,413
GBR,512,492,480,481,487
USA,489.68,479,,488,482
URY,,414,389,404,392
VNM,,,,,492
ACE,465.038,470.667,447.056,443.775,462.167
HIA,479.109,477.767,463.649,464.69,473.275
AME,382.592,,385.333,397.5,399.75
ASA,504.3,496.5,,497.5,494
ECM,469.2,471,462,459,468
HIM,481.22,476,468,475,474
LCM,393.41,,376,397,394
NAN,489.68,479,,488,482
ECE,332.572,359.942,379.794,399.276,398.259
HWW,452.635,424.059,335.446,463.77,468.069
LCE,266.481,,270.942,311.052,304.605
NAE,492.549,482.435,,489.881,484.4
# Series: PISAMARE,,,,,
"# Name: PISA reading scores, male",,,,,
"# Definition: PISA scores are usually scaled so that the OECD average in each domain (mathematics, reading and science) is 500 and the standard deviation is 100.",,,,,
# Source: Organisation for Economic Co-operation and Development (OECD),,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,
