ISO,1990,1995,2000,2005,2010
AFG,91.64,104.52,107.28,84.95,58.44
ALB,2.23,1.93,1.57,1.2,1.01
DZA,14.45,13.47,11.28,8.78,6.99
AND,0.96,0.85,0.71,0.61,0.52
AGO,176.91,157.98,148.26,110.16,76.67
ATG,3.58,2.52,2,1.84,1.81
ARG,6.14,5.13,4.02,3.26,2.76
ARM,7.34,11.41,11.2,10.09,7.93
AUS,0.61,0.49,0.36,0.28,0.24
AUT,2.38,1.49,1,0.69,0.56
AZE,23.26,31.62,29.96,19.23,11.11
BHS,9.94,6.64,4.11,2.93,2.71
BHR,4.7,4.93,3.94,2.97,2.05
BGD,64.06,53.82,44.43,40.13,37.81
BRB,1.38,1.14,0.82,0.69,0.61
BLR,7.85,11.66,14.29,14.56,11.25
BEL,1.4,1.25,1.08,0.81,0.71
BLZ,14.46,14.49,14.72,10.42,8.91
BEN,69.69,69.04,63.53,55.33,50.6
BTN,64.22,49.24,37.5,27.81,21.32
BOL,71.23,53.58,40.32,31.89,26.2
BIH,14.03,12.83,7.06,5.28,4.15
BWA,101.93,102.65,113.49,82.67,59.42
BRA,9.8,9.04,7.64,6.16,5.08
BRN,8.03,7.58,7.19,6.49,6.47
BGR,3.87,4.83,4.63,4.05,3.27
BFA,55.23,59.85,60.06,50.76,46.74
BDI,205.71,223.03,239.85,235.46,212.17
KHM,117.19,98.69,84.82,66.52,50.66
CMR,52.54,58.69,52.83,43.41,39.89
CAN,0.71,0.56,0.44,0.34,0.3
CPV,38.01,34.15,26.43,20.95,16.51
CAF,228.69,226.29,211.12,193.39,187.92
TCD,98.03,96.57,99.37,84.83,73.88
CHL,11.89,7.58,6.08,5.13,4.02
CHN,24.16,15.85,10.16,7.16,4.66
COL,11.92,9.01,7.59,6.09,5.19
COM,77.06,77.41,79.57,79.42,80.53
COG,89.88,95.73,81.41,70.05,68.26
CRI,6.29,5.41,4.21,3.16,2.5
CIV,69.52,81.94,79.78,72.73,69.7
HRV,9.59,6.9,4.73,3.37,2.46
CUB,0.89,1.07,0.76,0.57,0.49
CYP,0.95,0.79,0.7,0.59,0.49
CZE,1.79,1.39,1.14,0.86,0.69
PRK,32.59,31.9,35.95,33.36,30.29
COD,120.91,127.5,139.03,134.69,131.1
DNK,0.93,0.83,0.64,0.52,0.46
DJI,35.09,40.08,48.16,47.02,41.74
DMA,9.94,7.18,5.19,4.47,4.05
DOM,20.57,15.87,11.56,9.08,6.67
ECU,28.49,22.54,17.97,12.38,10.15
EGY,6.24,4.91,3.62,2.79,2.32
SLV,11.06,8.47,5.7,4.28,3.43
GNQ,163.75,143.26,83.84,53.27,40.02
ERI,155.69,125.29,100.97,99.6,109.08
EST,9.1,15.78,12.34,7.84,4.66
ETH,158.44,147.87,131.38,115.2,94.76
FJI,17.45,15,11.27,8.08,6.83
FIN,2.55,2.04,1.6,1.12,0.84
FRA,2.28,1.83,1.65,1.25,1.05
GAB,60.97,61.59,59.41,53.21,50.47
GMB,78.94,77.31,69.09,58.19,47.8
GEO,11.97,13.17,11.4,9.27,8.25
DEU,1.85,1.24,0.85,0.57,0.48
GHA,71.23,65.52,48.56,39.99,33.35
GRC,1.99,1.31,1.06,0.89,0.76
GRD,6.31,5.44,5.27,5.07,4.26
GTM,22.51,15.92,11.1,9.14,8.05
GIN,78.02,76.43,69.56,60.9,59.96
GNB,90.23,86.22,82.83,77.65,69.52
GUY,14.84,14.65,16.49,19.18,16.07
HTI,106.19,81.55,70.17,60.69,55.53
HND,13.33,11.75,10.25,8.72,7.21
HUN,8.17,7.47,5.07,3.55,2.69
ISL,0.93,0.77,0.63,0.52,0.46
IND,131.29,108.13,89.82,84.82,63.06
