ISO,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,1.4,,
AND,,,,,,,,16.9,,,,,,,
ARG,,,,,12,,,,,,,,,,
ARM,,,21.4,,,,,,,,,,,,
AUS,,,,,,,,,,,,,,37.6,
AUT,,,,,,,,,,,,,,21.5,
AZE,,,,,,,,,,,27.4,,,,
BHS,,0.4,,,,,,,,,,,,,
BHR,,,10.8,,,,,,,,,,,,
BGD,,,4.9,,,,,,,,,,,,
BRB,,1,,,,,,,,,,,,,
BLR,,,,,,,,,,,46.8,,,,
BEL,,,,,,,,,,,,,29.7,,
BLZ,,,,,,,,,,,,5.3,,,
BEN,,,,3.8,,,,,,,,,,,
BTN,,,,,,,9.2,,,,,,,,
BOL,,,,,,,,,,,,,,27.1,
BIH,,,,,,,,,,,,,6.9,,
BRA,,,,,,,,,,,,,10.1,,
BGR,,,,,,,,,,,,,,18.1,
BFA,,,,,,,,,0.3,,,,,,
CAN,,,,,,,,,,,,,44.5,,
TCD,,,,,,5.8,,,,,,,,,
CHL,,,,,,,,,,,,18.2,,,
CHN,,,,,,,,,,,,4.1,,,
COL,,,,,,,,,,,,,19.2,,
CRI,,,,,,,,,,,,,,20.6,
HRV,,,,,,,,,,,,,18.2,,
CUB,,,,9.2,,,,,,,,,,,
CYP,,,,,,,,,,,,,,33.7,
CZE,,,,,,,,,,,,,,18.3,
DNK,,,,,,,,,,,,,,27.7,
DMA,,,5.2,,,,,,,,,,,,
DOM,,,,,,,,,,,,,,9,
ECU,,,,,,,,,,,,11.3,,,
SLV,,,,,,,,,,,,,,12,
EST,,,,,,,,,,,,,,28.5,
ETH,,,,,,,,,,,,,1.9,,
FJI,,,,,,,,,13,,,,,,
FIN,,,,,,,,,,,,,29.3,,
FRA,,,,,,,,,,,,,,25.6,
GEO,,,,26.7,,,,,,,,,,,
DEU,,,,,,,,,,,,,,30.3,
GHA,,,,,,,,,,,,4.7,,,
GRC,,,,,,,,,,,,21.5,,,
GUY,,,,0.3,,,,,,,,,,,
HND,,,,,,,,,,,,,,4.5,
HUN,,,,,,,,,,,,,,19.1,
ISL,,,,,,,25.3,,,,,,,,
IDN,,,,,,,,,,,,,8.2,,
IRN,,,,,,,,,,,,,,21.2,
IRL,,,,,,,,,,,,,27.7,,
ISR,,,,,,,,,,,,,,41.4,
ITA,,,,,,,,,,,,,,12.2,
JPN,,,,,,,,,,,,32.2,,,
JOR,,,,,,,,,,,,19.2,,,
KAZ,,,,,,,,,23.1,,,,,,
KWT,,,,,,,,,,,,,,8.6,
KGZ,,,,,,,,,,,16.9,,,,
LVA,,,,,,,,,,,,,,20.8,
LBN,,,,,,,,,16.5,,,,,,
LSO,,,,,,,,,,1.9,,,,,
LTU,,,,,,,,,,,,,,25.2,
LUX,,,,,,,,,,,,,,40.7,
MKD,,,,13.8,,,,,,,,,,,
MWI,0.7,,,,,,,,,,,,,,
MDV,,,,,,,,2.1,,,,,,,
MLI,,,,,,,,,,,,,5.2,,
MLT,,,,,,,,,,,,,,14.5,
MUS,,,,,,,,,,,,,6.5,,
MEX,,,,,,,,,,,,,,18.6,
MNG,,,,,,,,,,,,20.5,,,
MNE,,,,,,,,,,,,,21.4,,
NAM,,,2.5,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,31.7,
NZL,,,,,,,,,,,,,30.7,,
NOR,,,,,,,,,,,,,29.1,,
OMN,,,,,,,,,,15.3,,,,,
PAK,,,,,,,,,,,,,9.9,,
PAN,,,,,,,,,,,,18.3,,,
PRY,,,,,,,,,,9.1,,,,,
PER,,,,,,,,,,,,,,22.6,
PHL,,,,,,,,,,22.4,,,,,
POL,,,,,,,,,,,,,,19.4,
PRT,,,,,,,,,,,,,,13.6,
QAT,,,,,,,,,,,,,,17.9,
KOR,,,,,,,,,,,,40.8,,,
MDA,,,,,,,,,,,,,,17.5,
ROU,,,,,,,,,,,,,,13.6,
RUS,,,,,,,,,,,,57.9,,,
WSM,,,4.4,,,,,,,,,,,,
SAU,,,,,,,,,,,,,,,21
