ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
BRB,,,,,,,,,,,,,13,20,,
KHM,,,,,,,940,,,,,,,,,
CMR,,,,,,,,,,103,,,,,,
CRI,,,,,,,2829,,,,,,,,,
ETH,,4878,5549,5856,8068,11523,,,,,,,,,,
GIN,,,,,,,670,,4055,,,,,,,
GUY,,,,,,,9,,11,,2,,,,,
IRN,,,,,,,28582,32290,,,,,,,,
MUS,,,,,,,,,,,,,,115,88,
MNG,,3116,2158,,,,,,,,,,,,,
MAR,,,,,,3084,3211,,,,,,,,,
NAM,216,,,,,702,,,,,,,,,,
OMN,,,,,,,,,,,,,,12845,,
PAN,,,,,,6389,5233,536,672,4467,4456,3210,3235,,,
QAT,,,,296,,662,771,,,,,,,,2702,
WSM,,,33,,,,,,,,,,,,,
SAU,,,31734,,,,3479,5369,10276,21985,23199,24586,68427,93543,132154,
SGP,,,,,,,,,,,,,,,587,245
TZA,,2150,,,,,,,,,,,,,2496,
VNM,,43405,35561,,42762,47228,,,,59134,58946,61465,66163,70158,55250,
# Series: TEDGENTO,,,,,,,,,,,,,,,,
"# Name: Enrollment in tertiary education, general programs, total",,,,,,,,,,,,,,,,
"# Definition: Number of total males and females enrolled in tertiary education, per program",,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,
