ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
PRY,,88.7,,89,,,,,,94.2,,,,96.3,,,
PER,,67.3,,,,83.8,,,,91.1,,91,,,94.3,94.7,95.4
PHL,,,,85.7,,85.9,,,87.6,,,,,91,,,78
PRT,,,,,,,,,,100,,,,,,,
QAT,,,,,,,,,,,,,,,100,,
MDA,,,98.8,,,,,,,,98,,,,,,
ROU,,,,,,,,,,93.5,,,,,,,
RWA,,,,,,91.5,,,,,94.4,,,95.8,,98,
KNA,,,,,,,,78.4,71.3,100,100,,100,,,,
LCA,,,,,,47.8,,,,99.2,99.2,99.2,99.2,,,,
VCT,,,,,91.8,99,99,99,,99,95,,,99.5,,,
WSM,,,,,,,,,,,,,,,93,,
STP,,,,,,90.6,,,,,,97.3,,,97.9,,
SAU,,90,,,,,,,,,,,,97,,,
SEN,,,82.1,,,79,,,,,87.4,,,,,,93.3
SRB,,,,,,,,,,,,98.2,,,,99,
SLE,,,,,,67.9,,,,,81.1,,,86.9,,93,
SVK,,,,,,,,,,96.9,,,,,,,
SVN,,,,,,,,,,99.5,,,,,,,
SLB,,,,,,,,,,,,,73.9,,,,
SOM,,,,,32.3,,,,,,,26.1,,,,,
ZAF,89,,,94.2,,,,,91.9,,,,,97.1,,,
SSD,,,,,,,,,,,,,,,,40.3,
LKA,,,,,,94.5,,,,,,,99.4,,,,
SDN,,,,,,60,,,,,,63.7,,,,55.9,
SUR,,91,,91,,90.6,,90,,90,,89.9,,,,,
SWZ,,,,,,86.6,,89.8,,,,,84.8,,,96.8,
SWE,,,,,,,,,,100,,,,,,,
SYR,,,,,,71.2,,,,,,84,,,87.7,,
TJK,,,,,,71.3,74.6,78.2,80.5,75.7,77.1,78.4,88.8,79.8,,,
TZA,,49.5,,,48.8,,,,,,78.2,,,75.8,,87.8,
THA,,85.9,,,,91.8,,,,94.3,,97.8,,,99.1,,
TLS,,,70.9,,,,,42.5,60.5,,,,,,,84.4,
TGO,,,,82,,72.9,,,84.8,,,84.1,,,,71.6,
TON,,,,,,,,,,,,,,99,,97.9,
TTO,,,60.7,,93,92.4,90.4,95.8,95.4,94.4,,95.7,,,,,
TUN,79,,,,,91.5,,,,,,96,,,,,
TUR,,,,67.5,,,,,80.9,,,,89.3,92,95,,
TKM,,,,,,98.1,,,,,,99.1,,,,,
TUV,,,,,,,,,,,,,97.4,,,,
UGA,91.2,,,,,,92.4,,,,,93.5,,,,,93.3
UKR,,,,,,,,,,,98.8,,98.5,,,,
ARE,96.8,,,,,,,,,,,,100,,,,
URY,,,94,,,,,,,,97.1,,96.2,,,,
UZB,,94.9,,,,97.2,,,,,,99,,,,,
VUT,,,,,,,,,,,,,84.3,,,,
VEN,,,,,,94.1,,,,,,,,,,,
VNM,,,70.6,,,68.3,,86.4,,,,90.8,,,,,93.7
YEM,,,34.3,,,,,,41.4,,,47,,,,,
ZMB,,95.6,,,83.1,,,93.4,,,,,93.7,,,,
ZWE,,,88.1,,93.1,,,,,,,94.2,,,93.4,,89.8
WLD,,,,,,69.5,,,,,,,,,80.6,,
LIC,,,,,,56,,,,,,,,,74.5,,
LMC,,,,,,65.7,,,,,,,,,75.8,,
UMC,,,,,,87.5,,,,,,,,,93.6,,
EAS,,,,,,86.7,,,,,,,,,92.5,,
LCN,,,,,,,,,,,,,,,96.2,,
SAS,,,,,,55.7,,,,,,,,,70.1,,
SSF,,,,,,65.7,,,,,,,,,76.3,,
# Series: ANTENAT1,,,,,,,,,,,,,,,,,
"# Name: Antenatal care coverage 1+, female",,,,,,,,,,,,,,,,,
# Definition: The percentage of women attended at least once during pregnancy by skilled health personnel for reasons related to pregnancy.,,,,,,,,,,,,,,,,,
# Source: World Bank,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
