ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
AFG,,,,,,36.9,,,16.1,,,30.3,,36,,,47.9
ALB,,,,,,95.3,,90.6,,,97.1,,,,97.3,,
DZA,,,,,,79,,80.7,,,,89.4,,,,,
AGO,,,,,,,65.6,,,,,,79.8,,,,
ATG,,,,82,,99.9,,92,95,100,99.9,99.9,100,100,,,
ARG,,,,,,,97.5,,,,99.2,,,,,,
ARM,,,82,,,92.4,,,,,93,,,,,99.1,
AUS,,,,,,,,,,,,,,98.3,,,
AZE,,,98.3,,,66,70,,,,,76.6,,,,,
BHS,,,,,87,,,93.6,94,98,,98,98,,,,
BHR,97.1,,,,,,,,,,,,100,,,,
BGD,,,26.4,,,33.3,39.8,,39.7,48.7,,47.7,51.2,,,52.8,54.6
BRB,,,,,89,98,,100,100,100,100,100,100,,,,
BLR,,,,,99.9,,,,,,99.4,,,,,,
BLZ,,,,98,95.9,100,,98,,,94,94,99.2,,,,
BEN,,80.3,,,,,81.1,,,,,84.1,,,,,
BTN,,,,,,51,,,71.8,,,,88,,,97.3,
BOL,,,,69,,82.6,,,79.1,,,,,85.8,,,
BIH,,,,,,99.2,,,,,,98.9,,,,,
BWA,,,,,,96.8,,,,,,,94.1,,,,
BRA,,85.7,,,,,,,96.8,97.2,97.4,97.8,96.7,,98.2,,
BRN,,,,,,,,,,,,,,,99,,
BFA,,,,,60.7,,,,73.4,,,85,,,,94.3,
BDI,,,,,,78,,,,,92.4,,,,,98.9,
KHM,,,,34.3,,37.7,,,,,69.3,,,,,89.1,
CMR,,,,78.8,,75.3,,,,83.3,,82,,,,,84.7
CAN,,,,,,,,,,,,,100,,,,
CPV,,,,99.3,,,,,,,97.6,,,,,,
CAF,66.9,,,,,62,,,,,,69.3,,,,68.3,
TCD,,,23.4,,,41.6,,,,38.9,,,,,,53.1,
CHN,78.7,83.7,85.9,87.1,89.3,89.4,90.3,90.1,88.9,89.7,89.8,89.7,90.9,91,92.2,94.1,93.7
COL,82.6,,,,,90.8,,,,,93.5,,,,,97,
COM,,84.5,,,,74.3,,,,75,,,,,,,
COG,,,,,,,,,,,85.8,,,,,,
CRI,,,,70.6,69.6,,,,,91.7,,91.7,,89.9,,,
CIV,,,,,84.3,87.6,,,,,87.3,84.8,,,,,
HRV,,,,,,100,100,100,100,100,100,100,100,100,100,100,
CUB,,,,100,,100,,,,100,100,,100,,100,100,100
CYP,,,,,,,,,,,,,99.2,,,,
PRK,,,,,,97.1,,,,,,,,,100,,
COD,,,,,,,68.2,,,,,,85.3,,,88.8,
DJI,,,,,,,,,67,,,92.3,,,,,
DMA,,,,,99.9,100,100,100,100,100,100,,100,100,,,
DOM,,98.3,,,,97.8,,98.5,,,,97,98.9,,,,
ECU,,,,68.8,,,,,,84.2,,,,,,,
EGY,39.1,,52,47.2,,52.9,,,68.7,,69.6,,,73.6,,,
SLV,,,,76,,,,,86,,,,,94,,,
GNQ,,,,,,86.1,,,,,,,,,,,
ERI,48.9,,,,,,,70.3,,,,,,,,,
ETH,,,,,,26.7,,,,,27.6,,,,,,42.5
FJI,,,,,,,,,,,,,,100,,,
FIN,,,,,,,,,,99.8,,,,,,,
FRA,,,,,,,,,,99.8,,,,,,,
GAB,,,,,,94.4,,,,,,,,,,,
GMB,,,,,,90.7,,,,,,97.8,,,,98.1,
GEO,,,74,,95.3,,,,,,96.3,,,,,97.6,
DEU,,,,,,,,,,100,,,,,,,
GHA,,,,87.5,,,,,91.9,,,92.1,96.1,90.1,,,96.4
GRD,,,,,98,85,,99,99,,100,,100,,,,
GTM,52.5,,,,59.6,,,84.3,,,,,,,93.2,,
GIN,,,,,70.7,,,,84.3,,82.2,,88.4,,,,
GNB,,,,,,62.1,,,,,,77.9,,,,92.6,
GUY,,,,90,,80.9,95.3,,90,,98,,81.4,,92.1,,
HTI,67.7,,,,,78.8,,,,,,84.5,,,,,
HND,,84.2,,,,,82.6,,,,,91.7,,,,,
IND,,,,,65.1,61.8,,,,,,74.2,,75.2,,,
IDN,,,89.4,,,88.3,,,91.5,,88.6,90.4,91.2,92.7,94.5,92.7,
IRN,,,76.5,,,,,,,,98.3,,,,,,
IRQ,,78,,,,76.7,,,,,,83.8,,,,,
IRL,,,,,,,,,,99.5,,,,,,,
ITA,,,,,,,,,,99,,,,,,,
JAM,,,99,93.8,98.4,66.6,70.1,98.1,,,90.5,,,99,,,
JOR,,,95.6,,,,,98.6,,,,,98.8,,,,
KAZ,92.5,,,,94.4,,,,,,,99.9,,,,,
KEN,,,,91.9,,76.2,,,88.1,,,,,,91.5,,
KIR,,,,,,,,,,,,,,100,88.4,,
KWT,,95,,,,,,,,,,,100,,,,
KGZ,,,97.3,,,,,,,,,96.9,,,,,
LAO,,,,,,,26.5,,,,,35.1,,,,71,
LVA,,,,,,,,,,91.8,,,,,,,
LBN,87,,,,,,,95.6,,95.6,,,,,,,
LSO,87.6,,,,,84.7,,,,90.4,,,,,91.8,,
LBR,,,,,,84.4,,,,,,,79.3,,,,
LBY,80.8,,,,,,,,,,,,93,,,,
LTU,,,,,,,,,,100,,,,,,,
MKD,,,100,,,81,,,,,,98.8,,,,,
MDG,,,76.8,,,71.2,,,,79.9,,,,,86.3,,
MWI,,,,,,91.4,,94.3,,92.1,,91.9,,,,94.7,
MYS,,,,,,,,,73.6,,78.8,,,,90.7,,
MDV,,,,,,,81,,,95,,,,,99.1,,
MLI,,46.9,,,,,56.8,,,,,70.4,,,,,
MLT,,,,,,,,,,100,,,,,,,
MHL,,,,,,,,,,,,,81.2,,,,
MRT,,,,,,,63.9,,,,,,75.4,,,,
MEX,86.1,,,,,,,,,,,97.7,,,95.8,,
FSM,,,,,,,,,,,,,,80,,,
MNG,,,,89.8,,96.7,,,98.2,,98.9,,,99.5,,99,
MNE,,,,,,,,,,,,97.4,,,,,
MAR,44.7,,42,,,,,,,67.8,,,,,,,77.1
MOZ,,,71.4,,,75.8,,,84.5,,,,,92.3,,,
MMR,,,75.8,,,,75.6,,,,,,79.8,,,83.1,
NAM,,,,,,90.6,,,,,,,94.6,,,,
NPL,,23.6,,,,27,27.9,,,,,43.7,,,,,58.3
NIC,,,,81.5,,,85.5,,,,,,90.2,,,,
NER,,,,39.3,,41,,,,,,46.1,,,,,
NGA,,,,,63.6,,,,58,,,,,57.7,,,
OMN,98.2,,,96,96,99.6,,,,,,,,,99,,
PAK,,,26.4,,24.8,,43.3,,,,36,,60.9,,,,
PLW,,,,,,,,,,,,,100,100,100,90.3,
PAN,,,,72.2,,,,,,,,,,,95.8,,
PNG,,76.7,,,,,,,,,,78.8,,,,,
