ISO,1995,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AUT,9304,8777,,,,,,2986,,,,,,,
CAN,3900,5100,4800,5900,3900,4100,4700,4600,6100,3000,4100,3200,5400,,
HRV,,1183,,1261,,,,1325,1264,1318,1326,1286,1223,1165,1147
CYP,182,346,,,,,,129,,327,,,,,
CZE,1195,1348,1216,,,,,,,,,,,,
DNK,,,,,,,,,,,,,7760,8284,8795
FIN,3931,4791,,,,5096,,4906,5896,,5681,,,,
GEO,13056,13800,15120,,,,,,,,,,,,
DEU,36000,54000,53000,,,,,,,,,,,,
HUN,4089,3758,5298,2251,2237,2165,2091,2025,1907,1824,1692,1682,1612,1435,1311
ISL,131,176,172,177,191,196,228,259,242,230,211,216,222,222,
IRL,,,,,,,,,,,,,1130,,1125
LVA,,,,1057,,,,1670,,,,1202,,,
LTU,1000,,1902,,,,,,,,,,1181,,
LUX,,,,,,,,100,,,,,,,
NLD,4000,6000,11000,12000,13000,11000,10000,10000,9000,12000,10000,9000,10000,10000,14000
NOR,,,,,,,,,6678,6862,6166,5915,5000,4000,5000
PRT,,2115,2115,2570,2570,2866,2866,2803,2803,2261,2261,,,,
SVN,,838,878,833,976,984,1012,1062,1135,1211,1245,1248,1303,1270,1286
SWE,,,,,,,11888,12765,13713,14281,14462,14556,14869,,
CHE,,4585,,,,,,,,,,6065,6643,6740,
TUR,,,,,,,7587,,,,,,,,
GBR,,,61000,,,,,38401,29633,30209,30540,35027,31817,,
# Series: NFJUNECE,,,,,,,,,,,,,,,
"# Name: Number of journalists, female",,,,,,,,,,,,,,,
"# Definition: Number of journalists, female",,,,,,,,,,,,,,,
# Source: United Nations Economic Commission for Europe (UNECE),,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,
