ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AFG,,,,,,,,,,,,,39.085,,,,,,
ALB,,,,,,63.915,66.368,,,,,,,,,,,,
DZA,54.719,54.485,52.464,,,,,,,,,,,,,,,,
AGO,,,,,,,,,,,,,,11.66,12.183,14.866,,,
ATG,,,,,,72.005,,,,,,,,,88.003,86.008,,71.977,
ARG,,,,71.895,,,,,,,,,,,77.965,79.671,81.495,,
ARM,,,,,,,,,,,,,84.564,79.034,83.099,81.677,77.504,76.497,
AUS,86.176,87.67,,,,,,86.63,85.323,85.095,83.472,82.79,82.75,82.928,84.251,84.588,85.157,84.786,
AZE,,,,,,,,,,,,87.444,87.018,87.635,86.653,86.956,87.125,87.617,
BHS,,,,,71.219,,,,,79.193,82.784,84.543,85.522,84.747,82.404,79.942,,,
BHR,89.799,,82.137,83.841,83.33,87.158,86.384,78.695,77.836,80.313,83.298,86.034,,84.971,86.813,90.093,94.514,84.302,
BGD,,,,41.531,43.497,43.95,44.041,44.698,44.356,42.733,40.694,41.521,42.41,,42.829,43.414,42.479,44.362,
BRB,,,,,93.32,90.5,85.672,84.995,85.767,86.148,86.852,86.01,84.736,82.22,79.364,81.556,83.779,,
BLR,,,,,,,,,,,,,,,,93.645,94.004,95.398,
BEL,98.825,96.929,,,,,,,,87.692,87.131,,,,,,,,
BLZ,,,,,53.45,56.857,58.031,,67.271,,65.378,64.928,64.942,64.19,64.905,64.842,66.853,70.244,
BEN,,,,,,23.75,25.363,,,,,,,,,,,,
BTN,,,,19.233,20.979,23.202,24.627,,,,34.484,37.224,,45.145,45.795,49.799,50.002,52.877,
BOL,,,,,,,,,,,,69.843,68.225,66.864,67.458,67.815,67.686,,
BWA,36.391,,,54.094,48.762,49.665,48.917,49.651,51.088,51.593,52.55,54.55,54.487,56.37,,,,,
BRN,,,,,,,,,,,84.185,87.052,86.625,87.142,89.084,,92.542,94.491,
BGR,,,,85.184,85.629,87.054,87.755,88.44,85.955,87.428,88.119,87.748,87.092,86.352,85.234,85.209,86.129,86.058,
BFA,,,,,10.773,,9.587,,11.245,12.487,13.315,14.207,14.962,16.974,18.127,18.501,20.446,21.532,
BDI,,,,,,,,,,,,,,,14.542,16.909,18.591,19.625,
KHM,,,,20.996,18.892,19.605,20.863,27.382,31.851,31.238,,34.239,37.832,39.79,,,,,
CPV,,,,,,,,54.965,54.483,54.066,57.437,58.195,59.597,,,,,64.326,
CAF,,,,,,,,,,,,,,,13.641,,18.371,18.357,
TCD,,,,9.302,10.742,10.975,12.506,14.07,15.752,,,,,,,,,,
CHL,,,,,,,,,,,,,83.283,82.658,80.809,82.403,83.047,82.307,
COL,,,,,,,,,,54.658,59.991,63.786,66.48,67.771,70.43,71.358,72.963,70.774,
CRI,,,,,,,,,,,,,,,,,70.866,70.623,
HRV,,,,,81.01,81.874,83.056,84.53,86.277,,89.05,,,91.405,93.491,90.876,91.861,92.329,
CUB,,,,,71.542,78.623,80.179,82.094,84.635,82.917,83.545,84.081,83.682,83.088,81.592,85.455,86.358,86.034,
CYP,88.591,88.412,87.62,,86.151,86.718,87.292,90.301,91.351,91.536,92.975,93.04,93.955,94.947,94.645,88.054,88.791,90.75,
