ISO,2010
ARG,251
AUS,121
BGD,259
BRA,467
BGR,190
CMR,23
CAN,3779
CHL,364
CHN,1019
CRI,43
COD,327
DNK,515
DOM,107
ECU,59
EGY,180
EST,72
ETH,199
FJI,17
FIN,506
FRA,414
DEU,762
GHA,44
HUN,130
IND,1454
ISR,374
JAM,12
JPN,768
JOR,162
KEN,80
LBN,113
LTU,84
MDG,36
MWI,155
MUS,28
MEX,225
MAR,34
MOZ,12
NAM,21
NZL,90
NGA,163
NOR,559
PAK,425
PER,352
PHL,91
POL,563
KOR,401
ROU,76
RUS,33
ZAF,408
ESP,1764
SWE,572
UGA,59
UKR,72
GBR,1994
USA,746
VEN,137
ZMB,11
ZWE,19
# Series: TMNCSLPR,
"# Name: Total men in news company positions, senior level professional",
"# Definition: Total men in news company positions, senior level professional",
# Source: International Women’s Media Foundation (IWMF),
# Data from the No Ceilings project: http://noceilings.org,
"# For more about the data, please visit http://noceilings.org/data",
