ISO,1990,1995,2000,2005,2010
AFG,187.39,194.61,209.14,213.35,205.34
ALB,160.71,164.92,176.78,169.16,157.37
DZA,128.37,123.02,116.15,106.28,95.55
AND,64.55,57.93,51.97,47.11,42.19
AGO,134.49,126.18,126.66,114.81,114.48
ATG,126.93,107.8,78.23,67.2,66.99
ARG,114.31,99.16,83.66,71.85,64.86
ARM,126.18,144.95,130.69,122.83,113.32
AUS,59.13,49.97,40.14,32.1,28.93
AUT,88.72,73.7,63.4,44.57,36.61
AZE,147.8,141.99,122.1,128.49,119.17
BHS,114.99,87.53,60.84,49.3,49.9
BHR,70.24,64.85,58.67,49.35,36.08
BGD,62.84,82.43,82.42,53.52,54.84
BRB,105.5,90.17,64.67,55.33,52.67
BLR,150.73,183.31,186.55,177.09,158.04
BEL,75.57,61.95,55.15,42.19,38.66
BLZ,94.98,99.07,97.92,76.14,71.71
BEN,99.21,91.88,101.83,103.18,106.57
BTN,51.12,58.7,56.74,54.9,52.91
BOL,102.89,91.38,83.78,75.8,71.03
BIH,204.67,226.13,173.65,150.11,126.87
BWA,86.67,76.35,68.56,58.5,63.11
BRA,137.02,126.15,106.71,96.92,90.85
BRN,99.4,99.4,88.58,74.68,69.97
BGR,236.84,231.47,210.32,199.3,184.65
BFA,59.37,55.31,66.28,92.88,123.05
BDI,192.9,180.49,165.34,168.18,167.79
KHM,164.55,159.28,164.17,170.87,163.6
CMR,95.59,85.33,90.07,90.22,95.83
CAN,49.1,43.34,36.01,28.45,25.42
CPV,156.2,151.86,145.52,136.54,126.66
CAF,160.07,149.51,142.74,141.54,152.4
TCD,89.08,79.3,88.33,88.44,90.42
CHL,112.31,83.75,69.64,61.2,53.07
CHN,181.9,186.14,182.75,170.71,153.1
COL,77.46,73.35,65.43,58.24,56.28
COM,191.55,171.97,152.16,152.95,158.35
COG,154.38,155.98,144.5,140.41,150.22
CRI,50.95,47.26,40.2,37.26,34.26
CIV,117.35,112.92,128.15,132.26,137.53
HRV,176.29,154.18,137.09,127.23,104.41
CUB,75.47,81.54,74.12,68.97,64.62
CYP,74.7,71.38,65.06,51.32,44.37
CZE,196.18,163.29,145.06,113.63,93.92
PRK,169.87,167.51,175.32,176.99,175.84
COD,104.15,102.44,108.07,116.8,129.17
DNK,74.68,70.63,62.08,53.11,46.19
DJI,141.94,132.93,121.24,118.46,113.99
DMA,80.93,73.28,57.78,63.46,67.59
DOM,109.56,102.66,101.92,103.34,103.21
ECU,74.78,65.6,56.7,48.96,46.66
EGY,159,152.65,149.05,151.94,145.91
SLV,73.32,61.31,42.59,38.6,35.63
GNQ,156.24,139.5,120.03,101.48,92.93
ERI,164.57,144.68,129.71,128.63,133.9
EST,176.67,194.55,161.54,128.28,91.84
ETH,117.26,107.23,93.23,89.91,89.86
FJI,288.46,292.58,264.32,173.2,135.6
FIN,85.27,72.1,60.39,49.46,41.75
FRA,59.08,48.72,44.57,34.09,30.78
GAB,133.89,132.36,128.46,127.3,129.84
GMB,125.28,109.81,114.13,115.24,110.93
GEO,216.36,204.95,190.63,186.13,192.65
DEU,78.26,68.93,57.55,41.5,33.69
GHA,68.14,62.85,129.07,115.02,111.74
GRC,113.36,110.2,113.13,94.36,76.33
GRD,154.39,131.36,118.07,119,108.31
GTM,52.85,58.69,58.45,48.54,44.78
GIN,92.58,82.53,88.68,90.52,98.17
GNB,104.52,90.45,97.85,108.83,112.67
GUY,261.79,235.14,196.02,204.69,205.22
HTI,230.34,210.07,200.94,201.86,205.15
HND,102.94,100.89,97.46,93.72,89.82
HUN,196.73,176.56,155.63,130.41,109.16
ISL,56.72,54.67,41.38,34.07,31.02
IND,86.89,90.53,92.25,95.71,89.98
IDN,171.95,167.71,191.36,205.43,201.05
IRN,110.23,105.28,97.1,86.8,82.31
IRQ,117.92,118.5,116.39,117.1,115.77
IRL,73.12,64.32,56.27,40.04,34.78
ISR,60.22,59.76,49.51,38.21,31.64
ITA,87.65,72.74,63.69,48.76,42.14
JAM,120.26,104.14,97.01,94.34,104.41
JPN,82.53,77.73,68,57.81,52.46
JOR,136.46,121.6,100.22,84.99,76.81
KAZ,208.34,260.83,263.83,267.22,212.64
KEN,106.68,92.95,78.81,81.81,87.59
KIR,262.73,280.44,309.87,282.1,258.18
KWT,61.08,62.49,57.75,61.4,64.83
KGZ,226.16,278.47,247.71,244.98,229.81
LAO,162.06,159.28,164.64,166.04,159.38
LVA,208.38,247.53,209.68,197.28,138.91
LBN,60.45,52.16,44.82,39.23,35.98
LSO,156.19,159.1,158.55,167.41,157.08
LBR,74.57,69.76,72.97,72.52,79.39
LBY,110.32,101.54,103.68,107.62,106.68
LTU,109.79,134.25,114.4,117.04,92.05
LUX,106.11,83.06,70.02,50.91,39.61
MKD,268.45,264.26,253.49,242.31,216.58
MDG,231.62,229.61,211.89,201.69,197.69
MWI,157.33,157.22,159.42,156.84,149.18
MYS,107.55,102.24,94.65,89.4,87.3
MDV,91.44,87.78,73.51,62.16,67.73
