ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,41.9497,,44.3949,,43.9561,41.168,43.706,45.0266,46.4404,51.7927,55.6947,57.4622,60.2202,64.3333,
DZA,,2.42409,2.69649,3.3853,,3.93225,4.55841,5.89804,24.1546,,30.9601,72.7136,72.5181,72.9939,,
AGO,,,,,,,,,,,64.6311,64.4014,64.4838,77.1624,,
ATG,,,,,,,,,,69.1244,69.9605,,,63.385,68.8223,
ARG,56.5846,56.9665,60.3503,60.9197,61.6972,61.969,64.0724,66.3093,67.1501,69.4061,72.6969,74.1961,75.0585,74.624,,
AUS,,,,50.8163,49.271,61.8197,62.8511,59.7967,59.1151,48.9281,50.0835,49.9582,50.641,,,
AZE,,12.789,14.3032,15.5395,16.6199,17.4828,18.2864,20.0964,21.0448,21.1344,20.5808,20.2623,21.3462,22.3286,20.9219,
BHS,,11.9299,,,23.807,,,,,,,,,,,
BHR,,31.2976,30.7025,30.866,32.1074,33.7918,37.731,36.7559,36.511,,42.6322,46.9827,48.7089,50.2147,49.3779,
BGD,,,,,,10.6873,10.0909,,,,,11.2017,12.9676,23.2841,,
BRB,,69.7174,67.6915,66.9653,77.7933,77.1899,76.4915,81.32,82.2595,78.9076,78.451,70.0056,73.6768,72.5396,,
BLR,,74.2574,76.9083,,81.7093,83.0367,85.684,90.0068,91.9496,91.406,89.9266,89.2104,90.6881,93.3092,95.9261,
BEL,,94.271,94.5405,96.7305,98.4743,99.0181,99.41,99.4898,99.4263,99.474,98.9615,98.6812,99.241,99.3835,99.3603,
BLZ,,26.5907,26.4536,27.2863,,26.9933,24.4282,31.4993,33.8004,33.9061,38.6674,40.3443,43.7834,43.565,45.3587,
BEN,,2.59936,3.92351,,,2.88403,2.79069,3.45187,,,,,,9.24024,9.69161,
BTN,0.96015,0.78583,1.10383,,,,,,,,,,,,,
BOL,31.9877,32.2391,35.2685,35.8233,37.3755,38.419,40.2424,,40.7418,38.7131,32.8029,39.4688,41.3308,46.4964,,
BIH,,,,,,,,,,,,,10.2877,10.4911,11.5142,
BWA,,,,,,,,11.0521,12.4171,13.1025,14.257,15.0847,,,,
BRN,,,,,,,,71.5625,66.6908,63.5484,61.908,65.25,63.8327,64.4571,63.9231,
BGR,,65.0046,66.9429,66.1564,67.677,70.5536,72.6578,75.7495,78.5447,78.4652,78.0225,78.6986,80.0072,81.6294,82.3304,
BFA,,,,,,,,,,,,2.06568,,2.8771,,
BDI,,,,,,,,,,,,6.26398,5.34922,4.19387,4.51449,
KHM,,,5.42582,7.15932,8.10311,8.81307,10.101,10.9373,11.8165,13.4214,13.3865,,12.9244,12.3849,14.5286,
CMR,,,,,,,,,,13.0014,15.8628,16.9109,18.2437,19.2722,21.5773,
CAN,65.4886,63.3175,63.103,,,,,,,,70.0226,71.5559,70.8604,71.1511,,
CPV,,,,52.4229,53.0308,55.2356,56.0993,57.5038,57.516,59.705,63.5649,66.6815,65.727,69.844,70.1139,
CAF,,,,,,1.79749,,,,,3.89042,4.11318,,5.73046,,
TCD,,,,,,,,,,,,,1.51696,1.50801,1.27888,
CHL,,,,,,,,,,68.9157,67.898,69.3375,80.6658,81.9806,84.8527,
COL,33.7032,35.0192,36.1642,35.771,36.2816,,36.3689,37.6489,35.9217,33.6726,43.5749,46.3768,44.4359,44.6949,,
COM,,2.46439,,,,,,,,,,,,,,
COG,,2.79761,3.48567,3.54742,5.40404,6.29467,7.19027,7.4328,8.86195,9.67241,11.0434,11.7482,12.1808,10.9332,12.949,
CRI,,,,,,,,,,,,,,71.4223,72.6726,
CIV,,,2.65357,2.80099,2.9332,3.10383,,,,,,3.62228,,,,
HRV,,39.99,42.0889,41.5967,42.3048,43.3121,,45.5844,46.5156,49.1843,53.3584,57.89,61.4305,62.8117,62.1355,
CUB,,95.7181,93.8725,96.7251,97.9941,98.1579,98.7959,99.1035,99.2921,99.0145,97.0446,93.684,90.6114,90.1482,93.8744,
CYP,,54.2377,53.6647,55.841,55.4104,56.2388,57.0458,59.8164,70.4689,70.0277,72.8183,72.5834,70.676,71.0965,69.0534,
COD,,,,0.82845,1.36368,,,,,,,,,4.06761,,
DNK,,88.7496,89.2725,89.0018,89.0829,,92.5438,92.3976,93.1115,92.807,92.4797,93.3113,95.4593,95.8049,97.9382,
DJI,,0.41326,0.55709,0.52005,0.61369,,1.61403,,1.583,2.40851,2.39547,2.28235,,3.76228,3.2051,
DMA,,82.0247,,84.9486,,,,,,,,,82.1065,,,
DOM,,27.9861,29.5466,,26.7242,27.601,27.0436,29.4757,30.0295,29.6165,31.113,31.8888,35.6183,36.0284,37.7042,
