ISO,1990,1995,2000,2005,2010
AFG,5.64,30.47,63.92,107.49,157.28
ALB,91.88,152.48,120.53,143.21,107.72
DZA,3.56,24.76,61.37,148.36,177
AND,,0,0,,
AGO,957.08,1812.51,2967.45,4273.44,4046.23
ATG,611.72,924.7,794.95,747.15,675.82
ARG,149.6,441.86,443.73,337.84,323.14
ARM,44.91,90.93,189.15,313.95,387.44
AUS,212.91,250.2,75.71,52.61,57.6
AUT,91.59,144.32,63.69,62.5,66.06
AZE,4.03,14.81,40.48,95.66,139.72
BHS,2976.87,7256.32,7935.47,6260.45,5382.81
BHR,54.62,78.69,139.92,193.69,228.38
BGD,,0.01,0.89,5.53,11.99
BRB,1349.4,2546.31,1785.27,999.48,1034.72
BLR,36.06,78.61,130.56,211.82,173.52
BEL,88.96,146.55,72.01,64.32,64.17
BLZ,1196.23,2316.02,4098.38,4688.95,4277.42
BEN,3614.39,3978.67,4490.63,3667.26,1808.09
BTN,0.9,2.15,11.18,98.13,334.54
BOL,89.11,476.77,1200.65,1520.79,1346.86
BIH,70.61,106.69,71.11,79.68,86.26
BWA,8093.31,21143.4,37404.5,31221.3,11848
BRA,884.39,1222,725.41,618.36,622.88
BRN,83.7,101.64,93.94,76.13,84.33
BGR,5.47,17.27,52.03,118.17,176.84
BFA,7724.31,8059.1,6652.56,4346.65,2231.66
BDI,7281.5,13039.2,14208.1,11100,6852.74
KHM,159.47,1610.09,3615.13,2981.57,684.19
CMR,2556.62,6023.91,9401.49,10736.2,8367.68
CAN,362.84,443.24,147.78,125.91,147.5
CPV,2060,2542.35,2561.8,2366.01,1596.59
CAF,2294.26,5704.11,10179.3,14310.3,14644.6
TCD,1506.87,3377.24,5628.58,6706.17,4551.79
CHL,92.69,213.87,252.19,226.86,316.93
CHN,1.75,12.45,67.06,128.73,166.4
COL,88.18,421.69,1495.87,1808.98,1604.65
COM,0.2,0.21,0.2,0.28,3.08
COG,8252.14,11802.2,11000.3,9710.96,6345.62
CRI,144.7,349.65,357.13,262.96,284.11
CIV,7367.93,12854.1,14723.8,12917.1,6954.07
HRV,5.26,18.52,25.15,33.11,32.49
CUB,60.82,103.4,116.83,93.76,240.81
CYP,171.99,293.97,156.5,137.26,114.71
CZE,3.44,11.76,15.24,14.1,12.66
PRK,0.08,9.71,29.29,44.1,49.74
COD,3328.83,4029.57,4496.37,4815.39,4769.08
DNK,244.07,332.53,120.23,98.46,88.32
DJI,450.51,2284.83,5463.99,7028.73,5736.29
DMA,1460.66,1781.63,1454.18,967.79,807.56
