ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,3228,3317,,3938,4222,,,,,,,18694,20522,
DZA,,,,,,,,54580,54053,,,,56638,,,
AND,,,,,62,66,41,53,54,,56,,,,82,
AGO,,583,,,934,,,,,,,,,,,
ATG,,,,,,,,,,,,91,72,59,113,
ARG,,,,,,263742,,261857,281451,288437,298259,311168,327484,348063,,
AUS,117598,112861,112520,112508,131592,136379,138043,148218,160289,174796,186043,209016,231194,250449,,
AUT,,26886,,,,21332,22874,23075,23704,20580,27340,27337,27640,27406,,
AZE,,,,,,,,,,,13439,13952,14001,14074,14393,
BHR,,,,,,1410,,1426,1282,,,,,,,
BGD,,,,36171,114179,18389,19418,21562,,25053,39952,40045,,45125,,
BRB,,,,,,,,,,,,,175,806,,
BLR,,,,,,,,23618,21793,22828,26770,29682,32358,34579,36296,
BEL,,,68330,66241,66317,64114,69311,64994,87314,76209,79326,83680,95259,103339,,
BEN,,,,,,,,,,,,2143,,2484,,
BTN,,,,,,,,,,,,,314,355,,
BOL,,,53622,,,,,,,,,,,,,
BIH,,,,,,,,,,,,,,14458,15027,
BRA,,,,,424383,483997,556505,622464,,764864,888511,878134,893891,,,
BRN,,479,455,502,,561,522,440,344,383,480,543,395,337,377,
BGR,,20048,16706,15079,13850,13079,13519,14268,15506,16115,17147,18395,19686,20848,,
BFA,,,,,,,,,2485,3023,2728,2943,2564,2917,3701,
BDI,,,,,672,,,,,,,,,,,
KHM,,,,949,930,,1370,,,,,,,,,
CMR,,,,,,,1110,,1546,2325,3488,4027,5111,3464,,
CAN,101591,,,,,,,,,,,,,,,
CPV,,,,,,,,,,,165,548,1339,687,703,
CAF,,,,,,,,,,,,,1215,931,,
CHL,,,,,41282,49011,71113,91602,97831,117187,139952,163970,199971,227111,246991,
COL,,,,87870,,,108664,106423,111850,125740,115425,121360,135993,165977,164867,
COM,,,,,,139,,,,,,,,,213,
COG,,,,362,460,,,,,,,,,,,
CRI,,,,,,,12071,,,,,,,,,
CIV,,,,,,,,,,9899,,9061,9217,,,
HRV,,7048,,7675,9572,9288,,10035,10307,9785,10252,10142,11836,13849,,
CUB,,,,,,,,,,200758,241279,261093,245143,200039,162747,
CYP,,646,636,578,629,751,879,947,1364,1355,1660,2087,2288,2436,,
CZE,,28058,31602,32446,34072,37218,31515,32950,40843,43297,40539,42696,45498,47942,,
COD,,,,,,,,,,,,,,96043,136823,
DNK,,43455,45357,44681,48474,50226,50361,51166,50789,51045,49618,50695,50816,,,
ECU,,,,,,,,,,,60654,,,,,
SLV,,,,,16085,17267,,18578,19937,21740,22991,23721,25338,27994,30451,
ERI,,,,,,,299,,,,,1146,,,,
EST,,3654,4760,5663,4148,6193,6028,5954,5822,5716,5571,5691,6265,,,
ETH,,3494,3995,4943,5007,6837,9062,11802,,,22384,,36327,,,
FIN,37584,38363,38274,38106,37365,36790,38258,39567,41174,42376,44115,45257,47307,49908,,
FRA,,,,,,,,,313142,329088,337489,346011,358075,362233,,
GMB,,,,,,,231,,,,,,,,,
GEO,,15236,14917,12861,13107,12415,12723,14593,13700,12883,,12025,12265,,11624,
DEU,,,334182,329339,329622,334805,,,,,,,,474046,,
GHA,,,,,,,,,,,5700,9344,,9006,14043,
GRC,,,,,36756,,41110,44716,,57804,,,50191,,,
GRD,,,,,,,,,,,,3843,,,,
GIN,,,,,,,1592,,3328,,9235,6402,,,,
GUY,,,,,,,381,,364,717,344,,1142,1029,1170,
HND,,,,,,10401,,,,,,,20398,,22971,
HUN,,22247,24643,26097,26287,28614,33305,33329,35814,38066,36969,36141,36177,36045,,
ISL,1263,1334,1383,1383,1439,1566,1788,1912,1955,2004,2098,2138,2375,2510,,
IDN,,,,,,,,,,,,,,210620,,
IRN,,,,,,,143319,138108,135156,135545,217355,156208,162246,173466,189112,
IRQ,,,,,,,33278,,,,,,,,,
IRL,8468,,,,,,,,,,27867,28482,29736,31124,,
ISR,,11588,12256,7082,17545,19222,18948,20326,22386,24407,23752,23172,24696,,,
ITA,,179006,192177,201382,216317,223735,239381,251061,254206,262897,,,,257943,,
JAM,,,,,,,,,,,,,,1411,,
JPN,389283,400168,407060,421088,431755,444079,459340,478656,496528,504816,507772,505064,507738,530195,,
JOR,,,,,,17821,17821,24707,28177,32868,34004,35842,20990,16439,,
KAZ,,,,,,,,,,,,,,,32470,
KEN,,,8422,8948,,,,,,,,,,,,
KGZ,,,,6310,5447,5486,5601,6472,7609,7429,15453,16498,15976,16465,,
LAO,,,,,,,,,,1441,2009,2984,3648,1276,4144,
LVA,,3903,3843,4487,3940,4168,4329,6188,6793,8146,8784,9028,9174,10590,,
LBN,,,7478,8813,10030,11278,13083,14954,16406,17012,18345,19535,19545,21489,21567,
LSO,,,,,,,,86,,,,,,,,
LBR,,10445,11262,,,,,,,,,,2531,,3510,
LBY,,,49373,,,,,,,,,,,,,
LIE,,,,,,,,,,14,33,19,41,32,,
LTU,,9400,10222,10541,12621,15367,17265,17305,18245,16841,17556,17961,17806,18051,,
LUX,,,,,,,,,11,,33,,244,,,
MKD,,3025,3467,3388,4186,4401,4389,4465,4941,5244,6218,6337,5853,6963,,
MDG,,,,,,,,3028,3509,4060,4874,5523,5987,7930,7452,
MWI,,356,,,,,,,,,,,,,,
