ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,3.82128,,,,3.93223,4.05239,,2.81416,2.23588,,,1.3492,1.19576,1.37017,0.9685,0.87221,0.79664,
DZA,8.88583,8.73393,10.4881,,11.8866,14.2123,12.529,11.7343,11.6059,11.7664,11.1754,11.9579,11.0471,7.798,10.8477,7.47223,7.44468,6.84485,
AND,,,,,,,,,,,,,2.93653,2.82725,2.45865,2.4273,2.01736,2.32446,
AGO,,,,,,,,,,,,,,9.53784,11.0894,10.8464,10.2974,,
ATG,,,,,,,,,,,,,2.06587,5.61322,6.0039,7.01084,4.81806,4.01799,
ARG,,5.56527,5.27327,5.4667,5.94717,6.15034,6.36038,6.0662,6.35216,6.46129,6.40593,6.55836,6.13122,5.72757,5.13695,4.65316,4.20372,,
ARM,,,0.15626,,,,0.11741,0.11774,0.09873,0.12475,0.15581,0.18683,0.17249,0.10259,0.2244,0.15714,0.10628,0.1661,
AUT,,,,1.41704,1.52813,,,1.22049,,1.24463,,,,,,,2.46069,2.4563,
AZE,0.33632,0.42624,0.45074,0.43286,0.4418,0.44934,0.39668,0.29391,0.33572,0.26557,0.29044,0.28513,0.28342,0.29696,0.27252,0.26539,0.28005,0.24213,
BHS,,,,,,,,,,,,,,,,3.52003,,,
BHR,5.23303,5.45873,,5.2864,3.84263,4.30777,4.24648,3.78252,,3.16173,2.79595,2.6705,,1.95274,1.87923,1.01107,1.15437,1.0144,
BGD,,,,,,,,,,,10.2469,10.938,,13.1548,13.2553,12.4609,9.36942,,
BLR,1.19441,1.07578,0.944,0.7646,0.52303,0.55992,0.37117,0.31766,0.24805,0.104,0.06902,0.05384,0.05035,0.04251,0.04722,0.03829,0.06246,0.02956,
BEL,,,,,,,,,,3.14639,,3.17955,3.16626,3.38939,3.29742,3.26227,3.14131,,
BLZ,10.3155,10.0288,,,9.65143,9.52041,9.83954,,9.4348,10.7886,11.5779,10.3579,9.40499,8.22403,8.1799,7.54416,8.24278,7.58884,
BEN,24.4574,25.1053,25.1542,23.7346,,19.9103,19.8758,21.583,19.9256,23.0749,16.7847,,,14.3024,,13.3882,10.8313,11.6081,
BTN,,,,13.0373,12.1075,13.1846,12.9314,,,10.085,7.47853,6.85449,6.59443,6.39303,6.60039,6.33239,5.73919,5.32308,
BOL,4.20705,5.94913,5.65682,6.54876,2.44422,3.2163,2.72971,2.07216,1.60399,,,0.8778,2.48922,0.77434,6.04282,5.77181,6.12056,,
BIH,,,,,,,,,,,,,,0.07696,0.06162,0.06561,0.05678,0.07142,
BWA,3.47665,3.28752,,3.09832,3.3094,3.39611,3.24176,3.1892,4.6886,4.59762,4.70882,4.66744,4.89901,4.55333,4.55385,,,,
BRN,7.84121,,,,,,,,,2.57212,2.25159,1.60569,2.0904,0.81773,0.54386,0.13118,0.14394,0.07017,
BGR,3.90631,3.54231,3.35001,3.30097,3.22326,3.12592,2.37017,2.50475,2.27196,2.26242,2.33607,2.31537,2.14923,1.81689,1.59498,0.61996,0.21993,,
BFA,16.2561,15.9549,,,17.7113,17.0328,17.6083,17.5254,15.0896,13.0391,11.9266,11.975,11.75,10.5157,10.5627,10.1225,,8.18048,
BDI,,,,,,25.227,24.5163,26.3348,26.4876,29.0749,30.4069,28.8355,31.9577,33.7536,32.3131,33.6932,36.22,33.0694,
KHM,30.4271,,27.0147,26.313,24.2012,,16.4836,9.56354,10.089,10.562,13.8421,12.6758,11.6487,11.2483,10.1523,8.84412,7.15669,5.84185,
CMR,,,,,26.65,26.6501,,25.1652,25.813,25.0874,25.9653,25.1101,20.0671,16.804,14.6786,13.1445,12.4956,12.3219,
CPV,,,,9.01751,,11.5817,11.8811,13.3661,13.4274,12.9601,15.5148,14.0384,12.8856,11.5939,10.3687,9.64939,10.5071,10.0084,
CAF,,,,,,,,,,30.5016,29.4992,28.1774,26.8178,25.6176,23.8033,20.6875,22.5968,22.7293,
TCD,34.51,32.8758,32.0166,30.6659,25.934,24.5633,25.5189,25.2578,23.8392,20.2303,22.4543,21.805,21.805,22.8262,22.8262,22.3558,21.6458,22.9946,
