ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AFG,,,,,,,,,0.538,0.543,,,,,1.437,,1.851,,
ALB,9.646,10.51,12.664,13.408,15.269,15.97,16.592,17.683,19.247,24.499,29.627,33.977,37.898,37.781,39.193,50.97,55.255,63.328,
DZA,,,,,,,,,,18.89,22.24,22.567,26.044,,33.78,34.085,35.962,37.707,
AGO,,,,0.534,0.462,,,0.684,,,,,,,,,4.068,,
ATG,,,,,,,,,,,,,,,19.837,22.676,18.587,31.147,
ARG,,,,,59.632,64.722,69.792,74.69,78.34,76.98,76.084,81.249,80.799,83.215,86.031,90.286,96.185,,
ARM,,,,,,38.679,37.459,40.728,41.737,44.505,46.712,50.294,53.683,57.041,60.131,62.604,63.195,57.681,
AUS,71.77,77.296,82.498,74.138,72.323,71.909,71.961,81.426,79.429,77.939,79.223,79.128,80.816,81.904,87.206,92.574,96.877,100.563,
AUT,43.679,46.949,49.716,53.27,56.303,59.236,59.991,49.434,49.183,50.13,51.103,53.374,55.6,60.784,65.765,74.254,76.626,79.032,
AZE,16.903,17.354,16.981,,,,,,,,,20.246,19.55,18.87,18.931,19.156,19.808,20.919,
BHS,22.131,,,,,,,,,,,,,,,,,,
BHR,20.814,22.362,,,27.749,,,,41.915,39.27,41.176,39.727,,,,46.541,49.214,46.848,
BGD,,,,,3.569,3.57,4.417,3.983,4.014,3.645,4.232,5.033,5.42,6.113,7.809,,10.728,,
BRB,,,,,49.082,61.44,59.854,,,,,,80.794,,101.402,92.983,88.082,,
BLR,,46.71,50.546,55.049,59.1,62.283,65.141,68.688,72.069,74.375,76.741,79.141,82.571,83.735,88.067,93.903,101.313,107.198,
BEL,54.804,57.182,,,60.515,60.911,62.394,63.774,65.071,67.316,68.342,69.3,68.563,69.222,72.126,75.224,77.362,79.682,
BLZ,,,,,,,18.614,21.032,19.599,18.659,19.68,21.358,22.804,24.081,28.974,28.18,28.916,32.515,
BEN,0.715,0.744,0.937,,1.262,1.438,1.746,,,,,,,,5.511,,5.253,,
BTN,,,,,2.012,,,,,,3.72,3.709,3.831,4.704,4.732,5.221,7.068,7.708,
BOL,,,,,,,,,,,,,34.37,,,,,,
BIH,,,,,,,,,,,32.666,34.778,37.966,40.608,41.456,41.593,42.993,43.317,
BWA,4.826,5.166,,,4.996,5.459,5.988,6.587,7.602,7.739,7.712,7.947,,,,,,,
BRN,,,,12.586,15.456,15.761,17.099,17.558,19.415,22.372,23.561,23.796,23.712,24.763,24.823,23.082,25.281,31.201,
BGR,45.131,52.076,54.167,53.784,55.153,52.337,49.806,45.416,45.194,45.426,47.641,50.599,54.956,58.651,62.048,66.371,67.703,70.508,
BFA,0.486,0.51,0.442,,0.458,,,0.722,0.723,,1.43,1.528,1.631,2.099,2.295,2.309,2.739,3.009,
BDI,,,,0.518,0.579,0.612,0.606,1.064,1.174,1.257,1.266,1.397,,,,2.171,,,
KHM,0.435,0.525,0.399,0.448,,1.223,1.274,1.4,,1.722,2.091,3.554,4.768,6.152,8.408,10.458,12.018,,
CMR,,,,,,,,3.931,3.959,3.934,4.599,5.658,6.333,6.9,7.888,9.879,10.08,,
CAN,97.21,96.584,,67.558,68.89,67.696,,,,,,,,,,,,,
CPV,,,,,,1.909,1.635,3.966,4.852,6.388,7.726,8.958,10.714,13.583,17.411,20.335,23.938,24.063,
CAF,,,,,0.605,0.602,,,,,,0.508,,1.21,1.506,1.268,,1.513,
TCD,,0.148,0.177,0.202,,0.25,0.249,,0.189,0.303,0.172,,,0.5,0.598,0.629,0.865,,
CHL,26.185,28.424,30.199,32.273,36.199,35.557,,38.916,41.477,41.576,46.601,46.463,52.307,55.628,60.788,68.314,73.907,78.612,
CHN,,,,,,,,,13.529,15.991,17.449,19.05,19.881,20.532,22.454,24.287,25.65,28.376,
COL,16.684,18.276,21.831,23.11,23.904,24.938,25.964,25.878,25.594,28.505,31.096,33.215,34.394,35.168,37.84,40.789,44.712,47.71,
COM,,,,,1.152,1.196,,,2.6,2.619,,,,,6.183,7.021,9.288,10.398,
COG,,,,,1.554,2.492,1.045,1.234,2.221,,,,,,2.264,,6.679,7.988,
CRI,,,,,,,,,,28.64,28.481,,,,,,50.055,52.531,
CIV,2.076,,3.478,,3.53,,,,,,,,6.396,,6.236,5.683,,3.917,
HRV,25.714,26.982,28.004,29.232,32.913,33.31,35.884,39.009,43.021,,48.99,50.736,53.012,56.321,56.624,64.149,68.807,71.323,
CUB,16.339,15.635,15.688,16.132,22.145,24.043,26.733,29.823,37.358,68.129,78.592,107.279,137.9,148.527,144.652,119.139,100.435,75.838,
CYP,19.057,22.499,23,,23.329,22.202,24.925,28.035,32.508,35.495,35.331,34.204,36.062,41.711,48.462,45.63,47.299,49.718,
CZE,20.401,20.742,23.215,23.487,25.955,28.877,30.748,36.193,38.624,46.328,52.683,55.857,61.172,66.237,70.608,74.066,76.182,75.706,
COD,,,,,,,,,,,,,2.362,2.998,3.204,,5.011,5.847,
DNK,48.007,52.543,,59.299,64.019,66.262,68.764,73.984,79.15,87.081,93.45,91.98,91.983,89.497,88.384,87.434,90.634,93.538,
DJI,,0.197,0.22,,0.257,0.252,0.58,0.911,1.05,1.433,1.951,2.043,2.231,2.209,2.797,2.778,3.963,,
DOM,,,25.833,,,,,,40.896,,,,,,,,,,
ECU,,,,,,,,,,,,,,41.694,,,,,
EGY,,,,,,,27.374,28.787,26.691,26.831,28.55,29.101,27.28,30.342,30.436,31.821,27.246,29.494,
SLV,20.876,20.075,,22.915,23.047,21.965,20.946,21.512,21.81,22.434,22.686,22.717,23.678,24.291,24.658,25.119,26.084,26.943,
GNQ,,,,,,2.014,,,,,,,,,,,,,
ERI,0.28,0.226,,0.24,0.298,0.307,0.36,0.335,,0.252,,,,,0.838,1.116,,,
EST,26.607,42.871,48.367,56.82,60.072,67.102,73.974,78.686,81.797,83.98,85.806,86.271,85.953,86.305,88.035,89.787,,93.231,
ETH,0.274,0.27,0.333,0.329,0.357,0.517,0.632,0.872,1.158,1.295,1.347,,,,,,,,
FJI,,,,,,,,,17.235,17.42,17.618,,,,,,,,
FIN,73.039,75.915,79.434,86.749,89.899,90.486,92.935,93.978,95.288,97.96,100.644,102.874,103.94,105.549,101.517,103.647,104.99,102.835,
FRA,54.861,58.016,60.642,62.104,62.761,62.565,61.358,59.683,60.38,60.088,60.105,60.138,59.598,59.442,60.162,62.484,63.53,65.108,
GAB,,,,,5.204,,6.646,,6.283,,,,,,,,,,
GMB,1.243,,,,0.459,,,,,0.427,,,,,0.895,1.761,2.57,,
GEO,50.298,43.884,45.173,,36.856,36.89,37.868,41.004,41.767,42.833,47.287,40.163,38.72,37.147,27.959,31.465,32.8,31.216,
DEU,39.213,41.555,43.542,,,,,,,,,,,,,,58.545,63.18,
GHA,,,,,,,,,,,3.99,3.445,4.339,5.06,6.545,,8.982,9.241,
GRC,37.804,40.541,43.845,46.917,48.855,53.42,62.946,71.679,77.944,86.947,96.503,100.963,95.929,,,,115.969,,
GRD,,,,,,,,,,,,,,,60.864,,,,
GTM,,,,,,,,7.978,,,,,17.857,,,,,,
GIN,,0.202,0.252,0.282,,,,,0.675,0.673,1.081,2.163,3.843,4.383,4.533,5.087,5.433,5.339,
GUY,7.989,8.62,11.181,,,,,,,13.379,14.576,15.263,15.305,12.627,13.984,16.429,17.211,17.785,
HND,,,,,15.887,16.565,17.164,19.953,19.866,19.935,,,,22.616,,21.984,,23.651,
HUN,23.55,26.767,28.574,33.272,36.079,39.655,44.553,50.423,60.615,70.349,77.595,80.639,80.139,76.261,71.575,69.689,67.922,67.616,
ISL,41.549,42.941,44.974,46.946,50.441,56.946,60.285,68.971,80.009,89.462,92.869,95.299,94.041,97.711,97.683,101.435,102.491,,
IND,3.999,4.722,4.938,,,7.492,7.875,8.432,8.718,8.948,9.03,9.821,10.977,,13.427,15.207,20.307,,
IDN,8.902,8.254,,,,14.127,12.438,13.918,14.426,14.976,,16.997,18.222,20.314,23.041,23.188,24.99,32.05,
IRN,,13.393,,,16.724,17.696,19.604,19.101,20.497,22.617,23.555,26.207,31.632,38.902,37.866,42.896,48.618,55.202,
IRQ,,,,,8.113,8.385,,8.88,,11.779,11.878,,,,,,,,
IRL,38.527,41.243,43.592,47.828,51.19,54.955,57.533,59.827,61.339,62.843,62.618,64.297,66.944,63.925,67.832,72.918,74.961,72.31,
ISR,,,,53.995,57.482,58.504,60.678,66.119,64.906,64.573,66.421,64.714,68.696,67.445,70.581,,75.164,,
ITA,43.357,44.577,50.284,54.069,53.217,54.996,59.055,62.435,66.267,70.684,74.051,76.815,77.603,77.03,77.126,75.761,75.414,73.692,
JAM,,,,,,19.809,23.714,25.899,,,,,,35.149,35.334,40.559,39.792,41.731,
JPN,35.878,,,41.192,42.684,44.833,45.896,46.884,48.378,50.303,51.659,53.412,54.032,54.058,54.165,54.727,56.559,58.227,
JOR,,20.131,23.061,,,30.433,,31.451,36.793,41.796,41.195,42.328,43.351,46.557,47.25,42.901,42.793,49.916,
KAZ,40.013,34.693,,,26.575,31.039,37.742,44.376,51.739,56.145,62.193,61.872,59.36,54.101,47.576,46.034,49.404,52.568,
KEN,,,,,,1.931,1.965,1.971,,2.194,2.216,,,,3.34,,,,
KWT,25.322,30.159,29.939,,30.658,,31.068,32.321,32.341,31.088,,,,,,,,,
KGZ,22.746,24.087,26.737,30.507,29.771,35.048,41.062,46.087,44.254,44.103,47.131,48.52,48.198,53.676,50.671,47.647,45.804,,
LAO,0.954,1.459,1.57,1.228,1.523,1.839,2.284,2.982,3.549,4.378,6.436,7.205,9.521,11.401,14.145,13.95,14.436,15.101,
LVA,,,40.831,51.511,63.669,72.955,79.594,84.812,91.015,98.076,101.69,102.135,101.931,101.717,99.849,90.452,83.957,79.227,
LBN,,27.854,,,38.869,40.67,46.355,48.241,46.51,44.91,45.29,44.851,48.105,50.269,49.136,48.623,49.792,47.84,
LSO,2.866,2.919,,,2.823,2.947,3.279,2.944,3.699,,4.252,4.359,,,,,,13.07,
