ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AFG,,,,,,,,,1.976,2.001,,,,,6.297,,5.57,,
ALB,8.545,9.077,9.925,10.609,10.794,11.411,11.241,11.594,12.207,15.403,19.442,23.743,25.999,27.254,27.552,36.842,40.846,48.088,
DZA,,,,,,,,,,17.496,17.375,17.949,18.659,,23.584,23.601,24.767,25.42,
AGO,,,,0.775,0.731,,,1.045,,,,,,,,,10.985,,
ATG,,,,,,,,,,,,,,,9.209,9.059,9.697,15.072,
ARG,,,,,36.36,41.657,47.012,50.057,51.707,54.03,52.202,53.311,53.04,54.56,56.886,59.815,61.568,,
ARM,,,,,,30.729,27.908,29.592,30.664,29.279,30.421,33.822,35.796,37.285,39.583,40.521,40.98,36.65,
AUS,68.707,72.752,76.979,60.641,59.076,58.395,58.667,66.887,64.819,63.415,63.581,62.185,62.578,62.346,64.784,67.797,70.406,72.84,
AUT,46.899,49.116,50.967,53.379,54.333,55.026,53.777,42.933,42.33,42.646,42.911,44.395,46.361,51.444,55.789,63.378,64.582,66.105,
AZE,18.724,17.774,17.425,,,,,,,,,19.336,19.176,19.227,19.184,19.362,19.491,19.977,
BHS,8.177,,,,,,,,,,,,,,,,,,
BHR,12.858,13.333,,,15.938,,,,17.777,14.54,11.69,10.812,,,,29.556,26.213,23.641,
BGD,,,,,7.254,7.231,8.332,8.17,8.234,7.646,8.142,9.105,9.83,11.036,13.077,,15.54,,
BRB,,,,,20.222,21.564,22.525,,,,,,34.503,,42.223,39.07,35.94,,
BLR,,39.906,39.902,43.478,45.345,46.945,48.786,50.201,52.083,53.72,56.034,57.513,58.311,57,59.872,64.908,70.98,76.602,
BEL,54.008,55.326,,,52.914,54.222,54.208,54.836,55.415,56.313,55.79,55.824,54.837,55.329,58.337,59.959,61.326,62.21,
BLZ,,,,,,,11.509,12.619,12.465,12.35,12.459,12.752,13.732,14.597,16.903,17.108,16.943,19.199,
BEN,3.499,3.411,4.126,,5.257,5.992,7.261,,,,,,,,14.232,,19.481,,
BTN,,,,,3.466,,,,,,5.556,6.048,6.768,8.067,7.735,8.722,10.367,11.128,
BOL,,,,,,,,,,,,,40.928,,,,,,
BIH,,,,,,,,,,,26.038,28.267,30.235,31.333,31.458,31.635,32.577,32.525,
BWA,5.299,5.693,,,5.413,5.724,6.073,6.448,7.413,7.051,6.827,6.924,,,,,,,
BRN,,,,6.958,8.405,9.343,11.076,11.213,11.303,11.848,11.838,11.898,12.441,12.24,13.921,12.494,14.545,17.931,
BGR,28.257,30.557,32.675,32.868,35.74,37.046,36.592,36.567,38.059,38.66,41.111,41.335,44.447,44.492,46.622,50.101,52.007,55.315,
BFA,1.707,1.595,1.493,,1.536,,,2.092,2.467,,3.169,3.337,3.575,4.242,4.747,4.82,5.519,6.072,
BDI,,,,1.311,1.426,1.721,1.663,2.478,2.552,3.33,3.37,3.248,,,,4.225,,,
KHM,2.368,2.899,2.205,1.964,,3.823,3.494,3.52,,3.806,4.564,7.619,9.716,11.992,15.029,17.661,19.589,,
CMR,,,,,,,,6.175,6.215,6.175,7.005,7.844,8.058,8.711,10.01,12.16,13.723,,
CAN,83.156,81.2,,51.27,51.524,50.512,,,,,,,,,,,,,
CPV,,,,,,1.854,1.58,3.784,4.237,5.591,7.163,7.912,8.525,10.404,12.908,15.728,17.444,17.284,
CAF,,,,,3.21,3.161,,,,,,1.788,,3.441,3.497,3.984,,4.198,
TCD,,0.978,1.021,1.256,,1.408,1.397,,1.648,2.098,2.655,,,3.392,3.441,3.6,3.622,,
CHL,30.436,33.323,34.558,36.843,39.6,38.769,,41.774,43.92,43.737,48.696,46.622,51.927,54.109,57.291,63.628,67.236,70.302,
CHN,,,,,,,,,16.322,17.98,19.175,19.956,20.046,19.87,21.245,22.44,23.129,25.19,
COL,15.947,16.675,19.308,23.008,21.555,22.915,23.64,23.892,23.571,26.431,28.756,30.553,31.57,35.565,36.099,37.245,40.826,42.402,
COM,,,,,1.528,1.638,,,3.37,3.393,,,,,8.724,9.502,10.92,12.421,
COG,,,,,5.801,7.933,7.658,6.523,5.527,,,,,,10.752,,11.441,12.731,
CRI,,,,,,,,,,22.799,22.65,,,,,,39.165,41.281,
CIV,6.214,,9.403,,9.687,,,,,,,,12.692,,11.788,10.999,,5.002,
HRV,25.856,27.467,26.268,27.923,28.28,28.769,31.231,33.916,36.286,,40.26,41.251,43.246,44.987,44.491,47.842,49.199,52.329,
CUB,11.189,10.146,9.961,10.043,18.748,20.121,23.613,24.047,28.004,39.502,45.841,66.062,75.229,88.807,86.466,72.132,61.21,49.76,
CYP,14.953,15.793,18.813,,18.688,16.891,18.26,22.274,31.448,36.21,31.202,32.645,36.287,43.529,55.582,50.872,45.811,42.168,
CZE,21.153,22.551,23.671,24.258,25.187,27.994,29.433,33.089,36.043,42.177,45.305,45.681,48.149,50.315,51.322,52.994,53.665,53.3,
COD,,,,,,,,,,,,,6.742,8.446,10.331,,11.227,10.611,
DNK,43.036,43.278,,45.905,47.963,48.532,51.558,53.364,56.191,62.074,67.704,66.502,65.601,62.374,60.722,60.344,63.6,66.286,
DJI,,0.222,0.277,,0.246,0.282,0.8,1.121,1.495,1.743,2.686,3.022,3.238,3.257,4.012,4.024,5.859,,
DOM,,,19.204,,,,,,25.769,,,,,,,,,,
ECU,,,,,,,,,,,,,,36.224,,,,,
EGY,,,,,,,34.803,35.634,31.209,33.722,34.604,33.72,36.284,32.914,34.22,35.058,30.208,30.599,
SLV,21.342,20.765,,19.534,19.642,19.299,18.511,19.012,19.551,19.759,19.588,19.556,20.186,20.813,21.217,21.661,22.928,23.947,
GNQ,,,,,,4.511,,,,,,,,,,,,,
ERI,1.821,1.754,,1.574,1.901,1.831,2.313,2.155,,1.669,,,,,2.582,2.95,,,
EST,24.229,37.577,40.889,40.209,42.464,45.981,47.291,47.574,49.341,50.155,51.724,51.667,52.427,50.983,51.352,54.486,,61,
ETH,1.062,1.115,1.291,1.38,1.552,1.875,2.339,2.456,3.485,3.906,4.244,,,,,,,,
FJI,,,,,,,,,14.381,14.562,14.758,,,,,,,,
FIN,62.189,65.197,67.823,72.139,73.44,74.73,76.285,76.332,79.237,81.755,83.422,84.127,84.427,84.975,82.44,84.894,85.612,84.996,
FRA,43.883,46.56,48.312,50.008,51.078,51.386,50.507,47.888,48.149,48.064,47.839,47.68,47.133,47.079,47.53,49.818,50.791,51.741,
GAB,,,,,9.252,,9.742,,10.719,,,,,,,,,,
GMB,2.297,,,,1.696,,,,,1.926,,,,,1.5,2.604,4.298,,
GEO,37.978,38.855,43.087,,34.537,38.701,39.983,41.568,43.863,41.647,45.922,35.795,34.995,30.916,22.524,25.107,27.388,24.646,
DEU,48.257,48.936,49.04,,,,,,,,,,,,,,54.598,60.189,
GHA,,,,,,,,,,,7.422,6.8,8.371,11.804,11.038,,15.178,15.13,
GRC,35.925,40.088,44.012,43.063,44.463,48.951,54.887,62.093,68.332,74.073,84.454,89.473,87.198,,,,112.117,,
GRD,,,,,,,,,,,,,,,44.845,,,,
GTM,,,,,,,,11.007,,,,,17.894,,,,,,
GIN,,2.106,2.093,2.119,,,,,3.62,3.603,4.672,7.879,11.757,13.394,13.473,15.392,15.349,14.446,
GUY,9.67,11.124,12.322,,,,,,,7.263,7.139,7.07,7.253,8.923,6.763,6.644,7.307,8.321,
HND,,,,,12.829,13.181,13.655,14.325,14.124,14.169,,,,14.928,,19.16,,17.227,
HUN,20.876,22.551,24.031,27.071,29.08,32.382,35.052,38.964,44.314,50.371,53.101,55.094,55.051,53.162,52.249,51.447,51.441,51.976,
ISL,29.64,29.054,30.797,30.327,29.886,34.267,35.23,39.401,44.696,47.881,48.576,50.862,50.409,51.686,52.157,56.335,60.118,,
IND,7.01,7.722,8.005,,,11.407,11.55,12.135,12.895,13.375,12.829,13.672,15.797,,19.138,21.007,25.992,,
IDN,14.056,15.105,,,,15.984,16.233,16.082,18.142,18.966,,18.819,18.567,22.353,24.438,26.589,29.435,30.975,
IRN,,22.759,,,21.12,20.632,20.863,19.109,19.266,20.859,22.193,24.263,28.205,33.933,35.792,43.263,49.038,55.127,
IRQ,,,,,14.835,15.431,,16.333,,19.706,19.86,,,,,,,,
IRL,37.913,38.534,39.283,41.464,43.15,45.277,46.097,47.099,47.255,49.681,50.261,51.317,53.77,54.101,58.991,68.226,71.938,70.17,
ISR,,,,40.048,39.921,40.981,43.447,48.013,49.059,48.799,50.098,50.891,52.574,52.188,54.425,,56.884,,
ITA,38.066,38.438,41.632,40.78,42.069,42.804,44.95,46.873,49.56,52.767,54.332,55.371,55.428,54.663,54.156,53.281,52.839,51.798,
JAM,,,,,,10.868,12.033,12.082,,,,,,15.689,15.446,17.775,17.141,20.354,
JPN,43.726,,,48.858,50.392,52.455,53.742,54.352,55.135,56.702,58.132,60.63,61.427,61.059,61.032,61.268,63.126,64.539,
JOR,,21.121,23.648,,,26.312,,30.292,32.745,37.183,38.288,37.408,39.096,42.145,43.073,38.049,37.173,43.399,
KAZ,31.891,28.077,,,23.289,26.39,31.513,35.348,38.746,40.637,43.851,44.093,42.303,38.759,33.975,32.958,34.981,36.638,
KEN,,,,,,3.562,3.664,3.671,,3.645,3.715,,,,4.754,,,,
KWT,15.214,18.617,16.205,,15.941,,16.811,16.386,15.197,14.78,,,,,,,,,
KGZ,18.2,19.938,22.044,26.327,28.573,34.561,39.319,40.491,37.314,37.29,37.962,38.554,37.488,39.576,37.9,36.643,36.91,,
LAO,2.351,3.334,3.555,2.837,3.146,3.506,3.884,5.3,6.303,7.096,9.133,10.705,13.251,14.759,17.808,18.18,19.684,18.311,
LVA,,,26.767,34.808,38.52,40.817,47.557,51.214,54.452,57.227,56.925,56.739,55.129,53.853,54.616,51.477,51.301,51.589,
LBN,,27.239,,,36.526,36.06,40.609,41.597,39.552,42.27,43.081,43.278,45.096,46.116,47.176,46.874,49.669,44.524,
LSO,2.118,2.217,,,1.503,1.717,1.792,2.035,2.244,,3.114,3.42,,,,,,8.652,
LBR,,,,,13.35,24.933,,,,,,,,,,12.089,,14.226,
LBY,,,,,55.603,50.739,53.638,56.482,58.061,,,,,,,,,,
LIE,,,,,,,,,29.805,35.747,,41.596,43.058,48.072,45.656,44.345,56.303,,
LTU,21.617,22.757,26.163,30.315,34.844,40.07,44.845,47.794,53.608,57.655,60.877,61.883,61.791,63.663,67.166,64.841,62.129,60.682,
LUX,,,,,,,9.442,,11.144,,,9.699,,10.763,,17.266,,,
MKD,16.667,16.883,17.443,17.871,19.019,19.701,20.928,23.403,23.375,23.461,25.028,24.504,30.881,35.697,35.761,34.265,37.259,35.067,
MDG,2.549,2.382,2.129,2.362,2.307,2.34,2.261,2.35,2.583,2.888,2.992,3.193,3.538,3.574,3.757,3.91,4.298,4.407,
MWI,0.808,0.8,,,0.428,0.472,,0.574,,0.651,0.636,0.683,0.674,,,0.886,0.987,,
MYS,,,,21.053,22.51,25.023,22.806,24.629,26.228,26.959,24.858,26.315,27.379,30.593,32.618,33.211,32.697,,
MDV,,,,,,,,,0.134,,,,8.78,12.41,,,,,
MLI,1.708,1.865,2.492,2.421,2.702,2.748,2.896,2.911,,,,,6.606,7.675,8.745,9.066,9.244,10.385,
MLT,21.707,21.731,20.484,22.602,21.011,18.06,20.378,19.135,23.753,21.565,25.759,24.021,26.202,25.287,29.074,31.303,33.885,35.634,
MHL,,,,,,,,14.239,,,,,,,,,,44.59,
