ISO,1998,2000,2001,2002,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,11.9,,
AND,,,,,,,30.1,,,,,,,
ARM,,,42.1,,,,,,,,,,,
AUS,,,,,,,,,,,,,46.5,
AUT,,,,,,,,,,,,,27,
AZE,,,,,,,,,,29.8,,,,
BHS,,19.1,,,,,,,,,,,,
BGD,,,4.2,,,,,,,,,,,
BRB,,15.7,,,,,,,,,,,,
BLR,,,,,,,,,,61.6,,,,
BEL,,,,,,,,,,,,32.2,,
BLZ,,,,,,,,,,,14,,,
BEN,,,,2.2,,,,,,,,,,
BTN,,,,,,13,,,,,,,,
BOL,,,,,,,,,,,,,25.6,
BIH,,,,,,,,,,,,9.8,,
BFA,,,,,,,,0.3,,,,,,
KHM,,,,,,,,,,2,,,,
CAN,,,,,,,,,,,,59.6,,
CHN,,,,,,,,,,,8.8,,,
CRI,,,,,,,,,,,,,20.9,
CUB,,,,9.4,,,,,,,,,,
CYP,,,,,,,,,,,,,35.7,
CZE,,,,,,,,,,,,,19,
DOM,,,,,,,,,,,,,10.8,
ECU,,,,,,,,,,,12.4,,,
ETH,,,,,,,,,,,,5.9,,
FJI,,,,,,,,15.3,,,,,,
FRA,,,,,,,,,,,,,26.1,
GEO,,,,48.3,,,,,,,,,,
DEU,,,,,,,,,,,,,31.8,
GHA,,,,,,,,,,,11.3,,,
GRC,,,,,,,,,,,26.8,,,
GTM,,,,,,,,,,,,,2.2,
GUY,,,,2.3,,,,,,,,,,
HND,,,,,,,,,,,,,7.1,
HUN,,,,,,,,,,,,,22.9,
ISL,,,,,,29.5,,,,,,,,
IRN,,,,,,,,,,,,,20,
IRL,,,,,,,,,,,,36,,
ISR,,,,,,,,,,,,,44.5,
ITA,,,,,,,,,,,,,13.5,
JOR,,,,,,,,,,,27.1,,,
KAZ,,,,,,,,56.6,,,,,,
KEN,,,,,,,,,,,7.8,,,
KWT,,,,,,,,,,,,,16.5,
KGZ,,,,,,,,,,27.2,,,,
LVA,,,,,,,,,,,,,35.7,
LSO,,,,,,,,,5.4,,,,,
LTU,,,,,,,,,,,,,49.7,
MKD,,,,12.2,,,,,,,,,,
MWI,0.5,,,,,,,,,,,,,
MYS,,,,,,,,,,,16.4,,,
MDV,,,,,,,3.9,,,,,,,
MLT,,,,,,,,,,,,,22.4,
MUS,,,,,,,,,,,,12.5,,
MNG,,,,,,,,,,,35.5,,,
NAM,,,5.3,,,,,,,,,,,
NLD,,,,,,,,,,,,,31.8,
NZL,,,,,,,,,,,,45,,
NOR,,,,,,,,,,,,34.3,,
OMN,,,,,,,,,19.9,,,,,
PAK,,,,,,,,,,,,7.4,,
PAN,,,,,,,,,,,22.7,,,
PHL,,,,,,,,,29.7,,,,,
POL,,,,,,,,,,,,,25.1,
PRT,,,,,,,,,,,,,15.7,
QAT,,,,,,,,,,,,,25.3,
MDA,,,,,,,,,,,,,54.9,
ROU,,,,,,,,,,,,,17.1,
RUS,,,,,,,,,,,65.5,,,
WSM,,,12.3,,,,,,,,,,,
SAU,,,,,,,,,,,,,,25.9
SGP,,,,,,,,,,,,,48.7,
ZAF,,,,,,,,,,,,,13.4,
ESP,,,,,,,,,,,,,27,
SUR,,,,,3.5,,,,,,,,,
SWE,,,,,,,,,,,,,34.7,
CHE,,,,,,,,,,,,,40.1,
SYR,,,,,,,,,,12.4,,,,
TJK,,19.8,,,,,,,,,,,,
THA,,,,,,,,,,,12.7,,,
TGO,,,,,,,,,,2.9,,,,
TON,,,,,,,,,,,,16.8,,
TTO,,,,,,,,,,43.7,,,,
UGA,,,,,,,,,,,8.2,,,
ARE,,,,,,22.6,,,,,,,,
GBR,,,,,,,,,,,,33.1,,
URY,,,,,,,,,,,,,10.9,
VNM,,,,,,,,,,12.1,,,,
ZWE,,,,9.1,,,,,,,,,,
# Series: EAPSTOIN,,,,,,,,,,,,,,
"# Name: Educational attainment (post-secondary) of the population aged 25 and older, total",,,,,,,,,,,,,,
# Definition: Number of students enrolled in each field over the total enrollment in tertiary education in a specific academic-year.,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,
