ISO,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,,,21.5,,,,,
ARM,,,,,,,19.6,,,,,19.8,,,,,20.1,,,
AZE,,,,,,,,,,,,,22,,,,,,,
BGD,,,,,,,,,,,14.2,,,14.3,,,,15,,
BEN,,,17.8,,,,,17.8,,,,,17.7,,,,,,18.2,
BOL,,,,,20.2,,,,,19.8,,,,,19.8,,,,,
BRA,,,20,,,,,,,,,,,,,,,,,
BFA,,,,,,,,,,17.4,,,,,,,17.4,,,
BDI,,,,,,,,,,,,,,,,,20.2,,,
KHM,,,,,,,20.1,,,,,20.4,,,,,20.2,,,
CMR,,,,,15.9,,,,,,15.8,,,,,,,16,,
TCD,,,,15.6,,,,,,,15.5,,,,,,,,,
COL,19.3,19.6,,,,,19.8,,,,,19.4,,,,,19.1,,,
COM,,,17.9,,,,,,,,,,,,,,,,19.1,
CIV,,,,,18,,,,,,,,,,,,,,19.1,
COD,,,,,,,,,,,,,,18.4,,,,,,18.5
DOM,,,16.8,,,17.6,,,17.3,,,,,17.2,,,,,,17.6
EGY,,,,,,,,,,,,17.8,,,18.3,,,,,
ERI,,16,,,,,,,17.1,,,,,,,,,,,
ETH,,,,,,,15.7,,,,,16.1,,,,,,16.3,,
GAB,,,,,,,,,,,,,,,,,,,20.2,
GHA,,,,,18.8,,,,,18.7,,,,,18.6,,,,,
GTM,,17.6,,,,17.6,,,,,,,,,,,,,,
GIN,,,,,,15.9,,,,,,15.6,,,,,,,16.1,
GUY,,,,,,,,,,,,,,,,18.9,,,,
HTI,,,,,,,19.6,,,,,,19.2,,,,,,20.5,
HND,,,,,,,,,,,,17.9,,,,,,18.2,,
IND,,,,,,,,,,,,,16.3,,,,,,,
IDN,,,,,,,,,,18.5,,,,18.7,,,,,19.1,
JOR,,,,,,,,,,,,,,22.2,,21.9,,,21.7,
KAZ,,20.8,,,,20.6,,,,,,,,,,,,,,
KEN,,,,,17.5,,,,,17.8,,,,,18.6,,,,,
KGZ,,,,19.9,,,,,,,,,,,,,,,20.1,
LSO,,,,,,,,,,,18.1,,,,,18.8,,,,
LBR,,,,,,,,,,,,,,18.1,,,,,,17.6
MDG,,,,17,,,,,,,17.6,,,,17.5,,,,,
MWI,,,,,,,17.8,,,,17.7,,,,,,17.6,,,
MDV,,,,,,,,,,,,,,,,18.2,,,,
MLI,,,15.8,,,,,16.1,,,,,16.4,,,,,,17.9,
MRT,,,,,,,16.2,,,,,,,,,,,,,
MAR,,,,,,,,,,19.5,,,,,,,,,,
MOZ,,,,16.2,,,,,,17,,,,,,,,18.9,,
NAM,,,,,,,24.1,,,,,,,,,,,,,
NPL,,,,,,,,,,,,,16.9,,,,,17,,
NER,,,,,15,,,,,,,,15.4,,,,,,15.5,
NGA,15.4,,,,,,,,,15,,,,,15.4,,,,,15.2
PAK,,,,,,,,,,,,,17.7,,,,,,17.8,
PHL,,,,,19.9,,,,,19.7,,,,,19.8,,,,,19.8
MDA,,,,,,,,,,,,19.8,,,,,,,,
RWA,,,,,,,20.4,,,,,20.3,,,,,21,,,
STP,,,,,,,,,,,,,,,18.3,,,,,
SEN,,,,16.1,,,,,,,,16.4,,,,,16.5,,,
SLE,,,,,,,,,,,,,,,16.6,,,,,17.2
ZAF,,,,,22.3,,,,,,,,,,,,,,,
SWZ,,,,,,,,,,,,,23.3,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,20.4,
TZA,,,17.9,,,,,,,,18.3,,,,,,18.3,,,
TLS,,,,,,,,,,,,,,,,20.9,,,,
TGO,,,,,18.3,,,,,,,,,,,,,,,
TUR,,,,,18.2,,,,,,,,,,,,,,,
TKM,,,,,,,21.6,,,,,,,,,,,,,
UGA,,16.8,,,,,17.2,,,,,,17.4,,,,,17.5,,
UKR,,,,,,,,,,,,,,20.3,,,,,,
UZB,,,19.6,,,,,,,,,,,,,,,,,
ZMB,,,17.2,,,,,,17.6,,,,,17.7,,,,,,
ZWE,,,,,,18.8,,,,,,18.5,,,,,18.7,,,
# Series: FEMAGELQ,,,,,,,,,,,,,,,,,,,,
"# Name: Median age at first marriage, female, lowest income quintile",,,,,,,,,,,,,,,,,,,,
"# Definition: The median age at first marriage is the median age of women at first marriage if subject throughout their lives to the age-specific marriage rates of first marriages only in a given year (ages 25-49), by household wealth index",,,,,,,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,,,,
