ISO,1990,1995,2000,2005,2010
AFG,20.23,20.92,20,16.73,12.44
ALB,1.27,1.36,1.4,0.88,0.69
DZA,9.46,8.88,8.05,5.65,3.84
AND,0.29,0.27,0.29,0.29,0.25
AGO,236.89,194.5,155.3,104.67,77.41
ATG,1.47,2.18,1.7,1.53,1.22
ARG,5.08,4.63,3.55,3.21,2.66
ARM,0.95,1.07,0.86,0.66,0.52
AUS,0.31,0.35,0.37,0.36,0.35
AUT,0.15,0.08,0.07,0.1,0.13
AZE,2.73,3.12,2.41,1.59,1.03
BHS,1.4,1.02,0.53,0.57,0.62
BHR,2.54,2.19,1.8,1.56,1.09
BGD,35.68,27.55,18.79,13.25,10.6
BRB,1.64,1.27,0.87,0.96,0.83
BLR,0.34,0.4,0.43,0.37,0.3
BEL,0.67,0.45,0.42,0.51,0.5
BLZ,3.38,3.42,3.52,2.73,2.55
BEN,59.32,52.23,49.51,37.19,30.84
BTN,33.21,22.86,14.98,10.55,7.7
BOL,18.77,14.36,10.7,8.42,7.36
BIH,0.79,1.09,0.54,0.38,0.29
BWA,4.28,3.55,2.88,1.44,0.96
BRA,4.87,4.72,5.06,4.43,3.78
BRN,1.18,1.25,1.1,0.93,0.93
BGR,0.35,0.35,0.57,0.61,0.57
BFA,33,34.11,35.77,32.64,32.51
BDI,109.41,104.38,98.8,86.89,69.68
KHM,32.99,25.93,20.48,13.14,9.85
CMR,37.92,41.13,40.24,31.03,26.73
CAN,0.64,0.59,0.6,0.55,0.57
CPV,17.23,15.42,12.67,9.77,7.17
CAF,178.84,192.98,207.46,203.22,194.86
TCD,81.51,75.57,81.16,69.49,63.6
CHL,2.43,2.24,2.71,2.79,2.6
CHN,1.33,1.25,1.04,0.85,0.73
COL,6.8,5.74,5.7,5.41,4.82
COM,61.45,52.73,49.88,44.96,42.61
COG,78.53,88.67,81.7,68.28,56.88
CRI,2.6,1.41,0.74,0.69,0.73
CIV,38.12,45.47,41.38,40.68,38.58
HRV,0.21,0.17,0.16,0.16,0.13
CUB,0.31,0.42,0.27,0.25,0.25
CYP,0.5,0.45,0.65,0.96,1.11
CZE,0.15,0.14,0.14,0.17,0.22
PRK,3.07,3477.69,2.09,1.73,1.58
COD,121,127.59,133.57,115.93,118.13
DNK,0.58,0.66,0.89,0.94,0.8
DJI,58.02,52.96,48.13,42.34,36.36
DMA,2.24,2.44,1.63,1.67,1.96
DOM,4.43,3.42,1.87,2.08,1.77
ECU,11.7,10.08,10.15,6.82,5.07
EGY,10.78,9.5,6.99,5.75,4.89
SLV,12.77,8.64,6.54,6.11,6.23
GNQ,176.8,142.96,90.84,55.91,41.43
ERI,127.99,88.84,83.49,67.6,65.29
EST,0.29,0.37,0.31,0.25,0.16
ETH,78.18,84.71,79.76,65.29,53.79
FJI,10.98,9.57,7.13,5.12,4.44
FIN,0.44,0.29,0.15,0.12,0.11
FRA,1.02,1.15,1.38,1.34,1.23
GAB,63.49,62.44,62.7,61.2,51.48
GMB,47.81,44.01,39.34,31.11,24.36
GEO,0.27,0.28,0.37,0.74,0.98
DEU,0.41,0.29,0.3,0.31,0.33
GHA,39.35,34.24,32.46,33.28,27.88
GRC,0.39,0.2,0.13,0.12,0.15
GRD,2.81,2.13,2.02,2.39,2.03
GTM,64.13,47.21,28.61,23.06,23.21
GIN,54.57,44.65,45.55,32.51,32.17
GNB,66.25,59.5,61.53,49.52,38.95
GUY,7.55,6.4,5.01,6.67,5.75
HTI,17.23,19.36,15.71,17.22,14.88
HND,14.55,14.12,11.79,9.39,8.82
HUN,0.12,0.16,0.2,0.25,0.27
ISL,0.22,0.25,0.27,0.27,0.3
IND,38.8,31.82,24.78,20.15,16.66
IDN,11.78,7.69,4.62,3.33,2.64
IRN,8.15,4.72,2.15,1.39,1.27
IRQ,3.87,4.27,3.8,3.65,3.34
IRL,0.47,0.48,0.5,0.44,0.36
ISR,0.92,0.78,1.02,1,0.93
ITA,0.29,0.34,0.45,0.51,0.5
JAM,3.37,2.67,1.83,1.54,1.55
JPN,0.42,0.52,0.61,0.64,0.61
JOR,1.45,1.22,1.15,0.92,0.84
KAZ,1.48,2.53,2.71,1.4,0.87
KEN,66.73,66.81,68.75,60.35,51.19
KIR,45.9,41.66,33.77,25.92,20.16
KWT,1.52,1.08,0.58,0.44,0.39
KGZ,1.21,1.36,1.12,0.84,0.77
LAO,39.78,28.99,22.47,17.52,13.06
LVA,0.13,0.19,0.2,0.25,0.22
LBN,2.07,1.37,1.23,1.12,0.88
LSO,9.21,8.55,8.65,9.48,9.65
LBR,57.09,45.19,42.07,30.29,35.26
LBY,2.66,1.79,2.05,2.18,2.03
LTU,0.14,0.16,0.14,0.15,0.12
LUX,0.25,0.29,0.48,0.59,0.47
MKD,0.37,0.26,0.18,0.14,0.12
MDG,88.85,70.87,54.93,50.04,46.6
MWI,78.44,72.09,71.58,62.16,49.7
MYS,2.36,1.61,0.81,0.52,0.55
MDV,13.22,7.19,5.58,3.29,2.59
MLI,73.09,66.39,64.55,43.76,39.55
MLT,0.35,0.26,0.24,0.3,0.34
MHL,18.71,16.17,14.55,12.05,9.47
MRT,42.2,39.59,41.6,33.84,27.17
MUS,14.89,4.65,2.65,2.61,3.27
MEX,16.61,12.86,10.54,8.49,7.37
FSM,33.8,25.91,18.54,15.04,13.53
MNG,4,3.81,3.25,2.7,2.26
MNE,0.47,0.59,0.79,0.76,0.65
MAR,19.39,15.75,11.3,8.12,6.44
MOZ,66.41,57.25,47.99,44.55,38.05
MMR,22.27,18.32,15.52,12.3,8.94
NAM,8.08,7.08,7.37,7.02,4.62
NPL,19.44,15.01,10.86,8.12,6.64
NLD,0.46,0.51,0.61,0.71,0.64
NZL,0.26,0.27,0.21,0.17,0.16
NIC,8.62,7.72,7,5.09,4.04
NER,110.95,100.36,90.08,65.39,61.48
NGA,53.13,49.46,41.84,31.37,28.7
NOR,0.28,0.24,0.31,0.36,0.4
OMN,18.85,16.07,13.71,12.13,8.26
PAK,12,10.79,8.85,7.38,6.41
PAN,8.18,8.01,5.86,4.34,3.75
PNG,42.81,38.14,31.62,27.21,22.12
PRY,3.18,2.48,3.17,3.96,4.07
PER,14.43,11.85,6.81,5.07,4.95
PHL,26,17.32,12.46,7.56,5.9
POL,1.31,1.14,0.55,0.41,0.35
PRT,0.57,0.48,0.45,0.48,0.57
QAT,1.05,1.29,1.36,1.12,0.79
KOR,1.41,1.02,0.71,0.37,0.31
MDA,0.33,0.37,0.15,0.11,0.11
ROU,0.79,0.86,0.45,0.29,0.27
RUS,0.39,0.52,0.53,0.46,0.32
RWA,84.8,106.34,72.72,39.87,28.09
LCA,3.11,2.39,1.28,1.2,1.11
VCT,5.83,5.5,4.02,3.7,2.79
WSM,10.08,9.09,6.74,5.26,4.46
STP,52.01,49.34,41.97,34.82,26.64
SAU,4.11,4.08,3.37,2.53,2.11
SEN,13.02,12.63,12.53,8.82,7.83
SRB,0.19,0.21,0.17,0.21,0.2
SYC,15.5,17.44,15.64,13.8,11.51
SLE,189.49,177.48,165.18,128.15,94.44
SGP,0.29,0.08,0.07,0.11,0.13
SVK,0.25,0.23,0.16,0.12,0.11
SVN,0.27,0.2,0.18,0.13,0.1
SLB,38.26,32.21,26.53,24.44,20.48
SOM,112.9,105.28,96.39,87.23,89.94
ZAF,8.14,6.28,5.06,2.7,1.72
ESP,0.42,0.43,0.45,0.47,0.44
LKA,14.25,8.87,7.04,5.48,4.35
SDN,61.26,53.6,45.65,40.27,31.37
SUR,2.5,3.08,2.21,1.54,1.23
SWZ,6.53,6.72,7.67,8.88,5.36
SWE,0.35,0.35,0.42,0.51,0.53
CHE,0.48,0.46,0.46,0.42,0.41
SYR,7.04,5.6,4.35,3.65,3
TJK,2.98,3.2,2.6,1.93,1.81
TZA,47.29,39.02,35.55,31.15,26.61
THA,2.64,1.91,1.8,1.13,0.92
TLS,25.4,19.07,17.2,11.82,9.55
TGO,44.78,44.37,39.98,38.53,33.91
TON,10.26,8.93,8.38,8.16,6.94
