ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ALB,,,,,,,,,,,94.7,,,98.1,,,
ARM,,,,,,90.4,,,,,94.1,,,,,99,
AZE,,,,,,,,,,,,71.6,,,,,
BGD,,87,,,92.5,,,,,93.4,,97.7,96.8,,,,
BLR,,,,,,,,,,,100,,,,,,
BLZ,,,,,,,,,,,,94.2,,,,,
BEN,,83.5,,,,,90.2,,,,,87.5,,,,,
BOL,,,,87.3,,,,,94,,,,,98.1,,,
BIH,,,,,,,,,,,,97.7,,,,,
BRA,,93.4,,,,,,,,,,,,,,,
BFA,,,,74.7,,,,,81.4,,,90.9,,,,,
BDI,,,,,,,,,,,90.6,,,,,,
KHM,,,,,,71.2,,,,,92.2,,,,,94.5,
CMR,,,,76,,,,,,85.8,,91.8,,,,,
CAF,,,,,,,,,,,,73.6,,,,,
TCD,,39.2,,,,,,,,40.2,,,,,,,
COL,95.7,,,,,92.9,,,,,97.5,,,,,97.2,
COM,,89.5,,,,,,,,,,,,,,,
COG,,,,,,,,,,,88.8,,,,,,
CIV,,,,79.6,,,,,,,,86.5,,,,,
CUB,,,,,,,,,,,,100,,,,,
COD,,,,,,,,,,,,,73.4,,,,
DJI,,,,,,,,,,,,88.5,,,,,
DOM,,90.4,,,91.7,,,93,,,,,93.5,,,,
EGY,94.4,,,,,99.3,,,,,97.8,,,99.2,,,
ETH,,,,,,48.3,,,,,63.8,,,,,,64.3
GAB,,,,,,88.1,,,,,,,,,,,
GMB,,,,,,,,,,,98.6,,,,,,
GEO,,,,,,,,,,,87.9,,,,,,
GHA,,,,87.2,,,,,92.6,,,93.4,,96.7,,,
GTM,78.4,,,93.1,,,,,,,,,,,,,
GIN,,,,,75,,,,,,80,,,,,,
GNB,,,,,,,,,,,,90.2,,,,,
GUY,,,,,,,,,,,,96.3,,,91.1,,
HTI,,,,,,70.4,,,,,75.6,,,,,,
HND,,,,,,,,,,,99,,,,,,
IND,,,,72.8,,,,,,,80.2,,,,,,
IDN,,,84.3,,,,,84.4,,,,,86.1,,,,
IRQ,,,,,,,,,,,,91.9,,,,,
JAM,,,,,,,,,,,98.7,,,,,,
JOR,,,23.8,,,,,28.7,,,,,90.9,,,,
KAZ,98.3,,,,89.4,,,,,,,99.1,,,,,
KEN,,,,95,,,,,86.6,,,,,94.6,,,
KGZ,,,98.1,,,,,,,,89.1,,,,,,
LAO,,,,,,,,,,,,62.4,,,,,
LSO,,,,,,,,,,95.1,,,,,95.5,,
LBR,,,,,,,,,,,,,74.5,,,,
MKD,,,,,,,,,,,96.5,,,,,,
MDG,,,64.2,,,,,,61.9,,,,,80.4,,,
MWI,,,,,,92.7,,,,90.7,,94.8,,,,96.6,
MDV,,,,,,,,,,,,,,,99.9,,
MLI,78.3,,,,,,69.3,,,,,79.1,,,,,
MRT,,,,,,,,,,,,,86.5,,,,
MNG,,,,,,,,,,,97.1,,,,,,
MNE,,,,,,,,,,,29.7,,,,,,
MAR,,,,,,,,,98.4,,,,,,,,
MOZ,,,82.6,,,,,,87.9,,,,,87.7,,,
NAM,,,,,,91.1,,,,,,96.6,,,,,
NPL,,74.3,,,,,86.1,,,,,94.9,,,,,96.9
NIC,,,95.6,,,,95.4,,,,,,,,,,
NER,,,,47.8,,,,,,,,65,,,,,
NGA,,,,,53.8,,,,46.5,,,,53.3,49.1,,,
PAK,,,,,,,,,,,,82.2,,,,,
PER,,94.7,,,,96.1,,,,96.7,,,,,,,
PHL,,,,89.5,,,,,90.2,,,,,94.3,,,
MDA,,,,,,,,,,,92,,,,,,
RWA,,,,,,96.1,,,,,95.6,,,,,99.5,
STP,,,,,,,,,,,,,,95.4,,,
SEN,,,,,,,,,,,92.6,,,,,93.9,
SRB,,,,,,,,,,,23.2,,,,,,
SLE,,,,,,,,,,,85.7,,,84.8,,,
SOM,,,,,,,,,,,,29.9,,,,,
ZAF,,,,96.9,,,,,,,,,,,,,
SWZ,,,,,,,,,,,,97.1,,,,,
SYR,,,,,,,,,,,,87.8,,,,,
TJK,,,,,,,,,,,85.7,,,,,,
TZA,,97.3,,,91.7,,,,,92,,,,,,97,
THA,,,,,,,,,,,97.9,,,,,,
TLS,,,,,,,,,,,,,,,77.8,,
TGO,,,,77.3,,,,,,,,89,,,,,
TUR,,,,89.3,,,,,89,,,,,,,,
UGA,85,,,,,79.6,,,,,,89.9,,,,,
UZB,,99.1,,,,,,,,,,99.9,,,,,
VUT,,,,,,,,,,,,,79.4,,,,
VNM,,,88,,,,,94.5,,,,94.8,,,,,
YEM,,,,,,,,,,,,68.8,,,,,
ZMB,,97.4,,,,,92.4,,,,,,92,,,,
ZWE,,,,,85.9,,,,,,72.6,,,,93.9,87.3,
ASE,,,,72.8,,,,,,,80.2,,,,,,
SAM,,,,72.8,,,,,,,80.2,,,,,,
SAE,,,,54.4872,,,,,,,59.8338,,,,,,
# Series: IBCGMAIN,,,,,,,,,,,,,,,,,
"# Name: BCG immunization, male",,,,,,,,,,,,,,,,,
# Definition: The percentage of one-year-olds who have received one dose of Bacille Calmette-Guérin (BCG) vaccine in a given year.,,,,,,,,,,,,,,,,,
# Source: WHO; aggregates MICS and DHS,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
