ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ALB,,,,,,,,,,,46.9,,,92,,,
ARM,,,,,,76.5,,,,,43.1,,,,,83.7,
AZE,,,,,,,,,,,,11.6,,,,,
BGD,,52.2,,,57.1,,,,,72.8,,84,82.5,,,,
BLR,,,,,,,,,,,88.5,,,,,,
BLZ,,,,,,,,,,,,34.2,,,,,
BEN,,57.2,,,,,58.2,,,,,48.4,,,,,
BOL,,,,25.2,,,,,51.7,,,,,66.3,,,
BIH,,,,,,,,,,,,78.8,,,,,
BRA,,72.2,,,,,,,,,,,,,,,
BFA,,,,28.9,,,,,45.8,,,67.3,,,,,
BDI,,,,,,,,,,,50.9,,,,,,
KHM,,,,,,37.2,,,,,64.1,,,,,80.6,
CMR,,,,35.3,,,,,,49.5,,65.1,,,,,
CAF,,,,,,,,,,,,33.6,,,,,
TCD,,10.4,,,,,,,,11.8,,,,,,,
COL,62.2,,,,,49.6,,,,,57.2,,,,,66.1,
COM,,56.2,,,,,,,,,,,,,,,
COG,,,,,,,,,,,53.3,,,,,,
CIV,,,,50.6,,,,,,,,76.6,,,,,
CUB,,,,,,,,,,,,50.2,,,,,
COD,,,,,,,,,,,,,31.9,,,,
DJI,,,,,,,,,,,,41.4,,,,,
DOM,,43.4,,,21,,,37.7,,,,,55,,,,
EGY,79.7,,,,,92.4,,,,,81.8,,,92.5,,,
ETH,,,,,,14,,,,,18.8,,,,,,26.1
GAB,,,,,,11.3,,,,,,,,,,,
GMB,,,,,,,,,,,80.2,,,,,,
GEO,,,,,,,,,,,20.4,,,,,,
GHA,,,,61.7,,,,,68.5,,,73.7,,78.9,,,
GTM,45.4,,,59.7,,,,,,,,,,,,,
GIN,,,,,32.8,,,,,,36,,,,,,
GNB,,,,,,,,,,,,53.4,,,,,
GUY,,,,,,,,,,,,81.2,,,55.4,,
HTI,,,,,,34,,,,,43.1,,,,,,
HND,,,,,,,,,,,74.3,,,,,,
IND,,,,38.3,,,,,,,41.6,,,,,,
IDN,,,56.7,,,,,52.1,,,,,61.1,,,,
IRQ,,,,,,,,,,,,50.6,,,,,
JAM,,,,,,,,,,,61.9,,,,,,
JOR,,,20.8,,,,,28.5,,,,,87.8,,,,
KAZ,37.3,,,,73.1,,,,,,,95.5,,,,,
KEN,,,,58.7,,,,,52.9,,,,,66,,,
KGZ,,,68.4,,,,,,,,18,,,,,,
LAO,,,,,,,,,,,,26.3,,,,,
LSO,,,,,,,,,,69.4,,,,,66.4,,
LBR,,,,,,,,,,,,,42.6,,,,
MKD,,,,,,,,,,,63.8,,,,,,
MDG,,,34.8,,,,,,58.8,,,,,61.9,,,
MWI,,,,,,70.8,,,,63.5,,72.3,,,,81.2,
MDV,,,,,,,,,,,,,,,92.3,,
MLI,30.7,,,,,,29.2,,,,,45.2,,,,,
MRT,,,,,,,,,,,,,38.6,,,,
MNG,,,,,,,,,,,77.4,,,,,,
MNE,,,,,,,,,,,3.2,,,,,,
MAR,,,,,,,,,91.3,,,,,,,,
MOZ,,,47.9,,,,,,63.4,,,,,59.1,,,
NAM,,,,,,67.8,,,,,,70.8,,,,,
NPL,,39.9,,,,,63.9,,,,,80.8,,,,,85.7
NIC,,,71.6,,,,62.2,,,,,,,,,,
NER,,,,17.6,,,,,,,,31,,,,,
NGA,,,,,17.8,,,,17.4,,,,18,22.9,,,
PAK,,,,,,,,,,,,44.5,,,,,
PER,,64.4,,,,57.4,,,,54.5,,,,,,,
PHL,,,,73.8,,,,,71.5,,,,,78.5,,,
MDA,,,,,,,,,,,36.7,,,,,,
RWA,,,,,,75.3,,,,,75.6,,,,,90.4,
STP,,,,,,,,,,,,,,74.8,,,
SEN,,,,,,,,,,,59.5,,,,,62.8,
SRB,,,,,,,,,,,5.1,,,,,,
SLE,,,,,,,,,,,53.5,,,40.7,,,
SOM,,,,,,,,,,,,9.8,,,,,
ZAF,,,,62.2,,,,,,,,,,,,,
SWZ,,,,,,,,,,,,81.7,,,,,
SYR,,,,,,,,,,,,69.9,,,,,
TJK,,,,,,,,,,,26.7,,,,,,
TZA,,69.6,,,66.5,,,,,72.4,,,,,,74.5,
THA,,,,,,,,,,,89.6,,,,,,
TLS,,,,,,,,,,,,,,,50.8,,
TGO,,,,30,,,,,,,,53.4,,,,,
TUR,,,,45.2,,,,,50.9,,,,,,,,
UGA,46.8,,,,,37.2,,,,,,47.7,,,,,
UZB,,80.1,,,,,,,,,,85.8,,,,,
VUT,,,,,,,,,,,,,39.4,,,,
VNM,,,51.6,,,,,67.6,,,,68.2,,,,,
YEM,,,,,,,,,,,,31.3,,,,,
ZMB,,78.4,,,,,71.3,,,,,,67.6,,,,
ZWE,,,,,62.9,,,,,,55.1,,,,81.3,67.2,
ASE,,,,38.3,,,,,,,41.6,,,,,,
SAM,,,,38.3,,,,,,,41.6,,,,,,
SAE,,,,28.6657,,,,,,,31.036,,,,,,
# Series: IFULFEIN,,,,,,,,,,,,,,,,,
"# Name: Full immunization, female",,,,,,,,,,,,,,,,,
"# Definition: The percentage of one-year-olds who have received one dose of Bacille Calmette-Guérin (BCG) vaccine, three doses of polio vaccine, three doses of the combined diphtheria, tetanus toxoid and pertussis (DTP3) vaccine, and one dose of measles vaccine.",,,,,,,,,,,,,,,,,
# Source: WHO; aggregates MICS and DHS,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
