ISO,1990,1995,2000,2005,2010
AFG,3.28,3.54,3.72,3.73,3.47
ALB,4.43,4.97,5.79,6.11,5.57
DZA,1.57,1.7,1.69,1.46,1.23
AND,7.32,7.15,6.85,6.59,5.79
AGO,6.84,5.23,5.44,6.22,6.66
ATG,1.09,0.99,0.81,0.87,0.81
ARG,9.03,12.78,17.21,18.31,18.25
ARM,4.06,4.14,3.62,3.28,3.26
AUS,18.54,16.33,14.47,9.92,9.51
AUT,18.65,18.74,17.31,15.16,13.25
AZE,4.68,2.48,2.01,2.61,2.76
BHS,2.57,2.2,1.65,1.12,1.21
BHR,3.87,3.99,3.48,3.02,2.32
BGD,4.38,4.62,4.39,4.05,4.6
BRB,3.55,3.27,1.55,1.25,1.26
BLR,16.83,23.62,24.05,20.93,19.19
BEL,11.98,14.34,14.51,10.52,9.38
BLZ,4.35,6,9.03,9.68,9.39
BEN,3.23,3.37,3.46,3.06,2.93
BTN,9.66,9.28,8.69,7.11,7.38
BOL,6.53,7.05,7.41,7.33,7.23
BIH,15.13,20.38,15.8,14.88,13.11
BWA,5.19,7.56,12.21,10,4.83
BRA,5.27,5.87,6.03,6.29,6.76
BRN,3.46,3.24,2.49,2.39,2.2
BGR,13.05,13.75,9.9,6.94,6.77
BFA,3.3,3.41,2.95,2.47,2.46
BDI,13,15.32,15.51,14.63,12.53
KHM,9.16,9.21,9.87,9.79,8.93
CMR,3.66,4.12,4.22,4.07,4.1
CAN,22.85,21.41,17.23,14.98,14.21
CPV,6.69,6.69,6.2,5.71,5.58
CAF,8.51,8.79,8.71,10.06,10.55
TCD,2.58,2.49,2.83,2.69,2.5
CHL,22.28,17.6,14.94,15.88,17.6
CHN,10.01,8.49,7.68,6.9,5.35
COL,7.2,8.89,13.39,12.24,10.87
COM,8.69,8.13,7.96,8.53,9.42
COG,6.66,9.53,8.56,7.66,7.69
CRI,6.98,9.7,10.63,9.08,8.52
CIV,3.81,4.8,5.16,4.72,4.22
HRV,16.07,18.1,15.11,11.76,10.2
CUB,9.41,9.86,7.14,6.16,5.88
CYP,1.51,1.46,1.41,1.36,1.75
CZE,13.31,15.24,12.69,11.07,10.5
PRK,14.96,15.48,15.83,15.73,15.21
COD,5.08,4.74,5.14,5.73,6.49
DNK,7.91,8.53,8.93,7.11,6.01
DJI,7.51,7.79,8.9,9.37,8.5
DMA,1.9,2.76,3.49,3.19,3
DOM,3.71,4.25,5.1,5.04,3.93
ECU,8.26,9.74,12,12.05,12.58
EGY,0.89,1.75,2.32,3.33,2.17
SLV,24.12,21.16,17,15.64,15.09
GNQ,7.33,6.59,6.07,6.22,6.6
ERI,9.01,8.83,9.58,10.25,10.83
EST,29.55,32.19,25.09,21.23,14.98
ETH,14.37,13.51,13.94,14.13,12.1
FJI,8.76,8.95,8.35,7.77,7.63
FIN,32.98,26.13,21.54,18.25,17.83
FRA,12.62,11.83,10.85,8.69,8.44
GAB,7.71,8.81,9.45,10.08,10.44
GMB,3.09,3.11,3.07,2.95,2.78
GEO,7.62,7.31,6.1,5.73,6.43
DEU,11.88,11.71,11.02,8.34,7.46
GHA,1.82,2.23,2.2,2.11,2.11
GRC,2.57,2.38,2.41,2.03,1.99
GRD,4.05,4.08,3.37,3.73,3.06
GTM,6.32,6.83,7.02,9.79,12.27
GIN,2.3,2.46,2.44,2.26,2.43
GNB,2.54,2.59,2.64,2.73,2.63
GUY,29.99,31.73,38.51,39.67,30.98
HTI,1.2,1.3,1.1,0.93,0.91
HND,5.34,5.3,4.92,4.91,4.84
HUN,17.86,14.36,11.11,10.53,10.06
ISL,25.1,21.73,16.01,6.82,6.03
IND,15.95,19.07,19.55,19.85,19.91
IDN,1.74,1.78,1.8,1.93,2.01
IRN,3.17,5.38,7.25,6.36,5.54
IRQ,1.47,1.5,1.43,1.4,1.44
IRL,11.96,14.49,19.02,15.92,17.63
ISR,11.15,12.94,10.84,9.19,6.86
ITA,4.38,4.98,4.38,3.53,3.59
JAM,0.42,0.47,0.87,1.23,1.02
JPN,7.87,7.82,8.71,8.71,8.47
JOR,2.61,2.52,2.25,1.91,1.69
KAZ,36.35,58.15,58.82,57.77,46.99
KEN,6.33,8.09,10.8,10.91,8.56
KIR,42.49,33.98,21.77,20.6,19.69
KWT,0.56,0.92,0.87,0.77,0.83
KGZ,21.52,26.8,27.28,28.6,27.96
LAO,11.77,11.47,10.41,10.11,8.94
LVA,23.41,29.35,20.64,14.44,11.11
LBN,1.64,2.02,1.86,1.7,1.55
LSO,6.42,6.94,12.03,17.66,12.86
LBR,2.64,2.82,2.74,2.6,2.72
LBY,1.66,1.9,2.02,2.18,2.26
LTU,24.6,33.57,32.42,30.03,21.56
LUX,12.88,9.22,7.69,3.82,2.08
MKD,5.23,3.43,3.18,2.83,2.53
MDG,7.73,8.05,7.97,7.47,7.37
MWI,10.37,14.64,19.95,20.7,16.15
MYS,2.84,3.92,2.54,1.64,1.93
MDV,6.64,5.46,4.96,5.23,3.52
MLI,2.88,2.82,2.67,2.41,2.39
MLT,2.14,2.65,3.66,3.28,3.86
MHL,16.57,16.4,13.75,11.92,10.97
MRT,2.13,2.2,2.17,2.1,2.1
MUS,8.25,10.96,8.08,7,6.87
MEX,5.05,6.08,7.29,7.54,8.18
FSM,20.25,20.23,16.28,14.71,14.16
MNG,11.57,13.13,14,15.51,14.69
MNE,6.18,6.64,7.03,7.27,6.71
MAR,1.3,1.33,1.4,1.23,1.53
MOZ,6.49,6.3,7.66,10.69,10.56
MMR,9.69,9.79,9.81,10.61,10.11
NAM,6.84,7.8,12.03,17.06,9.19
NPL,16.06,16.22,16.04,15.85,15.72
NLD,5.95,6.34,6.41,5.62,5.17
NZL,28.11,28.68,22.6,20.91,18.19
NIC,8.7,11.5,14.48,14.15,11.88
NER,2.44,2.24,2.18,2.06,2.01
NGA,3.35,3.63,2.88,2.67,2.55
NOR,19.85,17.82,17.25,13.4,10.76
OMN,0.74,0.72,0.6,0.54,0.46
PAK,4.41,4.81,4.99,5.04,5.28
PAN,6.15,6.55,6.82,6.31,5.85
PNG,5.6,5.77,5.84,5.99,5.58
PRY,6.1,6.81,7.93,8.56,8.45
PER,2.58,4.05,4.44,3.49,3.57
PHL,12.07,5.77,4.88,4.66,4.83
POL,16.47,17.06,17.91,16.13,14.56
PRT,13.04,10.18,8.67,6.11,6.09
QAT,1.32,1.31,0.94,0.71,0.65
KOR,12.69,13.03,9.79,7.81,7.45
MDA,12.38,14.5,10.37,9.95,11
ROU,8.14,7.7,7.77,8,9.13
RUS,23.52,35.19,35.8,32.27,26.47
RWA,13.41,16.1,12.46,9.51,7.78
LCA,3.74,3.81,3.46,2.86,2.51
VCT,4.98,5.81,4.77,4.72,3.62
WSM,5.74,5.58,5.04,4.54,4.08
STP,2.67,2.68,2.5,2.37,2.17
SAU,0.24,0.25,0.2,0.18,0.18
SEN,2.72,2.62,2.55,2.33,2.64
SRB,14.77,16.32,12.51,9.2,8.91
SYC,11.84,12.85,11.47,11.95,12.19
SLE,3.3,3.23,3.1,2.93,3.21
SGP,10.09,9.22,7.16,6.33,4.95
SVK,12.37,11.38,9.79,9.06,7.62
SVN,16.47,20.33,15.92,11.92,12.4
SLB,16.19,16.49,14.69,14.06,13.38
SOM,7.1,7.38,7.57,7.27,8.22
ZAF,6.38,6.24,11.26,13.04,6.16
ESP,6.03,5.06,4.73,3.92,3.47
LKA,35.8,40.33,35.42,22.26,20.7
SDN,8.01,8.49,7.87,7.98,8.22
SUR,26.62,20.16,20,22.09,20.22
SWZ,6.2,8.6,15.88,24.66,17.68
SWE,12.05,8.73,9,9.12,9.79
CHE,17.9,16.12,13.37,10.96,9.63
SYR,0.85,0.79,0.71,0.63,0.67
TJK,6.89,6.87,6.9,7.84,7.99
TZA,4.89,5.48,5.42,5.5,4.8
THA,14.21,20.19,20.92,17.31,15.77
TLS,7.61,7.8,7.14,6.86,6.74
TGO,3.07,3.11,3.08,2.96,2.92
TON,5.94,5.66,5.68,6.46,6.01
TTO,14.47,12.52,11.07,12.97,11.95
TUN,1.1,1.5,1.41,1.32,1.28
TUR,4.32,8.58,12.7,11.81,9.22
TKM,21.39,23.45,23.45,20.73,19.18
UGA,7.75,9.97,8.58,7.52,7.56
UKR,16.08,22.28,21.83,17.82,15.34
ARE,2.23,2.86,2.59,2.23,2.02
GBR,8.68,8.66,8.53,6.52,5.87
USA,18.42,18.27,14.11,13.53,13.13
URY,9.91,12.44,13.93,14.32,13.31
UZB,14.72,16.73,17.46,16.06,15.46
VUT,18.75,18.48,16.03,15.03,13.85
VEN,9.81,15.13,14.83,13.62,14.78
VNM,3.69,3.68,3.34,3.07,2.79
YEM,1.55,1.95,1.8,1.64,1.78
ZMB,13.04,18.71,17.69,15.31,10.43
ZWE,18.41,26.77,41.91,43.89,28.52
HIA,12.0479,12.255,10.8658,9.20827,8.25846
LIA,7.41857,8.21657,8.836,8.944,8.152
LMA,9.6637,10.1704,9.81652,9.56022,8.76609
UMA,8.05981,9.32423,9.53308,9.15673,8.16596
HIM,11.96,11.38,9.79,8.34,7.45
LIM,6.49,6.87,7.57,7.47,7.56
LMM,6.53,6.94,7.14,7.11,7.23
UMM,6.18,6.55,7.29,6.94,6.66
HWW,,15.7557,14.264,12.5578,11.3259
LIW,,8.15874,8.6327,8.6172,7.91099
LMW,,12.4382,12.469,12.3564,12.2176
UMW,,8.70871,8.65352,8.00849,6.78322
WLD,,11.11,11,10.46,9.72
EAS,,7.68,7.06,6.48,5.35
ECS,,22.77,23.77,21.58,17.44
LCN,,7.69,8.55,8.7,9.01
MEA,,2.55,3.24,3.17,2.52
SAS,,16.26,16.36,16.25,16.34
SSF,,7.03,7.84,7.98,6.68
# Series: DESH15MA,,,,,
"# Name: Deaths per 100,000, Self-harm, ages 15-19, male",,,,,
"# Definition: The mean number of deaths per 100,000 attributable to cause of disease or death",,,,,
# Source: Global Burden of Disease by Institute for Health Metrics and Evaluation (GBD by IHME),,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,
