ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ROU,,,,,,,,97.7615,,,,,,,,,,,
RUS,,,,,,,,99.7246,,,,,,,,99.7096,,,
RWA,,,,,,77.6203,,,,,,,,,,77.3446,,,
STP,,,,,,,95.4155,,,,,,,80.2032,,,,,
SAU,,,,,,95.9132,,,,95.8497,,,,,,,,,
SEN,,,,,,,,49.1245,,,,50.8517,,,65.0149,,,,
SYC,,,,,,,,99.0648,,,,,,,,,,,
SLE,,,,,,,,,,47.9276,,,,,,,,,
SGP,,,,,,99.5046,,,,,,,,,,99.7518,,,
ZAF,,93.9052,,,,,,,,,,,97.5708,,,,98.7826,,
ESP,,,,,,,,,,,99.5378,,99.5693,99.5643,99.599,99.5946,,,
LKA,,,,,,,95.5886,,,,,97.4841,,97.9818,,98.1579,,,
SDN,,,,,,78.1556,,,,,,,,,,,,,
SUR,,,,,,,,,,94.8811,,,,99.4164,,98.3766,,,
SWZ,,,,,,91.8632,,,,,,,,,,,,,
SYR,,,,,,,,95.1888,,92.4538,,,,,,,,,
TJK,,,,,,99.8471,,,,,,,,,,,,,
TZA,,,,,,,,78.396,,,,,,,,74.5605,,,
THA,,,,,,97.9754,,,,,98.0509,,,,,,,,
TLS,,,,,,,,,,,,,,,,79.5287,,,
TGO,,,,,,74.4396,,,,,,76.4529,,,81.736,,79.8859,,
TON,,99.3087,,,,,,,,,,99.4248,,,,,,,
TUN,,,,,,,,,,94.339,,,96.2997,96.7943,,97.1717,,,
TUR,,,,,,,,,,95.6035,96.1186,96.1815,96.3624,,97.8075,98.2246,98.7094,,
TKM,99.8104,,,,,,,,,,,,,,,,,,
UGA,,,,,,,,80.7912,,,,84.0657,,,,87.4088,,,
UKR,,,,,,,99.8049,,,,,,,,,,,,
ARE,,,,,,,,,,,95.0064,,,,,,,,
URY,,98.5802,,,,,,,,,,98.7125,98.7591,98.9681,99.0494,98.7842,,,
UZB,,,,,,99.8744,,,,,,,,,,,,,
VEN,,,,,,,97.1993,,,,,,98.3988,,98.5333,,,,
VNM,,,,,93.8823,94.8365,,,,,,,,,,,,,
ZMB,,,,,69.4572,,,69.0888,,,,,64.0496,,,,,,
ZWE,,,,,,,,,,,,,,,,,90.9307,,
AAE,,,,,,92.3077,,,,,,,,,,94.3354,,,
AME,,,,,,,,,,96.8073,,93.8755,97.1149,98.3108,97.6196,97.6455,,,
ASE,,,,,,,76.4227,,,,,86.7704,,,,,,,
EAM,,,,,,95.0898,,,,,,,,,,98.4187,,,
LCM,,,,,,,,,,96.8439,,97.7571,97.8006,98.3823,98.4973,98.0984,,,
SAM,,,,,,,70.0536,,,,,81.1309,,,,,,,
EAE,,,,,,76.4682,,,,,,,,,,62.5695,,,
LCE,,,,,,,,,,64.1311,,67.2113,78.6059,66.8871,74.0934,67.886,,,
SAE,,,,,,,65.8766,,,,,69.3466,,,,,,,
WLD,87.2005,87.2005,87.2005,87.2005,87.2005,87.2005,87.2005,87.2005,87.2005,87.2005,89.4523,89.4523,89.4523,89.4523,89.4523,89.4523,89.4523,,89.4523
LIC,67.5683,67.5683,67.5683,67.5683,67.5683,67.5683,67.5683,67.5683,67.5683,67.5683,72.7612,72.7612,72.7612,72.7612,72.7612,72.7612,72.7612,,72.7612
LMC,79.4898,79.4898,79.4898,79.4898,79.4898,79.4898,79.4898,79.4898,79.4898,79.4898,83.614,83.614,83.614,83.614,83.614,83.614,83.614,,83.614
UMC,97.6765,97.6765,97.6765,97.6765,97.6765,97.6765,97.6765,97.6765,97.6765,97.6765,98.7319,98.7319,98.7319,98.7319,98.7319,98.7319,98.7319,,98.7319
# Series: LITRTOYT,,,,,,,,,,,,,,,,,,,
"# Name: Youth literacy rate, total",,,,,,,,,,,,,,,,,,,
"# Definition: Youth literacy rate, population 15-24 years, total (%)",,,,,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,,,
