ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
MOZ,,,,,,,2367,3132,,,3759,3986,,4111,,
MMR,,,,,,,,,,,,,,57474,,
NAM,256,,,,,583,,,,,982,,,,,
NPL,,,,,,,,8927,12002,,11870,12250,10595,10767,,
NLD,,21221,21832,22063,23242,24199,33161,34336,32130,31802,30968,30435,32116,38062,,
NZL,10087,11580,11815,14494,14397,14945,17002,15610,19022,18945,19502,21257,21383,21389,,
NER,,,,,,,,,564,622,1216,1450,1682,1800,2475,
NOR,10352,11081,9431,15141,15232,16436,14929,13630,,12235,11615,11733,11788,12691,,
OMN,,,,,,,,,,,,,,8101,,
PAN,,,,,2099,5371,5785,6120,5666,6287,6349,6293,6595,7213,,
PNG,572,,,,,,,,,,,,,,,
PHL,,,,,,138540,,,,,,,,,,
POL,11386,23742,32828,45057,59653,73556,82904,117639,131258,129421,123581,114946,107386,99973,96233,
PRT,,,20846,,15967,15901,15737,14825,13564,13816,14641,14624,15096,,,
QAT,,,,314,,263,334,,,,,,,,460,
KOR,114047,131172,181339,202949,236798,228346,182525,186549,195254,200484,203554,203751,202801,199553,197162,
ROU,,9319,9615,10719,11799,14067,14536,15208,18039,25006,28439,25757,22872,21007,,
RWA,,,,,,,,,,,,,,,6521,
WSM,,,65,,,,,,,,,,,,,
SMR,,,53,,,,,,,,,,,,,
SAU,8896,19399,15764,16546,18486,25351,26346,34040,53303,55043,57876,61404,48289,71918,77793,
SRB,,,,,,,,,,4203,13000,13596,12101,12834,13160,
SYC,,,,,,,,,,,,,,11,,
SLE,,,70,440,,,,,,,,,,,,
SGP,,,,,,,,,,,16735,17282,17868,20235,19849,20570
SVK,,7339,6710,7584,8544,9061,9773,10930,11500,12372,12021,12401,11943,11493,11045,
SVN,,2573,2941,3176,3176,3416,3735,4104,4179,4283,4542,4512,4675,3760,4588,
ESP,,132784,141053,148997,153055,159707,154904,144482,134217,123419,117320,121623,114590,123680,,
LKA,,,,,,,,,,,,,12457,14673,15518,
SUR,,,,,145,,,,,,,,,,,
SWZ,,137,143,149,,,177,176,208,,,,,,,
SWE,,20105,21842,21263,22919,24000,24051,23498,23356,22085,20496,21300,22851,24791,,
CHE,,11952,12547,14196,14717,15886,16681,15938,15591,15887,15492,15742,16393,17058,,
TJK,,,,,,,,,,,,,,,16659,
TZA,,577,,,,,,,,,,,,,6447,
THA,,,,,,,,,,,,,,96840,,
TTO,,,318,309,,,1116,,,,,,,,,
TUN,,,,,,,,,,,,,41577,,,
TUR,61408,,,68098,74702,81636,86534,94289,106281,112065,115163,122056,130386,150866,,
UGA,,1338,868,1136,,,2234,,,,,,,,,
UKR,,,,,,,,,,,,,,83872,,
GBR,,,,216025,222953,197852,207579,207030,201527,198764,189600,197584,209902,215074,,
USA,,,,,,,,,,,932195,931955,997006,1028280,,
URY,,,,,,,,,,9516,9911,10103,,,,
UZB,,,,,,,,,7239,7658,8557,8919,8846,9428,,
VEN,,,,,,,,,,,89361,,,,,
ZMB,1426,,,,,,,,,,,,,,,
ZWE,,,,,,,,,,,,,3184,5759,5956,
ECZ,,,,,,,,,1113010,1178570,,,,1535630,,
HIS,,,,,,,,,,,2305300,2327640,2443490,2751950,,
LCS,,,,,,,487090,629050,,667372,832455,698128,693839,,,
NAS,,,,,,,,,,,932195,931955,997006,1028280,,
# Series: TEDSCNMA,,,,,,,,,,,,,,,,
"# Name: Enrollment in tertiary education, science, male",,,,,,,,,,,,,,,,
"# Definition: Number of males enrolled in tertiary education, per program",,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,
