ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,,17,1637,
DZA,,,,,,,,91819,114734,,,,155303,,,
AGO,,209,,,335,,,,,,,,,,,
ATG,,,,,,,,,,,,,,,222,
ARG,,,,,,4655,,3182,19901,12065,6713,8827,8050,11375,,
AUS,7250,7610,8919,10511,22167,449,348,401,423,746,2682,3060,3179,3164,,
AUT,,443,,,,702,247,103,147,521,646,559,713,779,,
AZE,,,,,,,,,181293,,9702,6316,5726,5074,4628,
BHR,,,,,,1425,,1460,1759,,,,,,,
BGD,,,,58868,10133,17774,85596,138084,,123673,82145,157327,,,,
BRB,,6915,,,,,,,,,,,,200,,
BEL,,,226,717,309,28886,11,32047,32505,29596,33970,38677,32261,30104,,
BEN,,,,,,,,,,,,7705,,7611,,
BTN,,,,,,,,,,,,,510,224,,
BOL,,,345,,,,,,,,,,,,,
BIH,,,,,,,,,,,,,,344,394,
BRA,,,,,103506,109258,113316,121767,,155304,152771,161117,189392,,,
BRN,,151,132,118,4418,154,202,215,251,229,370,323,279,248,97,
BGR,,465,340,348,304,301,414,490,466,452,517,2967,7877,7641,,
BFA,,,,,,,,,,38,,,,84,85,
BDI,,,,,1349,,,,,,,,,,,
KHM,,,,1537,992,,28,,,,,,,,,
CMR,,,,,,,7213,,83,650,7723,,,36346,,
CAN,246188,,,,,,,,,,,,,,,
CPV,,,,,,,,,,,234,122,199,140,139,
CHL,,,,,,,,,,3959,952,1020,1164,760,837,
COL,,,,,,,,,,,,,1062,,12302,
COG,,,,,1579,,,,,,,,,,,
CRI,,,,,,,435,,,,,,,,,
CIV,,,,,,,,,,3800,,8322,6796,,,
HRV,,,,,,,,,,,,,9368,,,
CUB,,,,,,,,,,9629,13417,7339,9896,10478,7429,
CYP,,,94,,,,451,122,,,,,,,,
CZE,,13509,18350,11520,20226,1114,2997,1665,21521,26876,6024,5121,3745,8578,,
COD,,,,,,,,,,,,,,41244,14229,
DNK,,,42,5025,963,,,,,,,,,,,
DJI,,,,73,,,,,,,,,,,,
ECU,,,,,,,,,,,180,,,,,
SLV,,,,,1507,,,3,,,,,,,,
ETH,,24,,40,44,49,1608,566,,,560,,664,,,
FIN,66,4537,17,38,,,,,,,,,,,,
FRA,,,,,,,,,75847,18238,7785,7428,3748,29098,,
GMB,,,,,,,113,,,,,,,,,
GEO,,274,216,2,23,22,38,56,27,16,,6,,,,
DEU,,,,,,,,,,,,,,5981,,
GHA,,,,,,,,,,,171,6,,3308,5479,
GRC,,,,,,,,,,,,,19893,,,
GIN,,,,,,,659,,,,,,,,,
GUY,,,,,,,,,37,102,,,,17,58,
HND,,,,,,323,,,,,,,5766,,,
HUN,,,1369,,,,,,,,,,,,,
IDN,,,,,,,,,,,,,,31737,,
IRN,,,,,,,,,,,2909,,,,,
IRL,24511,,,,,,,,,,1062,4644,8029,17040,,
ISR,,906,2749,2532,2940,1688,1711,3549,3299,3775,2726,2966,4189,,,
ITA,,,3086,1360,1776,4412,5347,5337,15514,8001,,,,17394,,
JAM,,,,,,,,,,,,,58194,52028,78268,
JPN,418244,409761,471664,237119,250925,265550,299485,308819,353476,352989,321193,325855,334950,347613,,
JOR,,,142190,,,3471,2015,7489,15579,3307,3499,,8154,150,,
KAZ,,,,,,,664449,,780783,,,,,,3992,
KEN,,,1172,1105,,,,,,,,,,,,
KGZ,,131222,,3961,,,,,1,,263,26,,1,,
LAO,,,,,,,,,,,315,,,,,
LVA,,493,,,,,,,97,102,107,81,39,29,,
LBN,,,874,1301,587,671,655,712,1090,996,1027,916,731,635,639,
LBR,,,1183,,,,,,,,,,,,1116,
LBY,,,2988,,,,,,,,,,,,,
LUX,,,,,,,,,,,192,,10,,,
MKD,,,,,,,,,,,,1,,,,
MDG,,,,,,,,196,173,410,467,505,280,522,,
MYS,,,,,44212,,948,,1164,6822,6908,2596,,4052,,
MLI,,,,,,,,,,,4450,2082,2231,438,2,
MRT,,,,,,197,,,,,,,,,,
MUS,,,,,,,,,,,,,,76,210,
MEX,,53257,54500,51436,185,5729,,,19048,4890,,17900,,4052,,
MNG,,,,,10577,1175,673,450,1329,1186,2501,1725,1560,1632,1746,
MAR,,,128,,,922,,14,854,,10,1819,,,,
MOZ,,,,,,,,138,,,,,,,,
MMR,,,,,,,,,,,,,,174,,
NAM,,,,,,279,,,,,80,,,,,
NLD,,7542,6871,10562,8560,8409,8561,9023,10182,10458,10628,11352,12616,8618,,
NZL,10250,9249,6914,7199,10024,8297,12510,14221,1646,6222,6828,9160,2185,2774,,
NER,,,,,,,,,707,748,999,958,,1,,
NOR,3053,4288,28301,11829,11958,9197,3557,3442,,3650,4417,2935,2543,2312,,
PAN,,,,,2101,,251,,,,,,,,,
PNG,3737,,,,,,,,,,,,,,,
PHL,,,,,,180335,176371,,,,,,,,,
POL,94506,108049,129680,146750,139755,130995,131209,136490,,,,,,,,
QAT,,,,27,,,93,,,,,,,,20,
MDA,,,,,,114238,,,,,,,,,,
ROU,,10148,18894,30315,19269,18969,20301,20162,22966,6020,,,,,,
WSM,,,26,,,,,,,,,,,,,
SMR,,,14,,,,,,,,,,,931,,
SAU,,26627,1627,2230,2235,5229,28910,31426,28738,3961,3787,4021,150,9,,
SRB,,,,,,,,,,268,,,,,,
SYC,,,,,,,,,,,,,,,6,
SGP,,,,,,,,,,,,419,82,42,66,295
ESP,,1606,3895,4288,4997,4251,2285,5461,8435,25643,8265,14035,9103,408,,
LKA,,,,,,,,,,,,,852,1052,146,
SUR,,,,,157,,,,,,,,,,,
SWZ,,,22,,,,,,,,,,,,,
SWE,,1172,655,724,707,653,981,748,712,827,717,923,259,233,,
CHE,,830,679,688,769,812,825,783,802,1354,1544,1563,1726,1860,,
TZA,,135,,,,,,,,,,,,,6499,
THA,,,,2095690,2155330,2205580,2251450,,2338570,,,,,26178,,
TTO,,,251,268,,,981,,,,,,,,,
TUN,,,,,,28929,,,40859,,,,15955,,,
UGA,,221,332,1109,,,1880,,,,,,,,,
UKR,,703,,31986,44344,48368,50736,43887,46053,47728,55034,59265,43200,84723,,
GBR,,,,,,297706,122600,123103,114314,117244,141834,147901,126259,122325,,
USA,,,,,,,,,,,1227110,2178110,2331570,2398880,,
UZB,,,,,,,,,,,,,74,45,,
VEN,,,,,,,,,,,54645,115301,,,,
VNM,,,,,,,,,,,,,,89,,
ZWE,,,,,,,,,,,,,5440,,,
HIS,,,,,,,,,,,1782840,2760160,2908060,2999380,,
LCS,,,,,,119965,,,,185949,,311504,,,,
NAS,,,,,,,,,,,1227110,2178110,2331570,2398880,,
# Series: TEDUNSTO,,,,,,,,,,,,,,,,
"# Name: Enrollment in tertiary education, unspecified programs, total",,,,,,,,,,,,,,,,
"# Definition: Number of total males and females enrolled in tertiary education, per program",,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,
