ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ARG,,0.728161,0.746303,0.732799,0.76014,0.744977,0.746796,0.691323,0.682717,0.675961,0.692446,0.716376,0.681613,0.717364,0.769285,0.767844,
ARM,,,,,,0.519036,0.45777,0.406856,0.421224,0.534421,0.57512,0.592257,0.600205,0.582342,0.608425,0.640597,
AUS,0.655935,0.657814,0.662401,0.655706,0.656263,0.662967,0.664777,0.652256,0.646554,0.655721,0.653322,0.650636,0.651101,0.649772,0.648822,0.648474,0.646326
AUT,,,0.599691,0.591357,0.592957,0.587067,0.595235,0.600972,0.602649,0.602383,0.604754,0.602605,0.598679,0.599764,0.613073,0.617181,
AZE,,,,,0.444444,0.457627,0.416667,0.428571,0.446602,0.442748,0.462963,0.473958,0.505415,0.568392,,0.548403,
BHR,,,,,,,,1.0355,1.16376,1.18548,1.21343,1.18537,1.26193,1.23785,1.14613,1.17604,
BLR,0.790521,0.859736,0.808335,0.848779,0.805667,0.809646,0.82686,0.808913,0.794424,0.811459,0.791409,0.798714,0.783786,0.738857,0.745576,0.766204,
BEL,,,,,0.717915,0.735244,0.740164,0.744923,0.74537,0.748226,0.753309,0.764151,0.765361,0.770712,0.78126,,
BWA,,,,,,,,,,,,,0.89103,,0.848399,0.833333,
BRA,0.638555,0.676234,0.682862,0.680441,0.697914,,0.706881,0.71166,0.720265,0.722665,0.725789,0.728778,0.726092,0.728671,0.723015,,
BGR,,,,,,0.755202,0.766972,0.784235,0.811898,0.823697,0.822634,0.832733,0.833718,0.821673,0.809117,0.807174,
KHM,,,,,,,,,,0.884128,,,0.685298,,0.726197,,
CAN,,,0.692059,0.693423,0.695799,0.693974,0.697589,0.705474,0.711657,0.720712,0.72623,0.728115,0.730991,0.730337,0.743215,0.744691,0.756128
COL,0.792317,0.798781,0.791177,0.8036,0.849214,0.903463,,0.968106,0.868423,0.864979,0.896681,0.873211,0.913364,0.879012,0.882601,0.846038,
CRI,0.76718,0.830365,0.873467,0.807441,0.784307,0.808162,0.829093,0.783477,0.842615,0.835257,0.809845,0.83923,0.797552,0.800797,0.872045,0.865688,
HRV,,,,,,,,,0.894853,0.892684,0.894331,0.889999,0.891748,0.889002,0.893938,0.89918,
CYP,,,,,0.733833,0.741094,0.741525,0.748988,0.747959,0.748954,0.750124,0.756667,0.761531,0.776356,0.780822,,
CZE,,,,,,,,,,,0.750726,0.754312,0.752435,0.740466,0.748314,0.75074,0.792991
COD,,,,,,,,,,,0.628894,,,,,,
DNK,,,,,,,,,,,,,,,0.850496,0.850338,
ECU,0.766233,0.788337,0.828329,0.774831,0.825031,0.825757,0.75926,0.793681,0.863095,0.899301,0.843618,0.898892,0.851882,0.866274,0.872156,0.913059,0.94207
EGY,,0.813725,0.862385,0.852174,0.783784,0.739645,0.847134,0.832335,0.832402,0.875648,0.776744,0.79661,0.777778,,,,
SLV,,,,,0.783235,0.791238,0.767566,0.737036,,0.810403,0.803141,0.885041,0.823291,0.847347,0.813983,0.844689,
EST,,,,,,,,,,,0.735897,0.721999,0.713071,0.74394,,,
FIN,0.786251,0.795348,0.788795,0.791513,0.771683,0.787754,0.801721,0.803805,0.803892,0.808715,0.808745,0.801848,0.801647,0.808477,0.811131,0.814771,
FRA,,,,0.797595,0.801574,0.814655,0.815126,0.8,0.801498,0.812261,0.814126,0.815217,0.814035,0.812521,0.823628,,
GEO,,,,,0.521452,0.542985,0.507188,0.50433,0.525767,0.539177,0.489362,0.490485,0.505093,0.541968,0.576513,0.574262,
DEU,0.752227,0.761323,0.76938,0.772641,0.775894,0.786969,0.791429,0.791277,0.793742,0.797956,0.80149,0.803697,0.806602,0.807832,0.821988,0.817037,0.815564
GHA,,,,,,,,,,,0.819672,,,,,,
GTM,,,,,,,,,,,,,,,,,0.818008
GUY,,,,,,,,,,1.00901,0.972853,0.910048,0.911457,,,,
HND,0.773694,0.807144,0.789396,0.813527,0.783946,,0.838367,0.847946,0.948931,0.9007,0.934223,0.921572,0.940285,0.919159,0.990112,1.02415,
ISL,,,,0.681529,0.688235,0.675393,0.682464,0.710407,0.713675,0.722449,0.730216,0.750831,0.771084,0.792614,0.813889,0.826203,0.816794
IRQ,,,,,,,,,,,,,0.817927,,,,
IRL,,,,,,,,,0.6864,,,0.724635,0.726983,,,,
ISR,0.604346,0.602508,0.612564,0.613953,0.601631,0.615531,0.597084,0.615616,0.621673,0.63329,0.631953,0.633724,0.641955,0.631245,0.659179,0.65702,
JPN,,,,,0.628268,0.634891,0.634806,0.649442,0.649485,0.723869,0.6423,0.640193,0.649033,0.658272,0.685843,0.676667,
JOR,0.65625,0.645646,0.65407,0.654596,,0.858974,0.886555,0.890244,0.907631,0.872,0.846154,0.85567,0.879365,0.862637,0.862797,0.890819,
KAZ,,,,,,,,,0.60767,0.618931,0.611001,0.622947,0.657879,0.638333,0.651488,0.658704,
LVA,,,,,,,,,,0.848062,0.819277,0.824324,0.838961,0.847561,0.838835,0.814583,0.834008
LBN,,,,,,,,,,,,,,,0.940171,,
LTU,,,,,,0.816846,0.814558,0.81181,0.809481,0.812447,0.824058,0.821408,0.792889,0.807842,0.872523,0.857276,
LUX,0.795438,0.9644,0.795655,0.798788,0.80233,0.809288,0.811238,0.800591,0.802115,0.805806,0.808254,0.813264,0.822624,0.822557,0.828456,0.825533,0.867996
MLT,,,,,,0.791384,0.788928,0.807964,0.834851,0.848531,0.840206,0.87213,0.818514,0.828246,0.863578,0.892816,0.868386
MEX,0.748791,0.798775,0.773822,0.788515,0.77181,0.776523,0.772568,0.788017,0.802471,0.800878,0.808724,0.808781,0.789071,0.779071,0.824647,0.811734,0.830519
MNG,,,,,,0.924266,0.881503,0.887863,0.874568,0.895219,0.839091,0.849412,0.853374,0.886094,0.867628,0.849274,0.81133
MMR,,,,,,1.53886,0.919389,0.939481,0.889229,0.909334,0.889307,0.963936,0.876224,0.878427,,,
NPL,,,,,0.572625,,,,,,,,,,,,
NLD,,,,,,,,,,,,0.562945,0.570595,0.577199,0.571685,0.574483,
NZL,,,,0.633683,0.65,0.668325,0.661194,0.673546,0.670115,0.670494,0.645118,0.683752,0.667398,0.679548,0.693113,0.699395,0.69402
NOR,,,0.837036,0.83601,0.834339,0.834895,0.833271,0.839351,0.84263,0.84651,0.847088,0.846382,0.842841,0.839237,0.846561,0.849873,0.852941
OMN,,,,,,,,,,,,1,0.989848,0.96789,0.969432,0.969432,
PAK,0.773895,,0.598612,0.646858,,0.605237,,0.555561,,0.599072,,0.638042,0.584748,0.549627,0.648813,0.645558,0.62893
PAN,0.72926,0.755362,0.739274,0.806367,0.806575,0.809593,0.821434,0.816888,0.805486,0.817217,0.834633,0.823278,0.854329,0.874286,0.879105,0.887603,
PRY,0.699118,0.73494,0.761714,,0.787079,0.794729,,0.75327,0.767006,0.799953,0.75898,0.782899,0.751342,0.753627,,,
PER,0.646034,,0.697439,0.796236,0.672613,0.802196,0.641782,0.719242,0.765255,0.703418,0.728308,0.760094,0.786056,0.696456,0.73724,0.718596,
PHL,,,,,,,1.03868,1.03467,1.0171,1.02396,0.995477,0.972922,0.980031,0.997803,1.00079,1.01523,1.03229
POL,0.763265,0.792189,0.782663,0.806492,0.799586,,0.818448,0.831254,,0.836213,,0.821606,,0.813237,,0.849762,
PRT,0.723933,0.728952,0.727092,0.725176,0.727724,0.73928,,0.772929,0.764235,0.767836,0.773863,0.772629,0.776436,0.783537,0.789656,,
QAT,,,,,,,,,,,,0.736232,0.717461,0.716049,0.719708,,0.773154
KOR,0.595716,0.609317,0.620849,0.637142,0.628202,0.625303,0.636155,0.635093,0.623716,0.617564,0.624012,0.630976,,,,,
ROU,,,,,,,,,0.81293,0.8386,0.859209,0.869067,0.893733,0.937155,0.93127,0.889885,
SGP,0.735002,0.747921,0.760158,0.718243,0.722222,0.719159,0.717693,0.72054,0.719849,0.724967,0.72312,0.726783,0.726182,0.730702,0.731966,0.732821,0.735294
SVK,,,,,,,,,,,0.715888,0.730638,0.741732,0.760289,0.746769,0.753454,0.757764
SVN,,,,,,,,,,0.93017,0.930955,0.931402,0.921898,0.924375,0.96998,0.965057,
ESP,,,,,,,,,,0.724579,0.72507,0.736585,0.743992,0.781321,0.780034,0.774547,0.774544
LKA,,,0.926498,0.840959,0.856096,0.878153,0.882301,0.901371,0.893478,0.888852,0.927392,0.938673,0.954939,0.893074,,,
SWZ,1.01196,0.979027,0.872762,0.899458,0.905199,0.938582,,,,,,,,,,,
SWE,0.849711,0.833333,0.826531,0.823529,0.830189,0.817778,0.824034,0.829876,0.834677,0.836576,0.837121,0.841328,0.839286,0.840136,0.853821,0.856209,0.858974
CHE,,0.744428,,0.748682,,0.746724,,0.755352,,0.761864,,0.762649,,0.754894,,0.76749,
SYR,,,,,,,,,,,,1.01903,1.0385,1.04028,1.07404,1.06717,1.15479
THA,,,,,,,0.905057,0.891012,0.892492,0.906617,0.913497,0.938004,0.938197,0.956221,0.964674,0.966086,0.965046
TLS,,,,,,,,,,,,,,,,1.01734,
TUR,,,,,,,,,,,,0.985727,,,,1.00573,
UKR,0.673469,0.682635,0.725275,0.744318,0.723301,0.710037,0.697548,0.693512,0.686594,0.685997,0.70829,0.727796,0.728771,0.752404,0.771744,0.777778,0.7486
GBR,,,0.567739,0.564621,0.573125,0.572101,0.575197,0.575801,0.583826,0.600039,0.608687,0.611376,0.615646,0.614251,0.628096,0.633143,0.63796
URY,,,,,,0.68989,0.71457,0.707755,0.732895,0.706562,0.743195,0.734351,0.74836,0.708458,0.713793,0.74079,0.751966
VEN,0.916554,0.886189,0.905169,0.90189,0.922097,0.930248,0.956917,0.961958,0.910677,0.922474,0.931307,0.916463,0.922942,0.905769,0.943517,0.941296,
VNM,,,,,,,,,,,,,0.874317,,0.848946,0.860945,
ACE,,,,,,,,,,,,0.753218,,,,,
AME,0.747774,0.780429,0.780814,0.790565,0.786997,,0.777749,0.790797,0.809153,0.819198,0.820267,0.828501,0.82126,0.805869,0.835125,,
ECM,,,,,,,,,,,,0.764151,,,,,
LCM,0.748791,0.788337,0.773822,0.796236,0.783946,,0.767566,0.783477,0.802471,0.810403,0.808724,0.823278,0.797552,0.800797,0.824647,,
ECE,,,,,,,,,,,,0.51444,,,,,
LCE,0.541115,0.585446,0.620626,0.618685,0.63959,,0.570583,0.659769,0.652229,0.660396,0.666994,0.671017,0.666778,0.659097,0.666803,,
# Series: GEPAYGAP,,,,,,,,,,,,,,,,,
# Name: Gender monthly wages gap,,,,,,,,,,,,,,,,,
# Definition: Monthly wages of women divided by the monthly wages of men,,,,,,,,,,,,,,,,,
# Source: International Labour Organization (ILO); Economist Intelligence Unit (EIU) calculation,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
