ISO,2012
AUS,18.3
AUT,9.52
CAN,14.65
CYP,5.18
CZE,9.45
DNK,10.93
EST,11.72
FIN,21.94
FRA,8.15
DEU,12.04
IRL,9.78
ITA,4.05
JPN,24.1
NLD,20.1
NOR,15.6
POL,9.16
KOR,9.58
SVK,7.77
ESP,5.85
SWE,17.06
USA,12.42
# Series: PICLHIMA,
"# Name: PIAAC highest scores (Level 4 or 5), literacy, male",
"# Definition: Survey of adult skills, % who achieved highest proficiency",
# Source: Organisation for Economic Co-operation and Development (OECD),
# Data from the No Ceilings project: http://noceilings.org,
"# For more about the data, please visit http://noceilings.org/data",
