ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ARG,,659.84,650.58,694.87,663.47,660.92,641.34,613.36,679.11,743.43,950.89,1172.68,1512.5,1880.3,2183.47,2811.43,
ARM,,,,,,29208,33921,41452,49831,57043,66301,81625,96802,116787,126765,124757,
AUS,2846.68,2924.68,3013.51,3116.64,3172.43,3299.18,3439.15,3598.51,3790.26,3893.07,4102.37,4289.13,4502.88,4689.64,4903.38,5152.77,5373.88
AUT,,,2262.83,2325.58,2373.42,2442.08,2455.33,2487.5,2523.17,2559.42,2618.83,2706.58,2814.25,2898.92,2909.25,2922.83,
AZE,,,,,45,59,72,84,103,131,162,192,277,324.6,,413.2,
BHR,,,,,,,,253.5,258,254.75,249.5,249.5,267.25,293.25,294.25,311,
BLR,1139020,1685960,3620280,8606160,38540700,97203,181934,245768,334168,478432,625525,738030,886521,1147780,1240210,1792070,
BEL,,,,,2283,2338,2440,2462,2592,2677,2720,2756,2783,2909,2999,,
BWA,,,,,,,,,,,,,4047,,4967,5370,
BRA,470.03,523.68,551.59,580.05,571.46,,634.52,680.55,735.16,781.87,860.03,940.52,1021.4,1107.07,1204.29,,
BGR,,,,,,256.333,272.5,289.667,302.583,321.417,355.667,393.083,469.083,596.75,672.75,717.833,
KHM,,,,,,,,,,187576,,,333916,,355560,,
CAN,,,2911.91,2954.55,3031.47,3129.79,3226.38,3286.57,3343.82,3414.06,3519.75,3638.83,3753.45,3912.91,3999.8,4077.41,4142.1
COL,268634,325746,405830,491450,507983,502015,,510819,580873,636941,695383,716076,895364,1003450,974912,1089160,
CRI,73294.2,83949.7,95788.5,117439,123181,138273,161366,177789,187437,205300,224695,253971,298172,339125,390767,425637,
HRV,,,,,,,,,5868,6206,6492,6909,7344,7892,8033,8044,
CYP,,,,,1469,1572,1652,1729,1837,1912,2013,2100,2168,2267,2336,,
CZE,,,,,,,,,,,24271.1,25593.1,27488.8,29628.5,29952.6,30192.1,28233.6
COD,,,,,,,,,,,12293,,,,,,
DNK,,,,,,,,,,,,,,,38031.8,39297.4,
ECU,197.029,205.081,232.19,204.359,127.807,130.45,189.25,269.68,273.84,337.74,330.92,333.9,384.22,402.69,421.06,456.17,488.69
EGY,,442,472.333,498.333,641.333,732.333,680.333,723.667,775.667,836.333,931.667,1022.67,1131,,,,
SLV,,,,,248.949,261.405,268.542,277.566,,255.12,270.6,260.18,281.65,284.37,303.52,292.06,
EST,,,,,,,,,,,611.941,735.726,898.882,979.803,,,
FIN,11972,12426,12566,12984,13363,14111,2441,2523,2621,2708,2813,2922,3035,3185,3288,3358,
FRA,,,,2282.16,2312.7,2320,2380,2600,2670,2610,2690,2760,2850,2955,2988,,
GEO,,,,,90.9,95.9117,125.2,150.1,163,200.8,267.9,362,475.572,678.436,690.806,742.79,
DEU,2470,2539,2580,2639,2713,2732,2800,2889,2972,3034,3088,3138,3211,3294,3320,3416,3508
GHA,,,,,,,,,,,105.733,,,,,,
GTM,,,,,,,,,,,,,,,,,2086.96
GUY,,,,,,,,,,2525.42,2593.92,2690.33,2740.67,,,,
HND,1308.08,1575.99,1973.69,2400.77,2960.25,,3892.46,4105.89,4283.47,4501.81,4964.85,5343.04,6012.54,6742.3,7249.09,7050.81,
ISL,,,,157000,170000,191000,211000,221000,234000,245000,278000,301000,332000,352000,360000,374000,393000
IRQ,,,,,,,,,,,,,357000,,,,
IRL,,,,,,,,,2881.88,,,3376.62,3434.86,,,,
ISR,4977.51,5596.19,6611.96,7087.62,7740.9,8146.77,8642,8645,8416,8459,8575,8712,9267,9627,9527,9720.1,
JPN,,,,,367200,370300,373500,367700,368600,333900,372100,372700,372400,369300,354600,360000,
JOR,320,333,344,359,,234,238,246,249,250,273,291,315,364,379,403,
KAZ,,,,,,,,,28476,34647.8,41839.6,49737.3,62629.2,73507.6,81366,92764,
LVA,,,,,,,,,,235.842,249,296,385,492,515,480,494
LBN,,,,,,,,,,,,,,,702000,,
LTU,624,714,925,1161,1186,1170.32,1180.82,1243.43,1296.32,1365.75,1492.25,1742.8,2114.2,2387.1,2205.1,2151,
LUX,2762,2809,2865.67,2928.08,3025.25,3143.92,3319,3385.42,3483.5,3565.17,3699.33,3826.25,3961.92,4114,4203,4316,4212
MLT,,,,,,952.754,985.844,1039.11,1044.15,1033.65,1070.58,1104.19,1155.6,1208.86,1213.81,1255.6,1318.72
MEX,1557.35,1840.28,2273.39,2689.65,3166.96,3936.91,4410.63,4657.35,4921.82,5162.12,5330.36,5654.98,6071.33,6188.42,6186.39,6243.12,6191.62
MNG,,,,,,64700,69200,75800,86900,98300,110000,138125,186700,291250,322575,370375,470000
MMR,,,,,,2575.91,3618.85,3969.68,4354.83,5699.03,6080.36,17922.7,25309.1,34424.9,,,
NPL,,,,,2389,,,,,,,,,5721,,,
NLD,,,,,,,,,,,,2526,2571,2649,2783,2806,
NZL,,,,2951,2980,3015,3167,3198,3383,3484,3759,3785,4104,4244,4298,4461,4582
NOR,,,21606,23227,24200,25408,26600,28279,29205,30217,31201,32672,34570,36700,37800,39300,40800
OMN,,,,,,,,,,,,177,197,218,229,229,
PAK,2375,,3140.18,3162.44,,3327.77,,3653.82,,4329.43,,5248.82,6100.15,7009.81,7997,9017,10211
PAN,494.968,495.73,511.904,489.484,507.136,528.984,498.342,507.479,514.521,505.036,493.649,512.051,508.812,532.427,578.142,615.636,
PRY,682836,705829,847592,,935662,975588,,981016,1135880,1068100,1249880,1314990,1388700,1555140,,,
PER,740.1,,1006.41,1148.78,1357.14,1245.27,1284.86,1257.81,1245.48,910.17,927.19,955.25,1029.71,1137.56,1208.82,1240.46,
PHL,,,,,,,5713,5826,5963,6051,6412,6906,7011,7282,7581,7947,8175
POL,831.35,943.26,1278.06,1440.87,1990.93,,2429.94,2425,,2571.64,,2903.68,,3557.24,,3831.73,
PRT,655.55,694.3,717.769,763.35,788.791,817.873,,901.102,941.53,971.328,1003.01,1034.48,1065.97,1112.45,1138.85,,
QAT,,,,,,,,,,,,5611,6884,8100,8484,,7882
KOR,1381770,1536020,1635360,1579340,1734650,1884550,1975780,2193340,2406380,2557510,2719260,2870930,,,,,
ROU,,,,,,,,,727,886,1037,1222,1468,1814,1906,2007,
SGP,2517,2646,2781,3141,3222,3518,3606,3632,3698,3825,3962,4081,4335,4560,4436,4686,4964
SVK,,,,,,,,,,,21503.3,22686.3,24726.7,26318.4,913.08,941,966
SVN,,,,,,,,,,275426,1216.31,1284.39,1370,1481,1499,1574,
ESP,,,,,,,,,,1721,1775,1845,1914,1990.86,2063.5,2096.53,2118.46
LKA,,,3157.05,3580.2,3726.45,4096.95,4407,5120.7,5382,5894.85,6257.55,6963.45,7659.6,9319.05,,,
SWZ,1087,1192,1564,1661,1962,1791,,,,,,,,,,,
SWE,17300,18600,19600,20400,21200,22500,23300,24100,24800,25700,26400,27100,28000,29400,30100,30600,31200
CHE,,6057,,6259,,6487,,6773,,6975,,7234,,7560,,7690,
