ISO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,1.05182,,1.07323,,1.02756,1.00275,0.9963,0.99849,0.99717,1.01246,1.00479,1.00026,1.00563,1.01057,
DZA,,1.00056,0.98395,0.9909,,0.99021,0.96634,0.96244,0.97439,,0.91826,0.98407,0.93145,1.02271,,
AGO,,,,,,,,,,,0.81041,0.90333,1.03526,1.47389,,
ATG,,,,,,,,,,0.99104,0.96014,,,0.98123,0.91512,
ARG,1.02413,1.02521,1.01875,1.01769,1.01571,1.01047,1.01282,1.01698,1.01468,1.01816,1.02455,1.01919,1.01644,1.01711,,
AUS,,,,0.99845,1.00455,0.9987,0.99841,0.99959,0.97177,0.98124,0.97933,0.98641,0.98453,,,
AZE,,0.89352,0.96527,0.95647,0.94278,0.91576,0.91746,0.95086,0.97396,1.00856,1.02454,1.0169,0.97573,0.97295,0.99234,
BHS,,1.07777,,,0.97735,,,,,,,,,,,
BHR,,0.9174,0.93076,0.92885,0.93369,0.95244,0.98247,1.0158,1.04331,,1.01111,1.00191,1.00883,1.03757,1.01196,
BGD,,,,,,1.01171,1.00958,,,,,1.0155,0.99344,0.97916,,
BRB,,1.06616,1.13516,1.15948,1.13552,1.09597,1.03844,1.02423,1.05787,1.01413,1.02746,0.9907,1.02138,1.01669,,
BLR,,0.94283,0.9464,,0.98428,0.98619,0.98501,0.98505,0.98777,0.98967,0.98877,0.98789,0.99519,0.99057,0.98804,
BEL,,0.98774,0.99396,0.99899,1.00006,0.99364,0.99792,0.99933,0.99773,1.00005,0.99884,1,1.00037,1.00053,0.99996,
BLZ,,1.01518,0.95967,1.05797,,1.06914,0.94602,1.08992,1.09724,1.0637,1.04198,1.04246,1.06722,1.00429,1.0056,
BEN,,0.92358,0.92405,,,0.92855,0.9798,0.99935,,,,,,0.99321,0.99313,
BTN,0.96383,0.91798,1.10053,,,,,,,,,,,,,
BOL,1.02327,1.01679,1.02008,1.01707,1.02357,1.01268,1.01487,,1.0162,1.00534,1.01101,1.00326,1.00534,0.99366,,
BIH,,,,,,,,,,,,,1.00283,0.9743,0.98441,
BWA,,,,,,,,1.01019,1.04914,1.05502,0.9469,1.0375,,,,
BRN,,,,,,,,1.01195,1.01041,1.02349,1.01798,1.0176,0.99939,0.9908,1.00726,
BGR,,0.98885,0.99797,0.98924,0.98978,0.98546,0.99208,0.99595,0.99857,0.99141,0.98888,0.98966,0.98804,0.99183,0.99164,
BFA,,,,,,,,,,,,0.99822,,1.00703,,
BDI,,,,,,,,,,,,1.02057,0.96688,1.00606,1.01594,
