ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,94.003,94.351,93.898,,92.921,,,,,,,,,,
DZA,88.303,87.81,87.299,,89.804,90.723,93.19,94.65,95.232,95.849,95.748,95.327,94.728,95.542,97.959,,,,
AGO,,,,57.731,,,,,,,,,,90.935,91.817,93.064,96.8,,
ATG,,,,,,,,,,,,,92.221,92.95,93.788,92.864,89.478,86.679,
ARG,,,,,99.778,,,,99.848,,,,,,,,,,
ARM,,,,,,,,86.081,83.981,79.397,84.177,86.275,88.975,,,,,,
AUS,94.267,94.637,94.252,94.129,93.819,93.883,93.711,94.273,94.126,94.239,94.374,94.462,95.958,96.011,96.23,96.185,96.13,96.623,
AZE,77.744,89.107,90.603,89.315,92.103,88.463,86.092,85.888,85.744,85.807,86.304,86.559,83.756,84.295,86.239,85.28,88.406,90.327,
BHS,,,,,92.149,,,,,94.024,97.764,96.048,,97.674,93.566,,,,
BHR,,,,,99.764,,,,,,,,,,,,,,
BGD,,,,,,,,,,,92.436,92.809,,92.467,90.989,94.034,,,
BRB,,,,,92.95,91.739,90.875,89.542,89.25,88.529,88.181,90.616,89.825,92.605,92.043,94.968,97.411,,
BLR,87.995,,,,,,,,,,,,,,92.24,91.48,91.062,94.245,
BEL,96.417,96.89,,,99.04,99.09,99.057,99.045,98.315,96.666,96.529,97.122,98.37,98.814,98.913,98.924,98.915,98.924,
BLZ,,,,,99.834,99.747,98.653,,98.223,97.887,96.379,98.666,98.072,99.493,99.283,98.373,99.854,98.438,
BEN,72.441,74.26,77.142,,,,,,,,,93.801,,94.805,99.953,,99.863,,
BTN,,,,58.879,59.615,62.099,65.52,,,,73.133,76.718,,81.534,85.866,87.702,88.374,90.373,
BOL,,,,95.099,94.495,93.47,92.283,92.981,92.949,,,93.935,93.005,90.325,92.16,89.301,86.698,,
BWA,75.058,75.488,,78.181,77.908,79.124,80.875,81.409,81.426,83.774,81.695,83.09,82.367,82.176,83.416,,,,
BRN,,,,,,,,,,,,,,97.248,97.503,96.46,96.355,96.191,
BGR,,95.434,96.022,99.145,98.876,98.688,99.123,97.919,97.7,97.148,93.871,92.403,95.632,97.286,98.477,99.088,97.793,96.32,
BFA,37.925,,,41.464,41.813,42.936,43.804,42.213,44.516,47.119,51.101,54.567,59.794,65.4,67.789,62.948,67.504,68.455,
BDI,,,,,,44.736,54.511,54.301,57.494,57.583,60.518,75.618,82.328,92.308,89.366,94.111,,,
KHM,,,89.348,91.125,91.981,97.509,,,99.65,,,99.022,,99.752,,98.517,,99.68,
CMR,,,,,,,,,,,,,,,,,,97.106,
CAN,94.887,95.841,,98.554,99.717,,,,,,,,,,,,,,
CPV,,,,,,,99.706,99.435,99.378,97.445,96.681,95.533,94.67,94.155,94.89,95.694,96.978,98.834,
CAF,,,,,,,,,,,57.538,58.164,68.263,78.278,79.077,81.55,78.622,80.911,
TCD,,,54.663,60.323,61.417,62.33,63.024,67.025,68.23,,,,,,,,71.924,,
CHL,,,,,,,,,,,,,95.306,95.868,93.73,94.047,93.123,92.687,
CHN,88.672,87.585,87.024,,,,,,,,,,,,,,,,
COL,,,,,94.889,96.49,,93.229,,,95.765,94.738,93.445,93.259,92.856,91.336,89.879,86.556,
COM,,,,,73.648,82.535,,,,,,,86.428,,,,,,
COG,,,,,,,,,,,47.993,58.938,,,,89.443,,87.746,
CRI,,,,,,,,,,,,,,,,,94.585,92.44,
CIV,,63.323,64.919,,67.849,67.919,72.716,74.171,66.326,,,,,,67.364,,,,
HRV,,,,85.748,93.87,93.93,94.642,95.664,96.053,,98.25,98.415,98.257,95.349,91.315,94.274,96.874,97.857,
CUB,96.099,98.668,98.755,98.531,98.834,98.27,97.705,96.983,95.119,95.382,95.517,96.005,99.249,99.73,,99.998,98.223,96.364,
CYP,96.29,96.36,96.199,,98.029,97.755,97.279,98.248,98.461,98.823,99.582,99.523,99.437,99.242,99.429,99.115,99.315,98.016,
PRK,,,,,,,,,,,,,,,,,,,97.903
COD,78.491,,,,37.135,,,,,,,,,,,,,,
DNK,98.161,98.254,,,97.627,97.548,,,,97.79,95.617,95.837,96.322,95.381,95.283,95.198,97.209,97.703,
DJI,30.326,30.369,29.085,,29.383,28.979,31.68,33.323,,38.122,40.444,44.986,49.241,53.528,52.955,,62.44,,
DMA,,,,,,,,,,97.185,94.113,91.778,93.515,94.632,95.61,94.996,,,
DOM,,,,,82.461,83.441,,91.569,89.064,80.778,82.457,80.339,87.312,83.912,98.36,94.219,91.979,89.974,
ECU,93.688,94.424,96.703,96.894,96.713,97.869,,,,,,,,,95.75,96.15,96.279,95.99,
EGY,,,,,98.037,98.695,99.793,99.778,99.749,99.998,,,,,,,,,
SLV,,,,69.307,,84.395,85.197,87.347,87.985,,93.87,93.907,93.527,93.379,93.4,94.426,94.886,94.535,
GNQ,,,,,,75.67,81.301,79.933,76.497,,,,,56.918,56.612,56.846,59.361,62.386,
ERI,24.239,25.579,25.874,,31.005,35.497,36.922,41.362,45.063,46.976,47.671,46.226,41.436,38.357,35.158,33.017,34.913,36.364,
EST,87.722,91.281,,99.495,99.958,99.973,99.983,,97.517,97.231,97.198,96.779,95.561,96.282,96.489,97.078,95.808,96.252,
ETH,26.576,32.04,,40.684,42.717,46.369,50.202,52.043,52.372,54.243,64.612,71.823,,,,,,,
FJI,95.451,93.653,94.054,94.7,93.988,94.688,97.499,,98.233,98.997,,98.182,,,98.815,,97.938,,
FIN,98.42,98.224,98.786,99.758,,,99.69,99.51,98.885,97.988,97.428,96.709,97.185,97.65,97.638,97.866,98.222,98.778,
FRA,96.951,98.893,99.095,,99.64,99.453,98.939,98.526,98.242,97.766,99.046,99.109,99.138,99.05,98.967,98.957,98.484,98.314,
GAB,,,92.248,,,,,,,,,,,,,,,,
GMB,,66.179,,68.805,80.299,76.572,76.247,74.102,75.69,74.525,71.053,75.593,75.146,70.474,74.464,70.244,69.431,71.391,
GEO,84.537,83.385,85.717,,,,,,,92.676,91.972,94.381,96.278,,,,,98.027,
DEU,,,,,,,98.965,97.231,96.959,97.914,98.528,,,,,,,99.281,
GHA,,,,,63.262,66.568,60.726,63.035,65.04,60.308,67.773,66.777,72.312,77.704,76.43,,83.771,83.54,
GRC,89.879,88.796,88.878,95.317,95.861,97.457,96.771,98.543,99.671,,99.927,99.644,99.334,,,99.311,99.25,,87.479
GRD,,,,,,86.515,94.949,97.028,,98.447,89.934,,92.903,95.126,95.741,,,,
GTM,,,78.128,,87.761,90.107,89.129,92.049,,96.25,97.402,98.609,99.158,98.536,99.715,98.788,95.645,,
GIN,,,,48.115,50.175,52.456,55.701,63.619,66.929,69.839,71.441,73.142,74.945,73.864,75.17,78.518,81.64,81.134,
GNB,,,,,,57.925,,,,,,,,,,72.518,,,
GUY,96.067,91.189,,,,,,,97.37,,,,,86.405,78.833,78.167,75.407,70.373,
HTI,,,57.63,,,,,,,,,,,,,,,,
HND,,,,,,88.058,,,92.428,94.623,91.059,95.365,92.141,95.13,95.512,94.755,96.494,93.235,
HUN,,79.52,87.737,95.828,96.069,96.476,96.799,96.873,95.868,95.468,96.393,96.771,96.644,97.846,98.354,98.187,97.597,96.478,
ISL,,97.633,97.917,99.214,,,,,,98.777,98.949,98.482,97.88,98.545,99.158,98.561,98.221,,
IND,,,,,,92.735,92.07,91.447,92.23,,,,,,,,,,
IDN,97.028,95.198,95.104,,,,98.112,97.259,97.116,96.342,95.857,97.208,99.861,97.986,98.628,97.271,94.66,94.717,
IRN,,,95.961,,88.281,87.338,,96.596,95.628,98.621,98.108,,,,,,,,
IRQ,,79.561,,,95.16,94.012,,,99.467,98.369,,,97.171,,,,,,
IRL,88.523,88.357,89.381,99.54,,99.664,98.931,,,,,,,,,99.561,99.084,99.663,
ISR,,,,,97.816,98.056,98.236,97.908,97.988,97.415,97.224,96.619,96.854,96.874,96.662,97.029,96.693,,
ITA,,,,,,99.78,99.784,99.698,99.752,99.323,99.711,99.667,99.668,99.638,99.611,99.645,99.473,,
JAM,,,,,92.68,93.89,93.093,92.107,90.483,91.658,,,,,,,,,
JOR,,,,,96.494,,,,,,,,,98.441,,98.097,98.339,97.869,
