ISO,1990,1995,2000,2005,2010
AFG,79.58,82.57,82.37,59.77,36.99
ALB,3.59,1.83,0.83,0.52,0.43
DZA,15.99,12.9,9.24,6.38,4.69
AND,0.33,0.3,0.32,0.33,0.3
AGO,307.13,278.27,218.39,151.49,110.62
ATG,5.13,3.75,2.26,1.87,1.71
ARG,5.29,3.77,2.32,1.73,1.51
ARM,12.45,13.03,6.54,4.16,3.35
AUS,0.18,0.29,0.31,0.32,0.28
AUT,0.07,0.06,0.11,0.24,0.3
AZE,17.24,18.04,12.15,6.2,3.26
BHS,6.6,4.96,2.23,1.5,1.16
BHR,3.3,4.13,4.03,3.76,2.66
BGD,82.68,54.38,29.06,17.99,13.6
BRB,3.59,3.33,2.67,2.26,1.88
BLR,2.03,2.58,2.68,3.04,2.72
BEL,0.75,0.72,1,1.32,1.08
BLZ,13.77,9.18,8.92,6.68,5.75
BEN,92.54,81.5,69.08,50.58,41.64
BTN,68.16,45.01,30.28,20.48,14.78
BOL,87.84,62.14,39.91,26.43,20.26
BIH,1.76,1.3,0.6,0.34,0.26
BWA,51.91,46.63,45.14,36.88,24.7
BRA,26.79,16.92,9.48,6.3,4.72
BRN,2.12,2.04,2.13,2.2,2.36
BGR,0.98,0.88,0.78,0.52,0.41
BFA,210.89,195.32,140.56,99.79,98.82
BDI,152.54,149.37,137.68,119.65,98.7
KHM,49.37,47.77,41.12,20.53,12.58
CMR,91.92,99.82,85.27,62.65,54.8
CAN,0.25,0.24,0.6,1,0.75
CPV,48.94,42.6,30.62,22.86,17.33
CAF,269.04,281.7,294.72,281.23,280.37
TCD,211.45,212.95,207.01,171.59,154.93
CHL,4.99,2.7,1.79,1.27,1.03
CHN,6.5,5.07,2.48,0.93,0.41
COL,10.61,11.39,7.4,5.32,4.22
COM,75.4,65.59,59.17,51.41,48.84
COG,113.76,128.41,115.73,95.37,84.73
CRI,6.02,4.89,3.68,2.74,2.12
CIV,129.7,135.73,107.43,96.8,94.75
HRV,0.45,0.38,0.3,0.26,0.2
CUB,4.87,6.44,3.17,2.02,1.71
CYP,0.89,0.74,0.83,0.92,1.07
CZE,0.35,0.22,0.16,0.2,0.26
PRK,4.91,4.01,3.47,2.71,2.23
COD,158.24,169.77,166.91,141.62,142.66
DNK,1.69,1.2,1.08,1.37,1.26
DJI,67.44,68.35,64.36,51.22,42.93
DMA,4.3,3.39,2.19,1.94,1.81
DOM,37.12,23.42,11.21,7.79,5.8
ECU,36.03,22.02,12.11,6.7,4.49
EGY,49.22,31.78,15.36,8.92,5.82
SLV,62.46,38.33,17.58,9.04,6.71
GNQ,297.44,240.76,131.01,80.66,67.13
ERI,229.02,163.22,111.01,97.32,94.82
EST,1.08,0.86,0.44,0.27,0.18
ETH,161.56,133.41,94.03,64.28,48.67
FJI,10.55,9.63,10.6,11.61,12.1
FIN,0.82,0.55,0.48,0.59,0.61
FRA,0.74,0.77,1.37,1.71,1.56
GAB,78.06,77.96,83.68,80.12,71.39
GMB,77.56,70.45,58.21,42.71,34.38
GEO,5.78,5.51,2.73,1.22,0.9
DEU,0.38,0.31,0.54,0.99,1.38
GHA,68.81,58.83,47.68,34.93,28.18
GRC,0.15,0.08,0.08,0.1,0.12
GRD,7.2,6.21,6.05,5.14,3.64
GTM,150.17,91.3,60.14,45.47,36.18
GIN,107.07,96,81.88,56.84,53.25
GNB,146.56,139.32,129.77,95.06,78.19
GUY,38.18,36.6,27.06,23.24,18.52
HTI,190.59,146.57,103.16,82.81,68.83
HND,92.12,79.31,60.1,44.91,37.47
HUN,0.21,0.22,0.21,0.24,0.25
ISL,0.76,0.72,0.55,0.47,0.49
IND,103.66,89.48,88.93,82.93,62.06
IDN,38.89,25.44,26.6,25.03,19.09
IRN,10.52,7.34,3.75,2.21,1.88
IRQ,15.19,15.09,11.59,9.47,7.89
IRL,0.19,0.19,0.23,0.32,0.43
ISR,1.04,0.8,1.34,1.54,1.28
ITA,0.19,0.11,0.11,0.18,0.21
JAM,14.3,10.09,8.68,7.29,6.41
JPN,0.59,0.67,0.8,0.89,0.9
JOR,3.4,2.76,2.27,1.64,1.32
KAZ,12.67,14.62,7.47,4.78,4.01
KEN,65.01,62.89,66.79,61.19,48.11
KIR,228.05,184.29,82.97,55.85,49.93
KWT,1.4,0.56,0.37,0.37,0.39
KGZ,18.86,17.55,11.98,7.23,6.25
LAO,89.96,68.99,54.22,42.38,31.16
LVA,1.06,1.21,0.39,0.21,0.13
LBN,4.95,3.36,2.13,1.65,1.26
LSO,108.2,99.64,101.94,111.69,114.2
LBR,184.27,166.99,128.05,82.84,81.5
LBY,7.66,3.99,3.53,3.17,2.66
LTU,0.88,0.68,0.29,0.22,0.16
LUX,0.46,0.71,1.47,1.58,1.21
MKD,11.02,5.97,2.67,1.73,1.32
MDG,133.18,110.39,79.18,67.29,59.23
MWI,201.26,167.09,133.93,97.21,83.86
MYS,4.11,3.1,2.2,1.78,1.61
MDV,14,7.03,5.9,3.56,2.16
MLI,165.7,136.14,114.7,77.91,66.75
MLT,0.37,0.37,0.35,0.29,0.33
MHL,55.99,57.42,42.69,34.67,28.74
MRT,123.92,106.69,93.91,71.44,56.61
MUS,10.02,4.37,2.2,1.86,1.94
MEX,36.39,16.83,8.71,5.69,4.62
FSM,81.31,77.24,53.73,42.53,37.58
MNG,9.12,8.63,7.13,5.85,4.49
MNE,0.55,0.46,0.3,0.21,0.16
MAR,24.31,17.51,11.22,7.69,5.68
MOZ,156.99,133.8,106.59,86.32,70.28
MMR,126.59,105.37,75.17,50.13,32.92
NAM,95.08,82.55,86.92,80,60.95
NPL,100.11,79.91,58.68,41.9,33.3
NLD,0.26,0.34,0.68,0.88,0.84
NZL,0.3,0.19,0.22,0.26,0.26
NIC,61.64,38.2,19.62,12.45,10.26
NER,292.03,248.38,203.57,143.94,123.98
NGA,117.56,96.3,78.12,58.61,47.48
NOR,0.58,0.62,1.25,1.94,2.27
OMN,6.14,4.35,3.63,3.38,4.78
PAK,66.25,60.11,50.09,42.74,38.96
PAN,13.18,7.54,4.76,4.79,4.66
