ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,99.4981,,,,,,,99.1213,,,98.8562,,
DZA,,,,,,,,86.134,,,,89.1382,,,,,,,
AGO,,,,,,,63.1821,,,,,,,,,,,,
ARG,,,,,,,99.1277,,,,,,,,,,,,
ARM,,,,,,,99.8617,,,,,,,,,,,,
AZE,,,,,99.9015,,,,,,,,100,,99.9458,,,,
BHR,,,,,,,97.2506,,,,,,,,,97.5823,,,
BGD,,,,,,,60.2562,,,,,,,,,,,,
BLR,,,,,99.8282,,,,,,,,,,99.8474,,,,
BEN,,,,,,,,33.238,,,,30.7866,,,,,,,
BTN,,,,,,,,,,,67.9643,,,,,,,,
BOL,,,,,,,96.1146,,,,,,99.1446,98.8794,99.0843,,,,
BIH,,,,,,99.8436,,,,,,,,,,,,,
BWA,,,,,,,,,95.596,,,,,,,,,,
BRA,,,,,,95.719,,,,97.9039,,98.3617,98.5594,98.5311,98.692,98.3187,,,
BRN,,,,,,,98.9122,,,,,,,,,,,,
BGR,,,,,,,98.1098,,,,,,,,,,97.6511,,
BFA,,13.9853,,,,,,,24.8114,,26.4829,,33.1253,,,,,,
BDI,,,,,,70.3653,,,,,,,,88.1134,,,,,
KHM,,,,71.0716,,,,,,78.896,,,,85.5346,85.8687,,,,
CMR,,,,,,77.9625,,,,,,,77.482,,,76.4209,,,
CAF,,,,,,49.0193,,,,,,,,,,,,,
TCD,,,,,,23.2354,,,,30.7749,,,,,,,,,
CHL,,,,,,,,99.1833,,,,,,99.1958,98.89,,,,
CHN,,,,,,98.5049,,,,,,,,,,99.593,,,
COL,,97.5667,,,,,,,,98.4107,98.3749,98.1949,98.419,98.4269,98.4347,98.5172,98.7243,,
COM,,,,,,77.5576,,,,,,,,,,,,,
CRI,,,,,,98.0384,,,,,,,,,,,,,
CIV,,,,39.8491,,52.1252,,,,,,,,,,,,,
HRV,,,,,,,99.6532,,,,,,,,,,,,
CUB,,,,,,,,99.9537,,,,,,,,,,,
CYP,,,,,,,99.8152,,,,,,,,,,99.8383,,
PRK,,,,,,,,,,,,,,99.9998,,,,,
COD,,,,,,,63.0907,,,,,,53.2502,,,,,,
DOM,,,,,,,,95.4171,,,,,96.9307,,,97.8835,98.0536,,
ECU,,,,,,,96.4934,,,,,,95.6289,,96.8455,98.8541,98.8053,,
EGY,,66.9315,,,,,,,,,78.95,81.7514,,,,84.3069,,86.0516,
SLV,,,,,,,,,,,,95.4533,93.8895,96.4833,95.3236,96.3857,,,
GNQ,,,,,,96.6242,,,,,,,,,,,,,
ERI,,,,,,,,69.4834,,,,,,,,,,,
EST,,,,,,99.8134,,,,,,,,,,,,,
ETH,,,,,,,,,,,33.2998,,47.0411,,,,,,
GMB,,,,,,41.3943,,,,,,,,,,,,,
GEO,,,,,,,,99.8624,,,,,,,,,,,
GHA,,,,,,65.4887,,,,,,,,,,83.2345,,,
GRC,,,,,,,98.9912,,,,,,,,,,,,
GTM,,,,,,,,78.3907,,,,,,,,,,,
GIN,,13.4728,,,,,,,34.069,,,,,,,21.7967,,,
GNB,,,,,,45.9036,,,,,,,,,,,,,
GUY,,,,,,,,,,,,,,,93.6702,,,,
HTI,,,,,,,,,80.6895,,,70.4808,,,,,,,
HND,,,,,,,90.9103,,,,,,95.0545,,,95.8775,96.9261,,
IND,,,,,,,67.7466,,,,,74.3557,,,,,,,
IDN,,,,,,,,,,98.5422,,96.2724,,99.3824,99.3966,,98.7518,,
IRN,,90.5566,,,,,,,,,96.7375,96.1321,,98.5162,,,,,
IRQ,,,,,,80.4868,,,,,,,,,,,,,
ITA,,,,,,,99.8201,,,,,,,,,,,,
JAM,,,,,96.2955,,,,,,,,,,,,,,
JOR,,,,,,,,,98.9133,,99.0235,,98.9466,,,98.7663,99.2532,,
KAZ,,,,,99.8747,,,,,,,,,,99.8651,,,,
KEN,,,,,,91.9426,,,,,,,81.6326,,,,,,
KWT,90.1848,,,,,,,,,,99.7876,98.4993,98.5078,98.7394,,,,,
KGZ,,,,,99.7413,,,,,,,,,,99.7996,,,,
LAO,64.0544,,,,,73.5606,74.6824,,,,78.7398,,,,,,,,
LVA,,,,,,99.7833,,,,,,,,,,,,,
LBN,,,,,,,,,,,,,99.0823,,,,,,
LSO,,,,,,97.4961,,,,,,,,,92.0939,,,,
LBR,,,,,,,,,,,,,37.1703,,,,,,
LTU,,,,,,,99.7424,,,,,,,,,,,,
MKD,,,,,,,,98.4854,,,,,,,,,,,
MDG,,,,,,68.1862,,,,,,,,,63.9671,,,,
MWI,,,,70.7007,,,,,,,,,,,,69.9817,,,
MYS,,,,,,97.2677,,,,,,,,,,98.4583,,,
MDV,98.2986,,,,,98.2986,,,,,,99.3606,,,,,,,
MLI,,,,16.8607,,,,,,,,30.7985,,,,33.9457,38.8111,,
MLT,97.8065,,,,,,,,,,99.1107,,,,,,,,
MRT,,,,,,55.4837,,,,,,,,,,,,,
MUS,,,,,,95.3619,,,,,,,,,,,,,
MEX,,,,,,96.4824,,97.2721,,97.6079,97.6279,97.6917,98.1161,98.3564,98.3816,98.4921,98.5067,,
MNG,,,,,,98.4319,,,,,,,,,,,,,
MAR,,,,,,,,,,60.4929,,,,69.8981,72.1452,,74.0343,,
MOZ,,,36.5531,,,,,,50.0389,,,,,,56.5401,,,,
MMR,,,,,,93.4712,,,,,,,,,,,,,
NAM,,,,,,,93.4799,,,,,,90.6154,,,,,,
NPL,,,,,,,60.1438,,,,,,,,,,77.4687,,
NIC,,,,,,,88.8179,,,,88.8425,,,,,,,,
NER,,,,,,,14.2336,,,,23.1974,,,,,,,,
NGA,,,,,,,,,60.5094,,,,,57.9539,,,,,
OMN,,,,,,,,,96.6615,,,,,97.625,,98.1651,,,
PAK,,,,43.1141,,,,,,,53.0886,58.3706,,61.2499,61.4627,,,,
PAN,,,,,,95.6227,,,,,,,,,,97.3369,,,
PNG,,,,,,64.0581,,,,,,,,,,,,,
PRY,,,,,,,,,,,,,98.7792,98.2323,98.9883,98.7288,,,
PER,,,,,,,,,,95.656,96.2878,96.9576,96.7052,,,,,,
PHL,,,,,,95.7203,,,96.5806,,,,,98.4915,,,,,
QAT,,,95.8093,,,,,,,97.54,,,98.9652,96.885,97.9462,98.2611,,,
MDA,,,,,,99.6516,,,,,,,,,,,,,
ROU,,,,,,,,97.7795,,,,,,,,,,,
RUS,,,,,,,,99.7713,,,,,,,,99.758,,,
RWA,,,,,,76.8626,,,,,,,,,,77.9725,,,
STP,,,,,,,94.8526,,,,,,,77.3373,,,,,
SAU,,,,,,93.7131,,,,94.6757,,,,,,,,,
SEN,,,,,,,,40.9684,,,,44.5402,,,56.1914,,,,
SYC,,,,,,,,99.3744,,,,,,,,,,,
SLE,,,,,,,,,,37.3575,,,,,,,,,
SGP,,,,,,99.6045,,,,,,,,,,99.7667,,,
ZAF,,94.2885,,,,,,,,,,,98.0921,,,,99.1624,,
ESP,,,,,,,,,,,99.5021,,99.5581,99.6026,99.5573,99.6864,,,
LKA,,,,,,,96.1211,,,,,97.9392,,98.5861,,98.589,,,
SDN,,,,,,72.3314,,,,,,,,,,,,,
SUR,,,,,,,,,,94.139,,,,99.4598,,98.8021,,,
SWZ,,,,,,92.9436,,,,,,,,,,,,,
SYR,,,,,,,,92.9635,,90.2186,,,,,,,,,
TJK,,,,,,99.8497,,,,,,,,,,,,,
TZA,,,,,,,,76.202,,,,,,,,72.771,,,
THA,,,,,,97.8479,,,,,97.8789,,,,,,,,
TLS,,,,,,,,,,,,,,,,78.5684,,,
TGO,,,,,,63.5549,,,,,,67.9237,,,74.5554,,72.7081,,
TON,,99.3545,,,,,,,,,,99.555,,,,,,,
TUN,,,,,,,,,,92.2407,,,94.7246,95.7864,,96.0936,,,
TUR,,,,,,,,,,93.295,93.9602,94.1195,94.2891,,96.5702,97.1973,97.9363,,
TKM,99.8129,,,,,,,,,,,,,,,,,,
UGA,,,,,,,,76.1791,,,,81.1296,,,,85.4715,,,
UKR,,,,,,,99.8345,,,,,,,,,,,,
ARE,,,,,,,,,,,97.0017,,,,,,,,
URY,,99.0173,,,,,,,,,,99.1147,99.0191,99.3203,99.6124,99.2254,,,
UZB,,,,,,99.8945,,,,,,,,,,,,,
VEN,,,,,,,98.0663,,,,,,98.8361,,98.805,,,,
VNM,,,,,93.5863,94.0555,,,,,,,,,,,,,
ZMB,,,,,66.2268,,,66.311,,,,,58.4776,,,,,,
ZWE,,,,,,,,,,,,,,,,,92.1246,,
AAE,,,,,,91.2523,,,,,,,,,,94.0966,,,
AME,,,,,,,,,,96.7435,,93.7507,97.4235,98.5428,97.8843,98.0384,,,
ASE,,,,,,,71.0669,,,,,82.5065,,,,,,,
EAM,,,,,,95.7203,,,,,,,,,,98.4583,,,
LCM,,,,,,,,,,97.6079,,97.6917,98.1161,98.5311,98.692,98.4921,,,
SAM,,,,,,,60.2562,,,,,74.3557,,,,,,,
EAE,,,,,,76.1847,,,,,,,,,,62.5394,,,
LCE,,,,,,,,,,64.4727,,67.3944,78.914,67.1551,74.3368,68.2369,,,
SAE,,,,,,,58.9,,,,,63.1311,,,,,,,
WLD,83.9253,83.9253,83.9253,83.9253,83.9253,83.9253,83.9253,83.9253,83.9253,83.9253,86.8576,86.8576,86.8576,86.8576,86.8576,86.8576,86.8576,,86.8576
LIC,62.0529,62.0529,62.0529,62.0529,62.0529,62.0529,62.0529,62.0529,62.0529,62.0529,68.9976,68.9976,68.9976,68.9976,68.9976,68.9976,68.9976,,68.9976
LMC,73.1378,73.1378,73.1378,73.1378,73.1378,73.1378,73.1378,73.1378,73.1378,73.1378,78.5842,78.5842,78.5842,78.5842,78.5842,78.5842,78.5842,,78.5842
UMC,97.2858,97.2858,97.2858,97.2858,97.2858,97.2858,97.2858,97.2858,97.2858,97.2858,98.6304,98.6304,98.6304,98.6304,98.6304,98.6304,98.6304,,98.6304
# Series: LITRFEYT,,,,,,,,,,,,,,,,,,,
"# Name: Youth literacy rate, female",,,,,,,,,,,,,,,,,,,
"# Definition: Youth literacy rate, population 15-24 years, total (%)",,,,,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,,,
