ISO,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,1.5,,
AND,,,,,,,,17.8,,,,,,,
ARG,,,,,13.7,,,,,,,,,,
ARM,,,20.4,,,,,,,,,,,,
AUS,,,,,,,,,,,,,,41.3,
AUT,,,,,,,,,,,,,,18,
AZE,,,,,,,,,,,25.1,,,,
BHS,,0.3,,,,,,,,,,,,,
BHR,,,11.2,,,,,,,,,,,,
BGD,,,4.2,,,,,,,,,,,,
BRB,,1.1,,,,,,,,,,,,,
BLR,,,,,,,,,,,50.2,,,,
BEL,,,,,,,,,,,,,29.8,,
BLZ,,,,,,,,,,,,5.2,,,
BEN,,,,2.2,,,,,,,,,,,
BTN,,,,,,,8.9,,,,,,,,
BOL,,,,,,,,,,,,,,25.6,
BIH,,,,,,,,,,,,,6.2,,
BRA,,,,,,,,,,,,,11.4,,
BGR,,,,,,,,,,,,,,21.5,
BFA,,,,,,,,,0.2,,,,,,
CAN,,,,,,,,,,,,,47.7,,
TCD,,,,,,3.2,,,,,,,,,
CHL,,,,,,,,,,,,18,,,
CHN,,,,,,,,,,,,3.6,,,
COL,,,,,,,,,,,,,19.7,,
CRI,,,,,,,,,,,,,,20.9,
HRV,,,,,,,,,,,,,18.3,,
CUB,,,,9.4,,,,,,,,,,,
CYP,,,,,,,,,,,,,,34.1,
CZE,,,,,,,,,,,,,,17.3,
DNK,,,,,,,,,,,,,,31.1,
DMA,,,5,,,,,,,,,,,,
DOM,,,,,,,,,,,,,,10.8,
ECU,,,,,,,,,,,,11.6,,,
SLV,,,,,,,,,,,,,,11.2,
EST,,,,,,,,,,,,,,36,
ETH,,,,,,,,,,,,,1.1,,
FJI,,,,,,,,,11.8,,,,,,
FIN,,,,,,,,,,,,,32.6,,
FRA,,,,,,,,,,,,,,25.9,
GEO,,,,25.8,,,,,,,,,,,
DEU,,,,,,,,,,,,,,25.6,
GHA,,,,,,,,,,,,3.1,,,
GRC,,,,,,,,,,,,20,,,
GUY,,,,0.2,,,,,,,,,,,
HND,,,,,,,,,,,,,,4.2,
HUN,,,,,,,,,,,,,,21,
ISL,,,,,,,27.6,,,,,,,,
IDN,,,,,,,,,,,,,7.9,,
IRN,,,,,,,,,,,,,,20,
IRL,,,,,,,,,,,,,30.3,,
ISR,,,,,,,,,,,,,,44.5,
ITA,,,,,,,,,,,,,,12.8,
JPN,,,,,,,,,,,,29.9,,,
JOR,,,,,,,,,,,,16.2,,,
KAZ,,,,,,,,,25.5,,,,,,
KWT,,,,,,,,,,,,,,9.5,
KGZ,,,,,,,,,,,17.9,,,,
LVA,,,,,,,,,,,,,,27.2,
LBN,,,,,,,,,15.3,,,,,,
LSO,,,,,,,,,,1.9,,,,,
LTU,,,,,,,,,,,,,,29.3,
LUX,,,,,,,,,,,,,,36.8,
MKD,,,,12.2,,,,,,,,,,,
MWI,0.5,,,,,,,,,,,,,,
MDV,,,,,,,,1.6,,,,,,,
MLI,,,,,,,,,,,,,3.2,,
MLT,,,,,,,,,,,,,,14,
MUS,,,,,,,,,,,,,5.2,,
MEX,,,,,,,,,,,,,,16.3,
MNG,,,,,,,,,,,,23.7,,,
MNE,,,,,,,,,,,,,19.5,,
NAM,,,2.2,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,29,
NZL,,,,,,,,,,,,,34.8,,
NOR,,,,,,,,,,,,,31.4,,
OMN,,,,,,,,,,14,,,,,
PAK,,,,,,,,,,,,,7.4,,
PAN,,,,,,,,,,,,21.3,,,
PRY,,,,,,,,,,10.4,,,,,
PER,,,,,,,,,,,,,,22.1,
PHL,,,,,,,,,,24.2,,,,,
POL,,,,,,,,,,,,,,21.8,
PRT,,,,,,,,,,,,,,15.4,
QAT,,,,,,,,,,,,,,20.9,
KOR,,,,,,,,,,,,35.3,,,
MDA,,,,,,,,,,,,,,18.9,
ROU,,,,,,,,,,,,,,13.3,
RUS,,,,,,,,,,,,60.1,,,
WSM,,,3.9,,,,,,,,,,,,
SAU,,,,,,,,,,,,,,,21
SEN,,,,,,,,,,,,,3,,
SRB,,,,,,,,,,,,,,17.3,
SYC,,,,7.4,,,,,,,,,,,
SGP,,,,,,,,,,,,,,39.6,
SVK,,,,,,,,,,,,,,17.2,
SVN,,,,,,,,,,,,,,23.7,
ZAF,,,,,,,,,,,,,,6.4,
ESP,,,,,,,,,,,,,,26.9,
LKA,,,,,,,,,,,14.1,,,,
SUR,,,,,,3.5,,,,,,,,,
SWE,,,,,,,,,,,,,,29.4,
CHE,,,,,,,,,,,,,,34.8,
SYR,,,,,,,,,,,6.2,,,,
TJK,,10.6,,,,,,,,,,,,,
TZA,,,,0.9,,,,,,,,,,,
THA,,,,,,,,,,,,11.8,,,
TGO,,,,,,,,,,,2.6,,,,
TON,,,,,,,,,,,,,6.2,,
TTO,,,,,,,,,,,9.6,,,,
TUN,,,,,,,,,,,,12.5,,,
TUR,,,,,,,,,,,,,,12.9,
UGA,,,,,,,,,,,,2.9,,,
UKR,,,38,,,,,,,,,,,,
ARE,,,,,,,18,,,,,,,,
GBR,,,,,,,,,,,,,33.1,,
USA,,,,,,,,,,,,,,40.7,
URY,,,,,,,,,,,,,,10.9,
VEN,,,,,,,,,,,15.9,,,,
VNM,,,,,,,,,,,6.7,,,,
ZWE,,,,1.5,,,,,,,,,,,
# Series: EATLTOIN,,,,,,,,,,,,,,,
"# Name: Educational attainment (tertiary) of the population aged 25 and older, total",,,,,,,,,,,,,,,
# Definition: Number of students enrolled in each field over the total enrollment in tertiary education in a specific academic-year.,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,
