ISO,1990,1995,2000,2005,2010
AFG,14.87,14.83,14.8,14.35,13.41
ALB,8.2,9.39,11.51,12.37,11.7
DZA,4.21,3.84,3.74,3.81,3.77
AND,7.72,8.25,8.27,8.02,8.11
AGO,4.55,4.5,4.43,4.15,4.34
ATG,4.46,4.48,3.38,3.05,3.13
ARG,8.47,8.65,8.79,9.14,9.4
ARM,7.44,6.88,7.07,7.44,7.67
AUS,15.49,15.79,15.69,15.82,14.93
AUT,11.57,12.09,12.83,12.97,13.09
AZE,6.04,5.25,4.77,4.69,4.4
BHS,8.38,4.79,2.85,2.26,3.01
BHR,16.13,13.59,12.46,10.44,8.26
BGD,6.78,5.85,5.36,5.56,5.63
BRB,3.92,3.58,3.2,2.93,2.84
BLR,6.24,6.45,5.81,5.42,5.12
BEL,10.77,10.99,11.01,12.21,12.03
BLZ,5.26,6.03,6.06,5.75,6.01
BEN,1.64,1.54,1.56,1.49,1.54
BTN,3.23,3.08,3.14,3.17,3.09
BOL,8.48,8.94,8.64,8.06,7.64
BIH,12.65,13.66,12.29,11.55,10.64
BWA,6.16,5.12,5.2,4.43,3.38
BRA,7.71,8.13,9.09,8.89,8.55
BRN,19.65,18.99,20.91,21.19,19.98
BGR,7.8,8.04,8.01,8.29,8.39
BFA,1.87,1.69,1.71,1.63,1.65
BDI,4.06,4.05,4.18,4.42,4.51
KHM,10.73,10.89,10.82,10.48,10.36
CMR,1.87,1.72,1.7,1.58,1.63
CAN,24.68,26.73,27.13,27.13,25.82
CPV,3.96,3.83,3.59,3.37,3.26
CAF,5.16,4.89,4.37,4.19,4.39
TCD,1.58,1.46,1.52,1.45,1.48
CHL,8.67,8.62,8.48,8.62,7.87
CHN,19.42,19.5,20.69,21.37,20.76
COL,9.2,9.85,9.89,9.52,8.92
COM,4.37,4.3,4.2,4.37,4.57
COG,5.09,5.48,5.02,4.77,4.89
CRI,5.97,6.02,5.86,5.38,4.97
CIV,1.8,1.78,1.79,1.74,1.81
HRV,10.71,10.81,11.68,12.26,12
CUB,17.22,17.85,18.49,19.89,18.52
CYP,6.2,6.33,6.08,7.1,7.07
CZE,12.37,13.16,13.91,14,13.27
PRK,27.47,28.27,30.08,30.34,29.65
COD,4.1,3.97,3.82,3.9,4.13
DNK,27.99,31.38,31.5,30.89,28.78
DJI,3.48,3.49,3.59,3.68,3.63
DMA,5.23,4.1,4.38,4.14,3.64
DOM,7.82,7.91,7.73,8.07,8.35
ECU,4.34,5.11,5.15,5.03,4.9
EGY,2.72,3,3.45,3.84,4.08
SLV,4.47,4.83,5.13,5.53,5.54
GNQ,4.59,4.43,3.83,3.55,3.48
ERI,3.59,3.59,3.67,3.75,3.89
EST,9.41,9.68,9.65,9.11,7.4
ETH,4.3,4,3.77,3.59,3.5
FJI,6.49,6.84,6.52,5.75,5.51
FIN,8.62,8.66,9.02,9.33,9.09
FRA,6.67,7.23,8.64,10.12,10.31
GAB,4.64,4.64,4.34,4.37,4.52
GMB,0.72,0.94,1.1,1.01,0.93
GEO,5.36,4.43,4.52,4.95,4.55
DEU,10.41,11.26,12.48,12.85,13.57
GHA,1.78,1.61,1.54,1.51,1.56
GRC,8.83,8.77,9.36,9.44,9.51
GRD,4.16,4.98,4.33,5.1,5.14
GTM,4.6,5.36,5.44,5.2,5.22
GIN,1.98,1.96,1.93,1.83,1.93
GNB,1.93,1.77,1.78,1.84,1.85
GUY,3.48,3.83,3.2,3.22,3.37
HTI,9.18,9.37,8.49,6.68,6.5
HND,6.47,6.46,6.55,6.55,6.29
HUN,17.58,20.15,21.91,23.31,22.25
ISL,29.92,28.65,28.41,26.64,23.1
IND,3.51,3.58,3.52,4.65,5.18
IDN,11.59,12.17,12.53,12.54,12.2
IRN,9.54,8.5,6.85,5.38,5.39
IRQ,7.04,7.66,7.28,7.21,7.13
IRL,20.91,20.46,21.13,20.64,19.37
ISR,11.62,11.47,10.94,10.79,10.12
ITA,9.55,9.77,10.05,10.03,10.32
JAM,5.99,5.58,5.05,4.26,4.45
JPN,10.84,11.16,11.16,10.7,10.09
JOR,6.06,5.71,6.1,6.16,5.95
KAZ,11.21,11.31,10.45,9.55,8.6
KEN,2.25,2.18,2.07,2.04,2.07
KIR,11.55,11.32,10.38,10.51,9.73
KWT,6.08,6.42,5.22,4.89,5.2
KGZ,6.8,6.74,5.69,5.35,4.82
LAO,11.23,11.38,11.17,10.87,10.23
LVA,8.16,8.56,7.64,8,6.84
LBN,9.49,9.27,9.9,10.93,10.28
LSO,7.29,7.05,7.23,7.58,7.33
LBR,1.55,1.55,1.55,1.47,1.53
LBY,5.75,5.21,5.11,4.94,4.74
LTU,7.29,7.59,6.99,7.2,6.09
LUX,10.12,11.41,12.54,13.45,13.4
MKD,7.2,7.7,7.99,7.73,7.35
MDG,3.08,2.98,2.89,2.79,2.73
MWI,3.35,3.51,3.73,3.56,3.27
MYS,14.2,13.26,12.18,11.54,11.6
MDV,3.67,3.05,2.71,2.46,2.25
MLI,3.08,3.06,2.99,2.8,2.81
MLT,4.2,4.55,5.42,5.45,5.33
MHL,5.93,7.08,7.68,7.13,6.41
MRT,1.83,1.7,1.66,1.63,1.63
MUS,4.71,4.1,4.36,4.73,4.55
MEX,6.31,6.08,5.44,5.55,5.46
FSM,6.82,7.66,7.31,6.65,6.15
MNG,14.08,16.08,15.83,14.16,13.54
MNE,14.85,16.36,18.09,16.97,16.21
MAR,6.16,5.92,5.67,5.57,5.62
MOZ,5.77,5.9,5.55,5.89,6.1
MMR,12.99,13.53,13.16,11.92,11.09
NAM,8.86,8.95,9.46,9.37,7.98
NPL,3.41,3.55,3.78,3.81,3.81
NLD,12.61,15.18,18.34,20.75,21.13
NZL,20.52,20.82,20.23,19.38,17.76
NIC,3.73,3.94,4.25,4.56,4.22
NER,1.64,1.54,1.53,1.48,1.51
NGA,1.59,1.45,1.4,1.31,1.3
NOR,12.85,14.63,16.39,17.42,17.24
OMN,4.51,3.97,3.37,3.25,3.08
PAK,3.94,4.13,4.27,4.03,3.7
PAN,7.13,6.55,5.43,5.53,5.94
PNG,8.58,9.97,9.63,9.18,8.69
PRY,4.71,5.02,5.93,6.04,5.66
PER,8.59,9.24,8.37,7.89,7.57
PHL,14.04,11.8,11.82,11.04,10.68
POL,15.24,16.49,16.6,16.17,15.3
PRT,5.81,5.77,6.16,6.76,6.77
QAT,6.22,6.25,4.7,3.67,3.09
KOR,11.29,13.18,13.93,13.01,12.51
MDA,7.78,7.64,6.07,6.54,6.19
ROU,7.9,8.84,8.78,9.12,9.09
RUS,8.81,9.53,8.04,7.68,6.99
RWA,4.32,4.19,3.5,2.88,3.06
LCA,5.75,6.05,5.57,5.18,5.43
VCT,4.29,4.54,4.71,4.22,3.67
WSM,2.05,1.94,1.79,1.59,1.35
STP,3.21,3.34,2.92,2.62,2.6
SAU,2.62,2.25,1.97,2.06,2.18
SEN,1.9,1.73,1.75,1.67,1.82
SRB,11.67,12.65,12.88,13.95,12.93
SYC,10.2,8.49,8.17,8.5,8.47
SLE,1.75,1.61,1.62,1.58,1.67
SGP,21.2,20.55,18.84,16.02,14.6
SVK,9.96,9.06,9.16,9.33,9.23
SVN,10.89,11.39,12.66,13,12.02
SLB,7.92,9.09,8.84,8.38,7.81
SOM,3.42,3.49,3.49,3.44,3.64
ZAF,12.75,12.35,10.74,9.22,7.78
ESP,4.58,4.78,5.39,6.15,6.45
LKA,0.84,0.71,1.65,2.38,2.23
SDN,2.68,2.54,2.31,2.18,2.18
SUR,6.63,6.43,6.13,5.94,5.74
SWZ,7.55,7.07,8.07,9.76,8.9
SWE,12.2,13.23,14.59,15.83,15.37
CHE,9.87,11.1,12.07,12.77,12.05
