ISO,2012
AUS,5.57
AUT,3.09
CAN,6.48
CZE,5.26
DNK,5.36
EST,3.65
FIN,7.47
DEU,5.44
IRL,2.43
JPN,5.66
NLD,5.73
NOR,4.96
POL,3.09
KOR,2.8
SVK,2.57
SWE,7.46
USA,3.83
# Series: PICPHIFE,
"# Name: PIAAC highest scores (Level 3), problem-solving in tech-rich env., female",
"# Definition: Survey of adult skills, % who achieved highest proficiency",
# Source: Organisation for Economic Co-operation and Development (OECD),
# Data from the No Ceilings project: http://noceilings.org,
"# For more about the data, please visit http://noceilings.org/data",
