ISO,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,95.3,,
DZA,,,,,,,,46.5,,,,,,,
AND,,,,,,,,92,,,,,,,
ARG,,,,,89.8,,,,,,,,,,
ARM,,,97.9,,,,,,,,,,,,
AUS,,,,,,,,,,,,,,99.9,
AZE,,,,,,,,,,,98.4,,,,
BHS,,98,,,,,,,,,,,,,
BHR,,,80.3,,,,,,,,,,,,
BGD,,,47.2,,,,,,,,,,,,
BRB,,86.2,,,,,,,,,,,,,
BLR,,,,,,,,,,,96.3,,,,
BEL,,,,,,,,,,,,,92.9,,
BLZ,,,,,,,,,,,,90.5,,,
BTN,,,,,,,47.7,,,,,,,,
BOL,,,,,,,,,,,,,,57.7,
BIH,,,,,,,,,,,,,74.3,,
BRA,,,,,,,,,,,,,75.4,,
BFA,,,,,,,,,5.2,,,,,,
KHM,,,,,,,,,,,35.6,,,,
TCD,,,,,,8.5,,,,,,,,,
CHL,,,,,,,,,,,,84.4,,,
CHN,,,,,,,,,,,,93.4,,,
CRI,,,,,,,,,,,,,,79.9,
HRV,,,,,,,,,,,,,96.8,,
CUB,,,,85.9,,,,,,,,,,,
CYP,,,,,,,,,,,,,,94,
CZE,,,,,,,,,,,,,,99.9,
DNK,,,,,,,,,,,,,,96.4,
DMA,,,89,,,,,,,,,,,,
DOM,,,,,,,,,,,,,,64.6,
ECU,,,,,,,,,,,,71.9,,,
SLV,,,,,,,,,,,,,,55.5,
ETH,,,,,,,,,,,,,24.6,,
FJI,,,,,,,,,79.4,,,,,,
FRA,,,,,,,,,,,,,,98.4,
GEO,,,,98.2,,,,,,,,,,,
DEU,,,,,,,,,,,,,,99.9,
GHA,,,,,,,,,,,,64.7,,,
GRC,,,,,,,,,,,,93.4,,,
GTM,,,,,,,,,,,,,,51.6,
GUY,,,,67.5,,,,,,,,,,,
HND,,,,,,,,,,,,,,53,
HUN,,,,,,,,,,,,,,100,
IDN,,,,,,,,,,,,,74.4,,
ISR,,,,,,,,,,,,,,94.9,
ITA,,,,,,,,,,,,,,94.4,
JPN,,,,,,,,,,,,86.4,,,
JOR,,,,,,,,,,,,85.1,,,
KAZ,,,,,,,,,100,,,,,,
KEN,,,,,,,,,,,,50.1,,,
KWT,,,,,,,,,,,,,,64.5,
KGZ,,,,,,,,,,,97.9,,,,
LVA,,,,,,,,,,,,,,99.7,
LBN,,,,,,,,,78.2,,,,,,
LSO,,,,,,,,,,40.9,,,,,
LTU,,,,,,,,,,,,,,98.7,
MKD,,,,78.6,,,,,,,,,,,
MWI,19.8,,,,,,,,,,,,,,
MYS,,,,,,,,,,,,91.2,,,
MDV,,,,,,,,36.6,,,,,,,
MLI,,,,,,,,,,,,,16.3,,
MLT,,,,,,,,,,,,,,98.2,
MUS,,,,,,,,,,,,,66.2,,
MEX,,,,,,,,,,,,,,77.1,
MNG,,,,,,,,,,,,95.5,,,
MNE,,,,,,,,,,,,,97.3,,
NAM,,,48.5,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,97.5,
NOR,,,,,,,,,,,,,97.5,,
OMN,,,,,,,,,,66.3,,,,,
PAK,,,,,,,,,,,,,48.3,,
PAN,,,,,,,,,,,,73,,,
PRY,,,,,,,,,,67,,,,,
PER,,,,,,,,,,,,,,79.5,
POL,,,,,,,,,,,,,,98.7,
PRT,,,,,,,,,,,,,,88.8,
QAT,,,,,,,,,,,,,,75,
KOR,,,,,,,,,,,,94.3,,,
MDA,,,,,,,,,,,,,,99.1,
ROU,,,,,,,,,,,,,,98.5,
RUS,,,,,,,,,,,,96.4,,,
WSM,,,94.8,,,,,,,,,,,,
SAU,,,,,,,,,,,,,,,81.3
SEN,,,,,,,,,,,,,21.8,,
SRB,,,,,,,,,,,,,,87.2,
SYC,,,,90.3,,,,,,,,,,,
SGP,,,,,,,,,,,,,,84.4,
SVK,,,,,,,,,,,,,,99.7,
SVN,,,,,,,,,,,,,,99.7,
ZAF,,,,,,,,,,,,,,79.9,
ESP,,,,,,,,,,,,,,89.1,
SUR,,,,,,79.3,,,,,,,,,
SYR,,,,,,,,,,,67.5,,,,
TJK,,97.2,,,,,,,,,,,,,
TZA,,,,48.9,,,,,,,,,,,
THA,,,,,,,,,,,,60,,,
TON,,,,,,,,,,,,,95.9,,
TTO,,,,,,,,,,,94.1,,,,
TUR,,,,,,,,,,,,,,84,
UGA,,,,,,,,,,,,44.1,,,
UKR,,,96.8,,,,,,,,,,,,
ARE,,,,,,,74.4,,,,,,,,
GBR,,,,,,,,,,,,,99.9,,
USA,,,,,,,,,,,,,,98.8,
URY,,,,,,,,,,,,,,88.4,
VEN,,,,,,,,,,,82.6,,,,
ZWE,,,,65.1,,,,,,,,,,,
# Series: EAPLTOIN,,,,,,,,,,,,,,,
"# Name: Educational attainment (primary) of the population aged 25 and older, total",,,,,,,,,,,,,,,
# Definition: Number of students enrolled in each field over the total enrollment in tertiary education in a specific academic-year.,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,
