ISO,2010
AUS,51
AUT,56.5
CHN,31.1
DNK,33.9
EST,43.6
DEU,40
ISL,42.9
JAM,42.9
JPN,15.4
WLD,36.5
# Series: POLNSWRW,
"# Name: Internet news stories reported, by sex of reporter, % female",
"# Definition: Internet news stories reported, by sex of reporter, % female",
"# Source: Global Media Monitoring Project, World Association for Christian Communication (GMMP, WACC)",
# Data from the No Ceilings project: http://noceilings.org,
"# For more about the data, please visit http://noceilings.org/data",
