ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,11.3,12.3,11.1,12.5,13.7,14.7,15.8,16.2,17.2,18.2,19.2,20.1,21.3,23,23.7,24.6,25.2,25.7,25.8
DZA,246.9,257,259.8,273.1,281.8,288,295.5,309.4,330.7,347.9,365.7,373,384.2,393.4,402.8,417.3,427.3,438,451.2
AGO,31.5,35,37.8,40.4,41.7,42.9,44.3,50.7,52.4,58.2,68.8,83.1,101.9,116,118.8,122.8,127.6,136.3,141.2
ATG,0.5,0.5,0.5,0.5,0.6,0.6,0.9,0.9,1,1,1.1,1.2,1.3,1.3,1.2,1.1,1.1,1.1,1.1
ARG,407.3,429.8,464.7,482.6,466.2,462.5,442.2,394,429.3,467.5,510.5,553.2,597.5,616,616.3,672.7,730.2,737.1,758.8
ARM,6233.1,6598.7,6817.8,7315.5,7556.9,8002.8,8767.5,9923.7,11317,12502,14235,16114,18338,19594,16822,17192,18000,19296,19971
AUS,479.7,500.3,520.6,546.6,569.4,587,602.3,626.1,645.2,671.6,692.6,711.1,743.4,763.4,775.2,792.6,813.1,842.5,862.4
AUT,218,223.4,228.5,237.2,245.6,254.6,256.8,261.1,263.4,270.2,276.7,286.8,297.5,301.7,290.2,295.3,303.7,306.3,307.3
AZE,18.5,18.8,19.8,21.8,23.5,26.1,28.7,31.7,35.2,38.8,49.1,66,82.5,91.4,100.1,104.9,105,107.3,113.5
BHS,,,4.3,4.6,4.8,5.4,5.6,5.7,5.6,5.7,5.9,6,6.1,6,5.7,5.8,5.9,5.9,6
BHR,13.2,13.7,14,14.7,15.6,16.4,17.1,19.8,21.2,22.4,24.2,25.8,27.9,29.6,30.4,31.7,32.4,33.5,35.2
BGD,126.6,132.5,139.6,146.9,154.1,163.3,171.9,179.5,188.9,200.7,212.7,226.8,241.4,256.3,271,287.5,306.6,326.1,345.6
BRB,12.2,12.4,13.2,13.8,14.1,14.4,14.1,13.8,14.1,14.3,14.9,15.7,16,16.1,15.4,15.4,15.6,15.6,15.5
BLR,47.9,49.3,54.9,59.5,61.5,65.1,68.2,71.6,76.7,85.4,93.5,102.8,111.7,123.2,123.4,132.9,140.2,142.6,143.9
BEL,270.7,274.6,284.8,290.3,300.6,311.6,314.1,318.4,321,331.5,337.3,346.3,356.3,359.8,349.7,357.9,364.2,363.6,364.3
BLZ,1.2,1.2,1.3,1.3,1.4,1.6,1.7,1.8,1.9,2,2.1,2.2,2.2,2.3,2.3,2.3,2.4,2.5,2.5
BEN,7.4,7.8,8.2,8.5,9,9.4,10,10.5,10.9,11.2,11.5,12,12.5,13.2,13.5,13.8,14.3,15.1,16
BTN,1.3,1.3,1.4,1.5,1.6,1.7,1.9,2.1,2.2,2.4,2.5,2.7,3.2,3.3,3.6,4,4.3,4.5,4.8
BOL,27.7,28.9,30.3,31.8,31.9,32.7,33.3,34.1,35.1,36.5,38.1,40,41.8,44.4,45.8,47.7,50.2,52.8,56.4
BWA,12.3,13,14,14,15.4,15.6,15.6,16.6,17.8,18.3,19.2,20.8,22.5,23.3,21.5,23.4,24.8,25.9,27.4
BRA,1251,1278,1321,1322,1325,1382,1400,1437,1454,1537,1585,1648,1748,1838,1832,1971,2024,2045,2096
BRN,20.4,21,20.7,20.6,21.2,21.8,22.4,23.3,24,24.1,24.2,25.3,25.3,24.8,24.4,25,25.9,26.1,25.6
BGR,54.7,49.7,48.9,51.3,52.3,55.3,57.6,60.3,63.6,67.9,72.2,76.9,81.9,86.9,82.2,82.5,84,84.5,85.2
BFA,7.9,8.8,9.4,10.1,10.8,11,11.7,12.3,13.3,13.9,15.1,16.1,16.7,17.7,18.2,19.6,20.6,22.4,23.9
BDI,4.6,4.3,4.2,4.4,4.3,4.3,4.4,4.6,4.5,4.7,4.8,5,5.3,5.6,5.8,6,6.2,6.5,6.8
KHM,10.5,11,11.6,12.2,13.8,14.9,16.1,17.2,18.6,20.6,23.3,25.8,28.4,30.3,30.4,32.2,34.4,37,39.5
CMR,25.9,27.2,28.6,30,31.3,32.6,34.1,35.5,36.9,38.3,39.1,40.4,41.5,43.1,43.9,45.3,47.2,49.4,52.1
CAN,841.5,855.6,892,928.9,975.4,1025,1043,1072,1092,1127,1162,1193,1217,1231,1198,1238,1269,1291,1317
CPV,0.7,0.7,0.8,0.8,0.9,1,1.1,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.6,1.6,1.7,1.7,1.7
CAF,2.3,2.2,2.3,2.4,2.5,2.5,2.6,2.7,2.5,2.7,2.7,2.9,3.1,3.3,3.6,3.8,4,4.3,3.5
TCD,6.5,6.6,7,7.5,7.5,7.4,8.2,8.9,10.3,13.7,16.1,16.2,16.7,17.2,18,20.4,20.4,22.2,23
CHL,135.1,145,154.6,159.6,158.4,165.5,171.1,174.8,181.7,194.4,206.4,218.2,229.4,237,234.5,248.1,262.5,276.7,287.9
CHN,2720,2992,3270,3526,3795,4114,4456,4861,5348,5887,6553,7384,8430,9242,10093,11144,12181,13113,14119
COL,250.6,255.8,264.6,266.1,254.9,263.5,267.9,274.6,285.4,300.6,314.8,335.9,359,371.8,377.9,392.9,418.8,435.8,456.2
COM,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1,1
COG,8.5,8.9,8.8,9.2,8.9,9.6,10,10.4,10.5,10.9,11.7,12.5,12.3,13,13.9,15.1,15.7,16.3,16.8
CRI,26.3,26.6,28.1,30.4,32.9,33.5,33.9,34.8,37.1,38.7,40.9,44.5,48.1,49.4,48.9,51.3,53.6,56.4,58.3
CIV,35.9,38.7,40.9,42.9,43.5,41.9,41.9,41.3,40.7,41.4,41.9,42.2,42.9,43.9,45.5,46.6,44.4,48.6,52.8
HRV,44.5,47.2,50.2,51.5,51.4,54.7,56.7,59.5,62.6,65.2,68,71.4,75,76.6,71.2,69.6,69.5,67.9,67.3
CUB,49.7,53.6,55.1,55.1,58.6,62,64,64.9,67.4,71.3,79.2,88.8,95.2,99.2,100.6,103,105.9,109.1,112
CYP,13.2,13.4,13.7,14.4,15.1,15.8,16.5,16.8,17.1,17.9,18.6,19.3,20.3,21,20.6,20.9,21,20.5,19.4
CZE,163.1,169.9,168.4,168,170.5,178.3,183.8,187.6,194.6,203.5,217.4,233.1,246.5,253.6,242.6,248.2,252.7,250.4,248
COD,15.6,15.4,14.6,14.3,13.7,12.8,12.5,13,13.7,14.6,15.7,16.6,17.7,18.8,19.3,20.6,22.1,23.7,25.7
DNK,146.8,151,155.8,159.2,163.3,169,170.2,171,171.7,175.6,179.9,186,188.9,187.5,176.8,179.3,181.2,180.6,181.3
DJI,1.4,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.5,1.6,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3
DMA,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6
DOM,39.8,42.6,46,49.2,52.5,55.5,56.5,59.8,59.6,60.4,66,73.1,79.3,83.4,86.3,93,97.2,100.9,105
ECU,76.3,78.1,81.3,83,77.8,81.9,85.2,88.7,91.1,98.6,103.8,108.3,110.7,117.7,118.4,122.6,132.1,138.9,145.2
EGY,370.4,387,402.5,415.9,436.1,458.3,474.5,489.6,505.2,525.9,549.5,587,628.6,673.6,705.2,741.4,754.6,771.2,787.4
SLV,28.5,28.9,30.2,31.3,32.4,33.1,33.7,34.4,35.2,35.9,37.2,38.6,40.1,40.6,39.3,39.9,40.8,41.5,42.2
GNQ,0.7,1.2,3,3.7,4.6,5.4,8.9,10.6,12.1,16.7,18.3,18.5,21,23.6,21.6,21.4,22.4,23.2,22
ERI,3.8,4.1,4.5,4.5,4.5,4.4,4.8,4.9,4.8,4.9,5,4.9,5,4.5,4.7,4.8,5.2,5.6,6
