ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,2.78808,,,,3.25183,3.44913,,2.39117,1.77669,,,0.91766,0.9324,1.09076,0.81278,0.72451,0.66712,
DZA,6.44591,6.38663,7.6298,,8.74969,10.8418,9.51105,9.00714,8.84465,8.86426,8.41401,9.19079,8.23075,5.86496,8.35115,5.59483,5.4898,4.87113,
AND,,,,,,,,,,,,,2.53589,2.16981,1.92669,2.33,1.7673,1.85376,
AGO,,,,,,,,,,,,,,9.70141,11.667,11.691,12.9289,,
ATG,,,,,,,,,,,,,1.69671,4.11965,6.66055,5.66923,4.09662,2.40079,
ARG,,4.73369,4.33888,4.51667,4.90273,5.0547,5.20107,4.92561,5.15507,5.18395,5.15999,5.32806,4.8926,4.57585,4.11187,3.74573,3.31978,,
ARM,,,,,,,,0.08845,0.07885,0.11366,0.14923,0.23408,0.17435,0.11589,0.21069,0.16155,0.10283,0.17797,
AUT,,,,1.18122,1.27406,,,1.03424,,1.07381,,,,,,,2.13987,2.12738,
AZE,0.32748,0.42425,0.43769,0.43299,0.44187,0.45048,0.39693,0.29441,0.28601,0.2539,0.29312,0.27657,0.23805,0.26678,0.25615,0.23877,0.2775,0.23848,
BHS,,,,,,,,,,,,,,,,2.66065,,,
BHR,4.62958,4.55097,,4.91908,3.06927,3.6233,3.88998,3.16459,,2.71285,2.26707,2.31469,,1.84881,1.90708,0.894,1.07732,0.90695,
BGD,,,,,,,,,,,10.0913,10.7039,,12.9384,12.6966,12.2799,9.08874,,
BLR,1.20915,1.08875,0.93865,0.44323,0.52409,0.56166,0.37196,0.31735,0.2483,0.10572,0.07006,0.05317,0.05046,0.04153,,,0.0622,0.0292,
BEL,,,,,,,,,,2.98902,,3.05424,3.06667,3.27374,3.19861,3.17225,3.06503,,
BLZ,8.62353,8.612,,,8.42828,8.35184,8.13275,,7.74642,9.03185,10.1189,8.91524,7.86133,6.95494,6.7538,6.22366,6.60084,6.23636,
BEN,24.7763,25.4456,25.1796,23.6951,,19.8224,19.8393,22.524,19.9687,23.1628,16.9092,,,14.3299,,13.3169,10.7517,11.5576,
BTN,,,,12.067,11.6688,12.5427,12.2593,,,,,6.08993,,5.53409,5.74468,5.53951,4.90079,4.51493,
BOL,4.02751,5.68234,5.41425,6.22743,2.32133,2.97461,2.51224,1.87049,1.45901,,,0.80927,2.22419,0.70509,5.41516,5.11012,5.39888,,
BIH,,,,,,,,,,,,,,0.05083,0.04356,0.0327,0.0337,0.04443,
BWA,2.85045,2.67774,,2.50455,2.73276,2.64695,2.50735,2.43109,3.53788,3.49342,3.60655,3.57193,3.81504,3.57609,3.58299,,,,
BRN,,,,,,,,,,1.41448,1.38908,0.92812,1.28667,0.46738,0.30245,0.06556,0.09446,0.04834,
BGR,3.0382,2.81845,2.65704,2.74495,2.65581,2.47662,1.95599,1.9939,1.90063,1.83836,1.98032,1.9583,1.76037,1.47006,1.24347,0.50078,0.18141,,
BFA,16.7801,16.4618,,,17.9794,17.2017,17.7393,17.5918,15.1996,12.8398,11.735,11.8355,11.7084,10.454,10.5841,10.1269,,8.23129,
BDI,,,,,,26.0948,24.9848,27.2306,26.8767,30.59,30.4072,28.4309,32.4476,34.0314,32.3422,33.8701,36.4578,33.3405,
KHM,29.8311,,26.4478,25.4364,23.1207,,15.5395,8.8709,9.25658,9.40222,12.4054,11.3933,10.3667,10.1311,8.95221,7.75135,6.30041,5.05685,
CMR,,,,,26.4708,26.4709,,24.3561,25.1149,24.4808,25.7691,23.1178,19.2403,16.0416,14.1111,12.6854,12.0343,11.8607,
CPV,,,,7.70996,,10.3039,10.2466,11.4273,11.232,10.8131,12.7531,11.4895,10.3482,9.08275,8.26047,7.52382,8.10566,7.70228,
CAF,,,,,,,,,,30.7794,29.5921,28.1809,27.1788,26.0247,23.749,20.8708,23.4598,22.9113,
TCD,34.6015,32.7037,32.1382,30.5527,26.3168,24.9529,25.9373,25.9066,24.4522,21.1652,23.5001,22.7558,22.7558,23.5884,23.5883,22.8932,22.1968,23.6355,
CHL,,,3.36409,2.60517,1.92704,1.56713,,1.72719,1.46728,1.85191,1.68585,1.72549,1.79543,1.80469,0.73207,2.94499,3.67979,3.51158,
CHN,,1.95451,1.46879,,,,,0.23853,0.27872,,,0.23732,0.21852,0.25719,0.24775,0.24602,0.23282,,
COL,8.90277,6.62021,,4.20876,4.63279,4.74828,5.88659,5.88599,,3.83577,3.58519,3.28232,3.217,2.9578,1.67806,1.64703,2.08622,2.14083,
COM,,,,,24.3487,25.2891,,26.265,26.2737,25.8837,,,24.68,24.402,,,,,
COG,,31.6038,,,38.193,26.7244,24.0402,24.3878,27.1787,23.9094,23.1157,20.9369,20.9369,21.5232,18.741,18.4195,18.4516,20.9214,
COK,,,,0.54264,,,,,,,,,,,,,,,
CRI,7.99221,9.89612,,,7.6016,7.0018,6.8721,6.33063,,5.77703,5.98333,6.11765,6.33387,5.82291,4.21859,4.73678,4.52907,4.48486,
CIV,26.6145,23.5158,24.6623,25.0669,24.851,25.2068,23.6469,22.1305,17.7306,,,23.692,20.6795,,18.6983,,,19.2048,
HRV,0.47402,0.44116,0.37327,0.40809,0.34929,0.38491,0.41905,0.33031,0.31913,,0.2165,0.24808,0.23803,0.27015,0.1723,0.23925,0.20188,,
CUB,,,,,0.96871,0.77073,0.70791,0.6181,0.53308,0.3839,0.29894,0.29348,0.27101,0.36283,0.23606,0.26408,0.34369,0.35661,
CYP,0.22635,0.25381,0.25199,,0.29909,0.26759,0.28809,0.21303,0.18316,0.2459,0.21471,0.17176,0.17448,0.39724,0.16227,0.10516,0.12891,,
CZE,,1.01574,,,0.95602,0.96138,0.92006,0.89288,0.93106,0.91948,0.86318,0.57319,0.49897,0.5251,0.52696,0.55858,0.49376,0.46124,
COD,,,,,11.9094,,,16.7063,,,,,16.379,15.5506,15.5506,14.2629,12.5894,11.4252,
DNK,,,,,,,,,,,,,,,0.13998,0.13504,,,
DJI,,,,,16.1452,13.5745,14.4257,11.2513,,,9.12231,7.20958,8.80777,10.488,,,9.36181,9.12789,8.94764
DMA,,,,,3.49037,2.90084,2.02825,3.01422,2.53315,2.91282,2.32811,3.04358,2.74529,2.37978,3.7858,2.81266,5.02877,3.81506,
DOM,,,,,3.73582,3.94594,,4.63928,,5.53338,6.1982,5.54629,4.12193,,4.71485,4.95326,5.18745,5.29727,
ECU,4.123,3.66824,3.07422,,2.42099,2.11549,1.9531,1.79811,1.78389,1.78387,1.42094,1.28896,1.21737,,,1.90762,1.22284,1.34615,
EGY,,,5.28514,,4.64949,4.16351,3.92507,3.82038,3.33227,2.85112,1.5399,,,,2.44807,2.50902,2.54609,2.47718,
SLV,6.6687,4.67943,,6.74292,6.41687,5.90889,5.64524,6.07613,5.74276,,5.32527,6.30289,5.40179,5.01358,4.2499,4.61409,4.51544,4.88703,
GNQ,,,,,,14.9474,,,,,25.5898,,,21.7111,21.2762,18.9743,18.1444,17.0404,
ERI,21.3037,22.8186,22.3437,,20.8236,19.9767,14.059,17.9485,21.4713,22.2225,12.7028,13.503,14.1765,14.6457,12.7924,13.2961,10.2784,11.5175,
EST,1.73204,1.47623,,1.40891,1.3526,1.22151,1.25492,1.01781,1.12975,0.97277,0.80004,1.26884,,0.45569,0.34963,0.33507,,,
ETH,10.7963,11.6979,8.99749,12.2713,11.8597,13.005,13.4963,14.1285,14.9166,10.8872,6.47638,5.92773,5.42109,5.08126,6.09928,8.33703,10.0469,8.30429,
FJI,,,,,,,,,,1.54149,,1.73108,,1.34119,0.80498,,0.46437,,
