ISO,1990,1995,2000,2005,2010
AFG,14.21,14.59,16.37,18.42,19.47
ALB,7.36,8.51,11.27,12.89,12.38
DZA,6.81,8.56,9.28,9.61,9.36
AND,18.86,18.84,17.28,15.86,15.56
AGO,7.25,7.21,7.72,7.94,9.19
ATG,19.57,18.87,18.07,16.16,15.05
ARG,28.44,27.93,24.51,22.93,22.61
ARM,19.23,25.11,28,24.54,22.16
AUS,23.59,22.56,19.59,17.16,16.61
AUT,26.18,25.07,22.39,19.06,17.32
AZE,12.23,12.47,12.21,11.03,9.54
BHS,24.28,17.79,13.27,12.37,13.09
BHR,22.69,23.53,23.22,20.15,15.56
BGD,6.2,6.86,7.54,8.51,8.99
BRB,27.6,27.34,27.76,26.23,24.69
BLR,16.21,19.07,19.02,18.03,16.53
BEL,33.16,29.09,25.29,22.78,23.13
BLZ,7.32,7.69,9.14,9.32,10.6
BEN,5.37,6.05,6.63,6.69,7.38
BTN,8.73,8.47,7.86,7.97,7.91
BOL,12.72,13.51,13.08,12.66,12.71
BIH,15.07,16.87,15.07,14.35,13.16
BWA,8.22,8.3,10.01,9.16,7.16
BRA,13.56,14.45,15.18,14.18,14.01
BRN,10.97,11.23,11.07,9.78,8.28
BGR,18.14,18.16,17.71,17.95,17.76
BFA,5.57,6.08,6.46,6.31,6.7
BDI,10.59,11.26,13.68,17.04,19.89
KHM,6.54,7.34,8.93,10.21,11.29
CMR,7.47,8.41,8.97,8.67,9.29
CAN,26.62,24.98,21.91,19.55,18.78
CPV,15.31,16.28,17.3,18.36,19.44
CAF,10.24,9.9,8.79,8.71,9.63
TCD,5.29,5.61,5.98,5.87,6.34
CHL,16.77,15.3,13.5,12.64,11.92
CHN,6.54,6.27,6.91,7.17,6.91
COL,11.55,12.22,12.58,11.81,11.06
COM,12.39,13.48,14.21,15.48,17.44
COG,10.26,12.12,11.54,11.39,12.47
CRI,14.67,15.24,14.17,13.87,14.02
CIV,10.43,11.45,12.77,12.99,14.66
HRV,21.15,21.81,21.67,20.68,19.36
CUB,17.99,18.51,17.68,17.65,16.66
CYP,15.75,16.22,16.34,18.45,18.47
CZE,25.01,24.47,22.57,20.89,17.71
PRK,10.13,10.32,11.49,11.84,11.64
COD,6.55,6.33,6.38,7.08,8.34
DNK,34.74,33.42,29.68,25.74,24.37
DJI,9.11,10.42,12.87,15.17,16.48
DMA,22.13,18.43,14.68,13.02,12.22
DOM,11.57,11.12,9.92,11.37,12.88
ECU,8.63,8.67,8.51,8.01,8.11
EGY,7.23,9.5,12.23,11.81,12.36
SLV,5.03,5.23,5.69,6.51,7.29
GNQ,8.7,8.57,7.77,7.39,7.49
ERI,9.95,10.71,12.7,14.65,17.03
EST,19.83,22.71,22.29,18.55,14.25
ETH,10.48,10.48,11.96,13.65,15.88
FJI,27.48,29.96,30.02,27.65,27.5
FIN,19.91,18.98,18.18,16.82,15.57
FRA,23.8,23.08,23.36,21.73,20.9
GAB,9.5,10.25,10.82,11.69,12.65
GMB,4.4,4.99,5.57,5.46,5.44
GEO,20.53,17.98,16.6,14.72,14.76
DEU,25.75,25.54,23.43,20.27,19.39
GHA,10.43,11.46,11.88,11.35,11.87
GRC,18.56,18.43,19.23,19.5,18.81
GRD,7.77,14.45,14.83,16.41,18.04
GTM,4.81,5.84,5.98,5.57,6.01
GIN,6.7,7.2,7.62,7.65,8.69
GNB,6.76,7.32,7.97,8.85,9.53
GUY,14.42,13.91,15.2,16.6,16.71
HTI,19.71,18.29,18.92,19.57,20.5
HND,4.03,4.64,5.28,5.77,5.88
HUN,25.74,26.44,25.4,22.74,20.66
ISL,30.77,28.08,21.66,18.85,16.12
