ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
CUB,,,,,,,,,,,21.1,,,,,,
PRK,,,,,,,,,,,27.4,,,,,,
COD,,,,,,,,,,,,8.9,,,,,
DOM,,24.3,21.6,,,22.7,24,23,29,32.1,27.1,27,26.5,27.6,26.1,26.5,
ECU,,,,28.6,27,28.8,,,26.5,,23.4,23.2,22.8,22.7,22.9,21.5,
EGY,,51.1,,,,51.6,,,,,53.2,,,54.6,,,
SLV,24.7,24.4,,20.5,21.2,,20.4,21.1,21.8,22.9,22.1,22.6,21,23.8,22.7,,
GNQ,,,,,,,,,,,29.1,,,,,,
ERI,,,,,,,,,,,20.1,,,,,,
ETH,10.7,,,,10.6,,,,,,20.5,,,,,,
FJI,,,,,,,,29.9,,,,,,38.3,,,
GAB,,,,,,,,,,,30.6,,,,,,
GMB,,,,14.3,,,,,26.6,,,,,,,,
GEO,,,,,,,,37.8,36.7,,36.5,37.2,37.4,36.7,,,
GHA,,,,28,,,,,,,33.5,,,,,,
GTM,,,,25.3,,28.7,,25.3,23.1,25.3,,22.9,,,,,
GIN,,,,,,,,,13.7,,,,21.1,,,,
GNB,,,,,,,,17.9,,,,,,,,,
GUY,,,,27.5,,,,,,,,,,,,,
HTI,,,,,,,19.8,,,,,,,,,,
HND,27.2,26.7,28.9,26.9,26.5,,25.8,23.8,24.7,24.8,24.3,24,26.1,21.5,21.9,,
IND,,,,,,,,,,,21.1,,,,,27.2,
IDN,,18.6,,,15.6,,,26.8,,,34.7,29.4,32.7,34.5,35.8,37,36.7
IRN,,,,23.6,,,,,,,31.1,,,,,,
IRQ,,,,,,,,,,,,,45.9,,,,
JAM,,28.6,,,20.9,,,21.6,,20.8,,,,,,,
JOR,,,34.3,,,,,28.6,,,,24.8,,25.6,,22.7,
KAZ,,36,,,,,,39.4,37.5,39.3,,29.7,22.1,20.8,22,,
KEN,,,34.3,,,,,,,,,,,,,,
KGZ,,,,32.5,,,,31.1,,41.8,36.5,45.4,47.1,37.8,40.2,,
LAO,,,11.9,,,,,16.2,,,,,,27.7,,,
LSO,,,,,,,,26.3,,,,,,,,,
LBR,,,,,,,,,,,,,4.6,,,,
MKD,,,,19.1,,26.2,,16.4,17.6,16.7,17.4,17.1,,19.9,19.3,,
MDG,,,10.3,,7.4,,10.1,,,,11.8,,,,,6.7,
MWI,,,,6.2,,,,,,8.5,,,,,,,
MYS,21.4,,17.5,,,,,,,,,,14.6,,13.9,,
MDV,,,,19.4,,,,,,26.8,,,,,,,
MLI,,,,,,,14.8,,,,,17.3,,,,16.3,
MRT,35,,,,,34.8,,,,33,,,,33.6,,,
MEX,,23.1,,21.3,,19.8,,20.2,,13.9,,15.4,,15.7,,,
MNE,,,,,,,,,,,9.8,8.7,4.8,2.8,,,
MAR,,,,39.4,,,40.1,,,,,,39,,,,
MOZ,,,5.7,,,,,,7.7,,,,,13.7,,,
MMR,,,,,,,,,,,26.6,,,,,,
NAM,,,,,,,,,,20.4,,,,,,,
NPL,,11.7,,,,,,,19.4,,,,,,,34.8,
NIC,,,,35.3,,,37.1,,,,37.3,,,,,,
NER,,,,,,,,,,,20.4,,21.7,,,,
NGA,,14.2,,,,,,,,16.5,,,,,,14.4,
PAK,,,19.7,,,,,26.7,,,35.7,34.6,35.6,,,,
PAN,16.2,,17,,,,17.4,17.9,17.3,17.6,17.7,16.8,,,19,15.8,
PNG,,26.1,,,,,,,,,,,,,,,
PRY,21.6,,19.8,,23,,24.1,26.9,27.2,28.1,24.3,26,24.8,24.6,21.8,20.4,
PER,,,24.3,25.4,26.4,26.5,26.4,24.9,27,27.7,28,26.8,22.3,21.8,21.4,20.5,
PHL,,,32.8,,,32.2,,,32.5,,,32,,,33.8,,
MDA,,,38.6,33.4,28.2,,34.8,39.1,43.7,44.1,43.6,33.4,29.5,30.5,30.2,30.5,
RUS,,14.7,,,23.2,,19.5,17.9,16.1,14.2,12.2,11.4,8.1,4.6,4.2,,
RWA,,,,,,7,,,,,,9.1,,,,,12.1
SEN,,,,,,,19.7,,,,27.1,,,,,,
SRB,,,,,,,,4.6,8.3,12.1,15,7,4.5,11.5,6.7,,
SLE,,,,,,,,,16.1,,,,,,,,
SLB,,,,,,,,,,,32.3,,,,,,
SOM,,,,,,,,,,,21.9,,,,,,
ZAF,21.7,,,,,21,,,,,,21.4,,,21.4,,
LKA,,40.7,,,,,,40.4,,,,,41.9,,,,
SDN,,,,,,,,,,,,,,,45.1,,
SUR,,,,,24.8,,,,,,,,,,,,
SWZ,15.5,,,,,,17.7,,,,,,,,21.8,,
SYR,,,,,,,,,,42.7,,,,,,,
TJK,,,,,13.9,,,,28,39.3,,,49.2,,49.2,,
TZA,,,,,,2,,,,,,,9.3,,,,
THA,,37.6,,37.5,37.6,38.8,,36.9,,,,30.7,,31.2,29.5,,
TLS,,,,,,,21.1,,,,,,26.7,,,,
TGO,,,,,,,,,,,,25.4,,,,,
TUN,32.7,,,,,30.5,,,,,26.4,,,,,,
TUR,,,,,,,,27.5,26,23.7,19.7,18.5,16.4,13,,,
TKM,,,,35.2,,,,,,,,,,,,,
UGA,,12.9,,,15.2,,,17.1,,,19.6,,,,26.4,,
UKR,21.8,26.4,,,,,,25.2,20.2,15,9.2,8.6,4.1,2.3,2.7,,
URY,,,,,,,,,,,,15.5,14.2,10.6,9.2,8.6,
VEN,25.6,,,23.9,25.7,,26,27.5,28.8,28.2,23.2,20.8,,,,,
VNM,,,,19.5,,,,25,,32.3,,38,,40,,,
YEM,,,,40.9,,,,,,,41.2,,,,,,
ZMB,,14.7,,17.7,,,,,12.4,13.9,,12.3,,,,,
ZWE,,,,,,,,,,,11.3,,,,,,
AAE,20.9,27.4,,,26.8667,,,27.3833,,,31.02,,,33.9429,,,
GEA,,,,,,,,,,,24.9192,,,,,,
AME,,22.4909,,23.1857,22.7143,,23.1786,22.72,23.0714,22.95,23.0867,19.9312,,18.9154,17.4538,,
LMA,,,,,,,,,,,31.5889,,,,,25.9,
ASE,,,,,,,,,,,23.275,,,,,27.3667,
UMA,24.6727,25.4364,,,24.3667,,,24.47,,,21.675,,,19.89,,,
EAM,20.4,26.1,,,27.4,,,26.8,,,32.3,,,34.4,,,
GEM,,,,,,,,,,,23.4,,,,,,
LCM,,24.3,,23.9,23,,24,23.4,23.1,22.9,23.4,20.8,,21.7,21.4,,
LMM,,,,,,,,,,,32.3,,,,,27.2,
SAM,,,,,,,,,,,19.1,,,,,27.2,
UMM,21.4,25.5,,,25.7,,,23.4,,,21.1,,,20.8,,,
EAE,13.148,20.4023,,,20.0133,,,23.439,,,25.8743,,,26.0249,,,
GLE,,,,,,,,,,,17.105,,,,,,
LCE,,14.9402,,16.1019,13.5967,,14.3063,18.591,15.4908,17.0223,14.562,14.8182,,13.2935,9.81012,,
LMW,,,,,,,,,,,19.875,,,,,18.1351,
SAE,,,,,,,,,,,21.5945,,,,,22.819,
UMW,15.4697,20.6897,,,20.0965,,,23.6113,,,24.649,,,22.702,,,
# Series: EECTTONP,,,,,,,,,,,,,,,,,
"# Name: Employment by economic class, near poor, Total",,,,,,,,,,,,,,,,,
"# Definition: The share of near poor (between US$2 and US$4, PPP) males and females in total employment",,,,,,,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
