ISO,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,81.8,,
DZA,,,,,,,,20.9,,,,,,,
AND,,,,,,,,49.5,,,,,,,
ARG,,,,,56.1,,,,,,,,,,
ARM,,,90,,,,,,,,,,,,
AUS,,,,,,,,,,,,,,94.3,
AZE,,,,,,,,,,,93.7,,,,
BHS,,91.2,,,,,,,,,,,,,
BHR,,,56.9,,,,,,,,,,,,
BGD,,,22,,,,,,,,,,,,
BRB,,78.6,,,,,,,,,,,,,
BLR,,,,,,,,,,,87,,,,
BEL,,,,,,,,,,,,,77.5,,
BLZ,,,,,,,,,,,,76.4,,,
BEN,,,,8.4,,,,,,,,,,,
BTN,,,,,,,34,,,,,,,,
BOL,,,,,,,,,,,,,,47.6,
BIH,,,,,,,,,,,,,44.9,,
BRA,,,,,,,,,,,,,54.6,,
BGR,,,,,,,,,,,,,,93,
BFA,,,,,,,,,0.9,,,,,,
KHM,,,,,,,,,,,9.9,,,,
TCD,,,,,,1.7,,,,,,,,,
CHL,,,,,,,,,,,,73.3,,,
CHN,,,,,,,,,,,,58.7,,,
COL,,,,,,,,,,,,,56.9,,
CRI,,,,,,,,,,,,,,50.7,
HRV,,,,,,,,,,,,,85,,
CUB,,,,65.8,,,,,,,,,,,
CYP,,,,,,,,,,,,,,76,
CZE,,,,,,,,,,,,,,99.9,
DNK,,,,,,,,,,,,,,95.5,
DMA,,,29.7,,,,,,,,,,,,
DOM,,,,,,,,,,,,,,55.6,
ECU,,,,,,,,,,,,40.1,,,
SLV,,,,,,,,,,,,,,36.8,
ETH,,,,,,,,,,,,,7.8,,
FJI,,,,,,,,,57.5,,,,,,
FRA,,,,,,,,,,,,,,78,
GEO,,,,89.7,,,,,,,,,,,
DEU,,,,,,,,,,,,,,96.3,
GHA,,,,,,,,,,,,45.2,,,
GRC,,,,,,,,,,,,59.5,,,
GTM,,,,,,,,,,,,,,21.9,
GUY,,,,33.2,,,,,,,,,,,
HND,,,,,,,,,,,,,,28,
HUN,,,,,,,,,,,,,,97.9,
ISL,,,,,,,91,,,,,,,,
IDN,,,,,,,,,,,,,39.9,,
IRN,,,,,,,,,,,,,,62.2,
IRL,,,,,,,,,,,,,80.5,,
ISR,,,,,,,,,,,,,,84.4,
ITA,,,,,,,,,,,,,,71.2,
JOR,,,,,,,,,,,,69.5,,,
KAZ,,,,,,,,,99.3,,,,,,
KEN,,,,,,,,,,,,25.3,,,
KWT,,,,,,,,,,,,,,55.6,
KGZ,,,,,,,,,,,94.5,,,,
LVA,,,,,,,,,,,,,,98.9,
LBN,,,,,,,,,53,,,,,,
LSO,,,,,,,,,,21.9,,,,,
LTU,,,,,,,,,,,,,,89.1,
MKD,,,,40.2,,,,,,,,,,,
MWI,4.4,,,,,,,,,,,,,,
MYS,,,,,,,,,,,,65.1,,,
MDV,,,,,,,,13.3,,,,,,,
MLI,,,,,,,,,,,,,7.7,,
MLT,,,,,,,,,,,,,,68.6,
MUS,,,,,,,,,,,,,49.4,,
MEX,,,,,,,,,,,,,,55.7,
MNG,,,,,,,,,,,,85.3,,,
MNE,,,,,,,,,,,,,84.2,,
NAM,,,26.5,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,87.7,
NOR,,,,,,,,,,,,,97.4,,
OMN,,,,,,,,,,47.2,,,,,
PAK,,,,,,,,,,,,,19.3,,
PAN,,,,,,,,,,,,54,,,
PRY,,,,,,,,,,36.8,,,,,
PER,,,,,,,,,,,,,,56.3,
PHL,,,,,,,,,,65.9,,,,,
POL,,,,,,,,,,,,,,79.4,
PRT,,,,,,,,,,,,,,47.7,
QAT,,,,,,,,,,,,,,66.7,
KOR,,,,,,,,,,,,77,,,
MDA,,,,,,,,,,,,,,93.6,
ROU,,,,,,,,,,,,,,86.1,
RUS,,,,,,,,,,,,89.6,,,
SAU,,,,,,,,,,,,,,,60.5
SEN,,,,,,,,,,,,,7.2,,
SRB,,,,,,,,,,,,,,58.4,
SYC,,,,66.9,,,,,,,,,,,
SGP,,,,,,,,,,,,,,74.1,
SVK,,,,,,,,,,,,,,99.1,
SVN,,,,,,,,,,,,,,95.8,
ZAF,,,,,,,,,,,,,,72.7,
ESP,,,,,,,,,,,,,,66.8,
LKA,,,,,,,,,,,72.7,,,,
SUR,,,,,,44.6,,,,,,,,,
SWE,,,,,,,,,,,,,,86.5,
CHE,,,,,,,,,,,,,,95,
SYR,,,,,,,,,,,29,,,,
TJK,,89.9,,,,,,,,,,,,,
TZA,,,,4.2,,,,,,,,,,,
THA,,,,,,,,,,,,35.7,,,
TGO,,,,,,,,,,,16.1,,,,
TON,,,,,,,,,,,,,87.5,,
TTO,,,,,,,,,,,59.4,,,,
TUN,,,,,,,,,,,,32.8,,,
TUR,,,,,,,,,,,,,,39,
UGA,,,,,,,,,,,,22.9,,,
UKR,,,85.3,,,,,,,,,,,,
ARE,,,,,,,70.9,,,,,,,,
GBR,,,,,,,,,,,,,99.8,,
USA,,,,,,,,,,,,,,95.1,
URY,,,,,,,,,,,,,,54.4,
VEN,,,,,,,,,,,56.5,,,,
VNM,,,,,,,,,,,59.4,,,,
ZWE,,,,37.1,,,,,,,,,,,
# Series: EASLFEIN,,,,,,,,,,,,,,,
"# Name: Educational attainment (lower secondary) of the population aged 25 and older, female",,,,,,,,,,,,,,,
# Definition: Number of students enrolled in each field over the total enrollment in tertiary education in a specific academic-year.,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,
