ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AFG,,,,,,,,,,,,,,,,,17.6121,,
ALB,,,,,,,98.2523,,,,,,,94.6818,,,95.6915,,
DZA,,,,,,,,60.0751,,,,63.9188,,,,,,,
AGO,,,,,,,54.1945,,,,,,,,,,,59.1475,
ATG,,,,,,,99.42,,,,,,,,,,,99.42,
ARG,,,,,,,97.1934,,,,,,,,,,,97.9502,
ARM,,,,,,,99.1611,,,,,,,,,,,99.5008,
AZE,,,,,98.1748,,,,,,,,99.3979,,99.6822,99.6926,99.705,99.7029,
BHR,,,,,,,83.5574,,,,,,,,,91.6126,,,
BGD,,,,,,,40.8233,,,,,,,,,,,55.0545,
BLR,,,,,99.4197,,,,,,,,,,99.494,,,,
BEN,,,,,,,,23.3001,,,,18.4429,,,,,,,
BTN,,,,,,,,,,,38.6807,,,,,,,,
BOL,,,,,,,80.6544,,,,,,85.9859,86.8317,86.8215,,88.0802,91.8733,
BIH,,,,,,94.3599,,,,,,,,,,,,96.9108,
BWA,,,,,,,,,81.808,,,,,,,,,87.118,
BRA,,,,,,86.5001,,,,88.8061,,89.8556,90.228,90.2196,90.4112,90.6817,91.6331,91.6253,
BRN,,,,,,,90.1616,,,,,,,,,,,93.6627,
BGR,,,,,,,97.7065,,,,,,,,,,97.9839,,
BFA,,8.05798,,,,,,,15.1888,,16.6222,,21.5796,,,,,,
BDI,,,,,,52.2378,,,,,,,,84.5915,,,,,
KHM,,,,56.9925,,,,,,64.051,,,,70.8582,65.9313,,,,
CMR,,,,,,58.7218,,,,,,,63.0221,,,64.7995,,,
CPV,,,,,,,,,,74.1011,,,,,,,,80.4962,
CAF,,,,,,35.2909,,,,,,,,,,24.3555,,,
TCD,,,,,,12.7964,,,,17.9806,,,,,,,,27.7758,
CHL,,,,,,,,95.6409,,,,,,98.6956,98.4913,,,,
CHN,,,,,,86.5266,,,,,,,,,,92.7112,,,
COL,,91.314,,,,,,,,92.7146,92.9112,92.2206,92.8456,93.4354,93.4151,93.4868,93.6671,,
COM,,,,,,63.459,,,,,,,,,,,,71.1532,
COG,,,,,,,,,,,,,,,,,72.8771,,
CRI,,,,,,95.0808,,,,,,,,,,,97.5004,,
