ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ALB,,,,,,,,,,,98,,,100,,,
ARM,,,,,,90.9,,,,,94.7,,,,,99.7,
AZE,,,,,,,,,,,,72.1,,,,,
BGD,,85.3,,,89.3,,,,,93.4,,96.3,96.7,,,,
BLR,,,,,,,,,,,99.1,,,,,,
BLZ,,,,,,,,,,,,89.7,,,,,
BEN,,87.4,,,,,89.5,,,,,89.2,,,,,
BOL,,,,87.4,,,,,92.8,,,,,98.8,,,
BIH,,,,,,,,,,,,98.4,,,,,
BRA,,91.8,,,,,,,,,,,,,,,
BFA,,,,70.1,,,,,80.5,,,92.9,,,,,
BDI,,,,,,,,,,,88.7,,,,,,
KHM,,,,,,71.5,,,,,90.5,,,,,94.1,
CMR,,,,73.5,,,,,,85.7,,90,,,,,
CAF,,,,,,,,,,,,74.3,,,,,
TCD,,38.4,,,,,,,,40.1,,,,,,,
COL,90.8,,,,,93.9,,,,,96.3,,,,,97.1,
COM,,92.3,,,,,,,,,,,,,,,
COG,,,,,,,,,,,91.3,,,,,,
CIV,,,,88,,,,,,,,84.4,,,,,
CUB,,,,,,,,,,,,99.8,,,,,
COD,,,,,,,,,,,,,69.9,,,,
DJI,,,,,,,,,,,,86.4,,,,,
DOM,,89.2,,,85.4,,,94.1,,,,,94.2,,,,
EGY,94.9,,,,,99.3,,,,,98.3,,,98.7,,,
ETH,,,,,,42.8,,,,,56.9,,,,,,68.5
GAB,,,,,,90.1,,,,,,,,,,,
GMB,,,,,,,,,,,98.9,,,,,,
GEO,,,,,,,,,,,85.3,,,,,,
GHA,,,,88.5,,,,,89.5,,,96.3,,95,,,
GTM,78.1,,,87.7,,,,,,,,,,,,,
GIN,,,,,76.7,,,,,,78.9,,,,,,
GNB,,,,,,,,,,,,87.7,,,,,
GUY,,,,,,,,,,,,97.2,,,94.9,,
HTI,,,,,,71.5,,,,,74.3,,,,,,
HND,,,,,,,,,,,97.9,,,,,,
IND,,,,70.3,,,,,,,75.8,,,,,,
IDN,,,85.5,,,,,80.4,,,,,84.7,,,,
IRQ,,,,,,,,,,,,90.3,,,,,
JAM,,,,,,,,,,,96.7,,,,,,
JOR,,,24.5,,,,,28.9,,,,,91.6,,,,
KAZ,95.4,,,,90.4,,,,,,,99.2,,,,,
KEN,,,,96.7,,,,,88.1,,,,,96.6,,,
KGZ,,,97.8,,,,,,,,91.8,,,,,,
LAO,,,,,,,,,,,,65,,,,,
LSO,,,,,,,,,,97.8,,,,,94.8,,
LBR,,,,,,,,,,,,,80,,,,
MKD,,,,,,,,,,,95.1,,,,,,
MDG,,,67.7,,,,,,80.6,,,,,85.8,,,
MWI,,,,,,92.1,,,,92.1,,96.5,,,,97.8,
MDV,,,,,,,,,,,,,,,98.8,,
MLI,74.4,,,,,,68.7,,,,,74.1,,,,,
MRT,,,,,,,,,,,,,84.6,,,,
MNG,,,,,,,,,,,98.2,,,,,,
MNE,,,,,,,,,,,16.8,,,,,,
MAR,,,,,,,,,98.4,,,,,,,,
MOZ,,,73.4,,,,,,86.9,,,,,87.2,,,
NAM,,,,,,88.9,,,,,,93.4,,,,,
NPL,,77.7,,,,,83,,,,,91.7,,,,,96.2
NIC,,,94.5,,,,95.2,,,,,,,,,,
NER,,,,46.7,,,,,,,,62.3,,,,,
NGA,,,,,53.8,,,,50.2,,,,50.1,50.2,,,
PAK,,,,,,,,,,,,78.2,,,,,
PER,,93.9,,,,96.3,,,,95.9,,,,,,,
PHL,,,,92.2,,,,,91.4,,,,,93.4,,,
MDA,,,,,,,,,,,91.8,,,,,,
RWA,,,,,,97.9,,,,,97.4,,,,,98.8,
STP,,,,,,,,,,,,,,96.9,,,
SEN,,,,,,,,,,,90.7,,,,,95.5,
SRB,,,,,,,,,,,22.7,,,,,,
SLE,,,,,,,,,,,86.8,,,79.3,,,
SOM,,,,,,,,,,,,29.9,,,,,
ZAF,,,,96.7,,,,,,,,,,,,,
SWZ,,,,,,,,,,,,97.3,,,,,
SYR,,,,,,,,,,,,88.7,,,,,
TJK,,,,,,,,,,,90.1,,,,,,
TZA,,95.1,,,94,,,,,90.8,,,,,,94.1,
THA,,,,,,,,,,,98.5,,,,,,
TLS,,,,,,,,,,,,,,,75.7,,
TGO,,,,74.2,,,,,,,,87.1,,,,,
TUR,,,,87.7,,,,,86.4,,,,,,,,
UGA,82.4,,,,,77.8,,,,,,91.1,,,,,
UZB,,95.8,,,,,,,,,,99.9,,,,,
VUT,,,,,,,,,,,,,82.1,,,,
VNM,,,91.4,,,,,92.2,,,,94,,,,,
YEM,,,,,,,,,,,,69.1,,,,,
ZMB,,97.4,,,,,95.4,,,,,,92.6,,,,
ZWE,,,,,90.3,,,,,,79.2,,,,92.5,86.5,
ASE,,,,70.3,,,,,,,75.8,,,,,,
SAM,,,,70.3,,,,,,,75.8,,,,,,
SAE,,,,52.6161,,,,,,,56.5511,,,,,,
# Series: IBCGFEIN,,,,,,,,,,,,,,,,,
"# Name: BCG immunization, female",,,,,,,,,,,,,,,,,
# Definition: The percentage of one-year-olds who have received one dose of Bacille Calmette-Guérin (BCG) vaccine in a given year.,,,,,,,,,,,,,,,,,
# Source: WHO; aggregates MICS and DHS,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
