ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
PNG,,23.8,,,,,,,,,,,,,,,
PRY,10,,9,,8.8,,9.1,13.6,11.4,9.9,7.7,10.6,7.8,8.2,7.2,6.4,
PER,,,12.6,12.9,13.1,12.4,14.1,11.6,13.6,12.4,12.8,12.2,10.8,9,8.9,8.2,
PHL,,,21.8,,,21.9,,,21.4,,,22,,,22,,
MDA,,,18.7,23.2,27.6,,27.5,22.6,18.9,19.2,22.2,8.3,5.1,5.3,5.9,3.6,
RUS,,4.3,,,5.9,,3.6,2.4,1.8,1.2,0.9,0.8,0.2,0.1,0,,
RWA,,,,,,15.5,,,,,,17,,,,,20.7
SEN,,,,,,,26.8,,,,26.6,,,,,,
SRB,,,,,,,,0.3,0.5,0.7,1.8,0.4,0.3,0.4,0.4,,
SLE,,,,,,,,,24,,,,,,,,
SLB,,,,,,,,,,,24.5,,,,,,
SOM,,,,,,,,,,,38.8,,,,,,
ZAF,10.9,,,,,10.7,,,,,,11.3,,,10.2,,
LKA,,27.8,,,,,,24.5,,,,,20.6,,,,
SDN,,,,,,,,,,,,,,,25.9,,
SUR,,,,,8.3,,,,,,,,,,,,
SWZ,5,,,,,,9.8,,,,,,,,12.4,,
SYR,,,,,,,,,,13,,,,,,,
TJK,,,,,34,,,,32.2,28.6,,,22.6,,21.3,,
TZA,,,,,,12.8,,,,,,,22,,,,
THA,,10.9,,12,13.3,13.5,,10.4,,,,5.7,,3.9,3.6,,
TLS,,,,,,,26.1,,,,,,34.5,,,,
TGO,,,,,,,,,,,,31,,,,,
TUN,11.5,,,,,8.6,,,,,5.8,,,,,,
TUR,,,,,,,,5.8,5.8,5.4,3.9,3.2,2.6,2.8,,,
TKM,,,,21.8,,,,,,,,,,,,,
UGA,,24.5,,,24.8,,,24.3,,,25.5,,,,27.3,,
UKR,4.2,4.6,,,,,,2.1,0.9,0.7,0.3,0.3,0.1,0.1,0.1,,
URY,,,,,,,,,,,,2,1.7,1.2,0.9,0.7,
VEN,9.4,,,9.1,10.3,,9.8,12,13.6,11.8,7.5,5.4,,,,,
VNM,,,,30.6,,,,30.5,,29.9,,27.2,,27,,,
YEM,,,,15.6,,,,,,,22.8,,,,,,
ZMB,,18.8,,19.6,,,,,20.7,17.6,,14.7,,,,,
ZWE,,,,,,,,,,,14.1,,,,,,
AAE,13.55,24.325,,,24.3667,,,26.25,,,27.3,,,22.6714,,,
GEA,,,,,,,,,,,15.9885,,,,,,
AME,,7.41818,,8.82857,8.56429,,9.21429,9.00667,8.85714,8.28571,8.23333,6.25,,5.86154,5.43077,,
LMA,,,,,,,,,,,19.1222,,,,,18.62,
ASE,,,,,,,,,,,33.55,,,,,34.8,
UMA,10.4273,9.54545,,,10.0167,,,8.565,,,6.355,,,4.55,,,
EAM,7.3,23.8,,,25.6,,,23.2,,,27.4,,,27,,,
GEM,,,,,,,,,,,12.8,,,,,,
LCM,,6.4,,9.1,8.3,,9.1,7.8,8.8,6.5,7.7,6,,6.8,6.8,,
LMM,,,,,,,,,,,17.7,,,,,18.2,
SAM,,,,,,,,,,,32.5,,,,,35.8,
UMM,9.4,8,,,8.3,,,7.2,,,5.3,,,2.8,,,
EAE,12.616,22.2053,,,20.0918,,,20.1498,,,17.268,,,14.5965,,,
GLE,,,,,,,,,,,15.2814,,,,,,
LCE,,5.50632,,6.29473,5.27398,,5.65722,7.23773,5.90771,6.15804,4.95872,4.25774,,3.74414,2.86556,,
LMW,,,,,,,,,,,24.8124,,,,,22.2046,
SAE,,,,,,,,,,,34.2982,,,,,31.5803,
UMW,12.9812,18.7141,,,16.5245,,,15.6486,,,13.1781,,,9.9567,,,
# Series: EECTTOMP,,,,,,,,,,,,,,,,,
"# Name: Employment by economic class, moderately poor, Total",,,,,,,,,,,,,,,,,
"# Definition: The share of moderately poor (between US$1.25 and US$2, PPP) males and females in total employment",,,,,,,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
