ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
AFG,,,,,,,,,,,28.9,,,,,,
ALB,,,4.6,,,,,6.1,,3.7,5.1,,,2.7,,,
DZA,11.9,,,,,,,,,,,,,,,,
AGO,,,,,,16.9,,,,,,,,,,,
ARG,2.4,2.7,2.8,3,3.2,4,5,7.8,6,4.5,3.6,2.7,2,1.3,1,0.7,
ARM,,,,30.4,,,30.6,29.8,29.2,21.4,15.5,12.6,13.6,8.7,,,
AZE,25.5,,,,,,21.3,,,,,,,2.2,,,
BGD,27,,,,,28.5,,,,,32.5,,,,,35.8,
BLR,,,,,,1.2,0.9,1.5,,0.4,0.3,0.1,0.1,0.1,,,
BLZ,,10.2,11.8,11.3,7.7,,,,,,,,,,,,
BEN,,,,,,,,,27.7,,,,,,,,
BTN,,,,,,,,,24,,,,20.9,,,,
BOL,,,9.1,,9.3,10,9.3,9.8,,,9,8.3,10.5,8.3,,,
BIH,,,,,,,0.2,,,0.2,,,0.1,,,,
BRA,6.5,6.4,6.3,6.4,6.7,,6.7,6.5,6.3,5.9,5.3,4.5,4,3.5,3.1,,
BFA,,,,18.5,,,,,25.6,,,,,,28.6,,
BDI,,,,10.2,,,,,,,,13,,,,,
KHM,,,,,,,,,,29.2,,,28,29.7,,,
CMR,,27.3,,,,,21.2,,,,,,20.6,,,,
CPV,,,,,,,,17.5,,,,,,,,,
CAF,,,,,,,,,20.3,,,,,18,,,
TCD,,,,,,,,,22.7,,,,,,,,
CHL,,3.4,,3,,2.7,,,2.4,,,1.7,,,1.1,,
CHN,19.8,29,,,25.6,,,23.2,,,20.4,,,15.6,,,
COL,,8,,,9.6,12.2,11.2,11.4,11.8,11.5,9.7,,,8.7,8,6.9,
COM,,,,,,,,,,19.9,,,,,,,
COG,,,,,,,,,,,20.7,,,,,,
CRI,4.1,4.6,3.8,3.1,3.9,4.3,4.1,4,3.7,3.7,3.4,3.4,2.3,2.1,2.4,,
CIV,25.7,,,23.9,,,,22.4,,,,,,21.5,,,
CUB,,,,,,,,,,,3.8,,,,,,
PRK,,,,,,,,,,,27.4,,,,,,
COD,,,,,,,,,,,,3.9,,,,,
DOM,,6.2,5.8,,,5.6,6.4,7.1,8.8,11.6,8.6,7.5,7.4,7.6,6.9,7.4,
ECU,,,,12,14.6,16.3,,,10.9,,9,7.3,6.9,6.2,6.8,5.7,
EGY,,18.4,,,,14,,,,,13.7,,,11.6,,,
SLV,7.8,8.4,,7.7,7.2,,7.4,7.7,7.3,6.5,7.6,6.7,5.5,6.8,6.6,,
GNQ,,,,,,,,,,,12,,,,,,
ERI,,,,,,,,,,,35.7,,,,,,
ETH,24.6,,,,31.2,,,,,,39.7,,,,,,
FJI,,,,,,,,19.4,,,,,,16,,,
GAB,,,,,,,,,,,10.6,,,,,,
GMB,,,,14.4,,,,,20.5,,,,,,,,
GEO,,,,,,,,17.3,18,,16.6,17.1,18.3,16.1,,,
GHA,,,,23.7,,,,,,,22.3,,,,,,
GTM,,,,9.6,,11,,10.7,8.8,10.8,,7.6,,,,,
GIN,,,,,,,,,23.6,,,,26.2,,,,
GNB,,,,,,,,30.8,,,,,,,,,
GUY,,,,8.1,,,,,,,,,,,,,
HTI,,,,,,,10.6,,,,,,,,,,
HND,15.4,16.1,14.5,11.7,13.3,,10.9,11.9,12.7,12.3,11.9,10.9,12,10.2,10.9,,
IND,,,,,,,,,,,35.7,,,,,37,
IDN,,33.6,,,34.2,,,38,,,32.3,34.9,32,31.9,32.2,27.9,26.8
IRN,,,,6.1,,,,,,,6.6,,,,,,
IRQ,,,,,,,,,,,,,13.3,,,,
JAM,,5.5,,,3.9,,,6.3,,4,,,,,,,
JOR,,,8.2,,,,,7.9,,,,2.6,,1.8,,1.4,
KAZ,,11.4,,,,,,13.2,11.1,9.5,,2.2,1,0.6,0.8,,
KEN,,,20.4,,,,,,,,,,,,,,
KGZ,,,,28.6,,,,33.1,,23.9,23.2,24.6,25.6,13.8,14.8,,
LAO,,,34.1,,,,,36,,,,,,34.6,,,
LSO,,,,,,,,17.7,,,,,,,,,
LBR,,,,,,,,,,,,,10.6,,,,
MKD,,,,2.8,,6,,2.1,2.1,2.1,2.7,3.1,,3.2,4.7,,
MDG,,,19.7,,13.6,,14.9,,,,24,,,,,14.5,
MWI,,,,12.9,,,,,,18.6,,,,,,,
MYS,7.3,,5.1,,,,,,,,,,2.4,,1.9,,
MDV,,,,9.3,,,,,,8.6,,,,,,,
MLI,,,,,,,21.2,,,,,26.4,,,,30,
MRT,23.5,,,,,22,,,,26.5,,,,21.7,,,
MEX,,10.1,,9.5,,7.7,,7.5,,4.7,,3.2,,3.1,,,
MNE,,,,,,,,,,,0.3,0.3,0.3,0.2,,,
MAR,,,,17.1,,,17.9,,,,,,11.1,,,,
MOZ,,,13.2,,,,,,16.9,,,,,23.6,,,
MMR,,,,,,,,,,,31.9,,,,,,
NAM,,,,,,,,,,13.1,,,,,,,
NPL,,23.6,,,,,,,25.6,,,,,,,31.6,
NIC,,,,16.2,,,17.8,,,,17.7,,,,,,
NER,,,,,,,,,,,25.5,,31.4,,,,
NGA,,19.8,,,,,,,,21.1,,,,,,18.2,
PAK,,,35.1,,,,,37,,,37.1,38.1,38.8,,,,
PAN,5.4,,5.3,,,,6.6,7.2,6.7,6.4,5.9,6,,,6.8,5.7,
