ISO,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ARG,,,,,,,,,,,,,25.1,25.7,,23.1,
ARM,,,,,,,,,,,,,,,,36.5,
AUS,20.1,18.9,17.7,17.6,16.4,16.4,15.9,16,14.9,14.6,14,14,15.4,14.8,14.6,,
AUT,,,,,,10.5,11.5,12.9,11.5,13,12.9,12,12.4,12,11.1,,
BEL,19.2,19,17,15.3,14.7,16.6,16.2,16.1,16,15.3,15.1,14,14.8,16.1,14.8,,
BEN,,,,,,,,,,,,,,,,31.5,
BRA,,,,,,,,,,,28.3,27,24.8,,25.6,,
BGR,,,,,30.3,27.6,29.1,26.7,26.5,24.7,20.6,19.3,20.9,23,21.9,21.5,
KHM,,,,,,,,,,,,,,,,11.9,
CAN,17.5,16.6,15.4,15.2,14,14,13.5,12.9,13.2,12.6,12.7,12.5,12.9,12.7,13.5,,
CHL,,,,,,,,,,,,,,17.5,30.9,,
HRV,,,,,,20.4,17.7,18.3,16,14.5,11.8,10.6,11.6,13.2,14,15.2,
CYP,,,,13.7,10.6,10.4,11.3,12.2,21.5,11.2,9.6,10.9,11.1,12.8,14.2,14.4,
CZE,26,25.9,27.8,26.9,25.9,25.4,25,24.8,23.2,20.7,18.5,17.1,17.8,18.2,17.8,,
DNK,8.4,7.6,8.1,7.6,8.1,6.9,11.1,11,9.4,7.1,7.9,7.5,8.7,10,10.8,,
EGY,,,,,,,,,,,,,,,,49.5,
SLV,,,,,,,,,,,,,,,,44.5,
EST,,,,15.7,18.1,12.8,10.8,14.5,12.2,11.1,9.2,9.4,14.8,14,11.7,13.3,
FIN,,,,,,,12.6,13.9,12.5,11.8,12.2,11.7,12.6,12.9,12.8,,
FRA,,,,11.5,11.5,11.4,10.6,11.2,11.7,12,11,10.4,11.9,12.4,12.3,12,
DEU,18.1,,16.5,16.7,16.1,15.3,15,15.3,17.1,15.8,14.9,14.3,13.6,13.8,12.7,,
GRC,30,32.7,30.3,29.6,27.3,27.7,26.2,27.9,26.6,23.4,22.9,21.3,21.8,23.3,25.7,,
HUN,30.3,30,27.8,25.6,24,24.5,23.6,22.2,22.8,21.4,20,20.8,21.3,21.4,21.7,,
ISL,8.8,9.7,8.3,7.1,4.7,4.9,7.3,5.9,7.1,6,7.8,6.5,7.4,8.2,6.3,,
IDN,,,,,,,,,,,,,35.6,32.9,,,
IRL,,,,,,15.1,12.8,13.1,11.8,11.2,11.4,14.3,16.6,18,17.5,17.3,
ISR,,,,,,30.9,31.7,30.5,30.3,29.4,31.4,28.1,28.9,26.4,25.5,,
ITA,,,,22,20.4,18.8,18.5,18.4,18.9,18.3,17.3,18,18.3,19.2,20.1,21,
JPN,9.8,9.8,10.8,10.3,10.5,10.6,10.7,10.4,9.9,10.5,9,8.3,10,9.8,10.9,,
JOR,,,,,,,,,,,,,,,,32.2,
LVA,,,,,,15.1,13.5,12.8,11.3,14.3,13.6,13.2,15.8,17.1,16,14.6,
LBR,,,,,,,,,,,,,,,,44.2,
LTU,,,,15.7,13.9,11.6,10.9,11.5,9.2,8.4,7.8,9.3,10.7,11.9,10.2,9.4,
LUX,17.1,16.7,16,13,11.6,11.5,10.3,11.7,10.2,10.7,8.6,10.7,8.4,7,10.2,,
MKD,,,,,,,,,,43.8,34.6,33.5,30.1,25.9,25.5,24.2,
MWI,,,,,,,,,,,,,,,,25.5,
MLI,,,,,,,,,,,,,,15.8,,,
MLT,,,,28.8,20.3,17.8,21.4,15.3,12.6,10.4,11.2,10.9,10.3,11,11.4,12.2,
MEX,42.6,42.7,41.6,41.7,41.7,40.6,41.6,40.4,39.8,38.2,37.7,37.5,38.1,37.2,37.8,,
MNG,,,,,,19.3,20.2,,,,20.2,17.9,20.7,19.2,18,,
NLD,,,,5.3,5.4,4.7,5.6,5.6,5.5,4.4,4,3.8,4.1,4.2,3.8,4.7,
NZL,,,,,,,,19.2,17.1,17.4,17.5,16.7,20.8,20.2,18.2,,
NOR,12.3,9.2,8.1,7.9,8.6,9.1,9.3,9.4,8.9,9.2,8.7,7.4,8.4,8.4,9.1,,
PRY,,,,,,,,,,,,,27.6,28.9,,,
PER,,,,,,,,,,,,,,,,26.2,
