ISO,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
PHL,,,,,,,,,,,,,31.6,31.9,,,
POL,24.6,23,24.2,26.7,24.4,23.6,22.4,22.2,20.8,19.9,18.4,17.4,17.6,18,18.9,,
PRT,15.5,15.2,14.8,14,13.1,13.3,13.9,14.8,15.1,14.7,15.9,15.5,14.8,14.8,16.4,,
KOR,,,,,,,,,,,,20.3,20.7,20.8,20.2,,
ROU,,,,21,19.8,23.5,21.9,20.8,18.8,16.6,15.1,14.5,16.8,18.9,18.8,18.6,
RUS,,,,,,,,,,,,,,,,20.6,
WSM,,,,,,,,,,,,,,,,44.5,
SGP,,,,,,,,,,,,,23,25.3,,,
SVK,28.1,27.9,30,32.7,33.1,29.8,25.8,25.4,25.1,24.4,22.8,21.4,20.5,21.8,22,,
SVN,,,,,10.8,9.1,10.7,10.4,11.6,12.3,12.3,9.9,9,9.3,10.4,,
ESP,25.5,23.5,22.5,19.8,18.6,18.8,18.5,18.2,21.2,19.7,19.5,19.6,22.8,22.8,24.7,,
SWE,11.9,9.2,8.4,8.2,7.7,8.2,8.8,9.5,9.2,10.5,10,9.4,11,10,9.5,,
CHE,12.7,12.5,11.1,11.2,11.1,11.2,13.5,12.3,12,11.9,12,10.8,11.8,11.2,10.4,,
TGO,,,,,,,,,,,,,,,,14.6,
TUR,58.9,56.7,55.8,59.7,60,59.2,59.6,61.2,62.1,60.6,59.2,60,55.5,52.1,49.8,,
UKR,,,,,,,,,,,,,,,,,25
GBR,,,,17.3,16.8,18.2,17.3,17,17.4,17.7,18.1,18.1,18,18.3,17.8,,
USA,16.7,16.2,16.9,15.8,17,17,,17.7,17,16.3,16.6,17,19,18,18.3,,
URY,,,,,,,,,,,,,28.2,27.7,,,
VEN,,,,,,,,,,,,,24.7,25.7,,,
VNM,,,,,,,,,,,,,,,,12.4,
YEM,,,,,,,,,,,,,,73,,,
ZMB,,,,,,,,,,,,,,,,34.2,
ACE,,,,18.5083,17.9462,17.1733,16.8161,17.0065,16.8774,16.7687,15.7406,15.3938,15.9656,16.2563,16.2156,,
HIA,,,,16.3692,15.2111,15.2219,,15.2441,14.9412,14.1382,13.7235,13.4943,15.0135,15.3447,15.1306,,
AME,,,,,,,,,,,,,28.0833,,,,
ASA,17.1,16.4,16.15,15.5,15.5,15.5,,15.3,15.1,14.45,14.65,14.75,15.95,15.35,15.9,,
ECM,,,,15.7,14.7,15.1,13.5,14.5,15.1,14.3,12.9,13.2,14.8,14,14.2,,
HIM,,,,15.3,14,14,,13.9,12.6,12.6,12.3,12.5,14.8,14,14,,
LCM,,,,,,,,,,,,,25.1,,,,
NAN,16.7,16.2,15.4,15.2,14,14,,12.9,13.2,12.6,12.7,12.5,12.9,12.7,13.5,,
ECE,,,,14.241,14.1541,14.3793,14.2719,14.4599,14.7916,14.3848,13.8713,13.7709,13.8217,13.8212,13.698,,
HWW,,,,12.0967,12.0676,12.37,,12.5109,12.458,12.0741,11.757,12.4285,13.5727,13.6685,13.8863,,
LCE,,,,,,,,,,,,,19.0146,,,,
NAE,16.779,16.2394,16.7526,15.7411,16.7059,16.7059,,17.2286,16.6263,15.936,16.2161,16.556,18.3962,17.4734,17.8217,,
# Series: NEETFEIN,,,,,,,,,,,,,,,,,
"# Name: Not in education, employment or training, Female",,,,,,,,,,,,,,,,,
"# Definition: The proportion of total female youth not in employment, education or training, the NEET rate, which is a broad measure of untapped potential of youth.",,,,,,,,,,,,,,,,,
# Source: International Labour Organization (ILO) Key Indicators of the Labour Market (KILM),,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
