ISO,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,,,1.6,,,,,
AGO,,,,,,,,,,,,,7.2,,,,,,,
ARM,,,,,,,3.3,,,,,0.2,,,,,4,,,
AZE,,,,,,,,,,,,,2.7,,,,,,,
BGD,,,,,,,,,,,18.6,,,19.7,,,,19.3,,
BEN,,,8.7,,,,,6.5,,,,,6.4,,,,,,7.6,
BOL,,,,,5.3,,,,,7.2,,,,,7.8,,,,,
BRA,,,8.4,,,,,,,,,,,,,,,,,
BFA,,,,,,18.2,,,,12.2,,,,,,,11.1,,,
BDI,,,,,,,,,,,,,,,,,8.1,,,
KHM,,,,,,,5.7,,,,,5.4,,,,,4,,,
CMR,,,,,14.5,,,,,,14.4,,,,,,,14.3,,
TCD,,,,40.3,,,,,,,32.8,,,,,,,,,
COL,4.4,5.1,,,,,8.7,,,,,10.7,,,,,7.4,,,
COM,,,3.1,,,,,,,,,,,,,,,,4.3,
COG,,,,,,,,,,,,13,,,,,,,,
CIV,,,,,12.3,,,,,,,,,,,,,,14.6,
COD,,,,,,,,,,,,,,11.5,,,,,,15.1
DOM,,,7.4,,,12.4,,,7.9,,,,,7.8,,,,,,8.7
EGY,,,,,,,,,,,,3.1,,,4.8,,,,,
ERI,,5.1,,,,,,,5.4,,,,,,,,,,,
ETH,,,,,,,12.7,,,,,8.2,,,,,,5.5,,
GAB,,,,,,,19.7,,,,,,,,,,,,10.3,
GHA,,,,,3.4,,,,,1.9,,,,,3.9,,,,,
GTM,,11.6,,,,8.5,,,,,,,,,,,,,,
GIN,,,,,,22.4,,,,,,20.2,,,,,,,16.9,
GUY,,,,,,,,,,,,,,,,4.4,,,,
HTI,,,,,,,9.3,,,,,,7.1,,,,,,5.3,
HND,,,,,,,,,,,,9.6,,,,,,10.8,,
IND,,,,,,,,,,,,,5.1,,,,,,,
IDN,,,,,,,,,,4.7,,,,9.6,,,,,2.6,
JOR,,,,,,,,,,,,,,1.3,,2.6,,,1.8,
KAZ,,4.2,,,,4.7,,,,,,,,,,,,,,
KEN,,,,,13.2,,,,,21.2,,,,,16.4,,,,,
KGZ,,,,2.9,,,,,,,,,,,,,,,2.3,
LSO,,,,,,,,,,,10.3,,,,,10.7,,,,
LBR,,,,,,,,,,,,,,18.2,,20.1,,,,17.3
MDG,,,,13,,,,,,,11,,,,13.6,,,,,
MWI,,,,,,,32.3,,,,20.4,,,,,,15.6,,,
MDV,,,,,,,,,,,,,,,,2,,,,
MLI,,,26.2,,,,,24.8,,,,,23.1,,,,,,23.8,
MRT,,,,,,,10.7,,,,,,,,,,,,,
MAR,,,,,,,,,,2.6,,,,,,,,,,
MOZ,,,,21.7,,,,,,24.6,,,,,,,,22.7,,
NAM,,,,,,,12.1,,,,,,4.8,,,,,,,
NPL,,,,,,,,,,,,,14.4,,,,,6.7,,
NIC,,,,,14.8,,,14.9,,,,,,,,,,,,
NER,,,,,27.5,,,,,,,,24.1,,,,,,24.3,
NGA,10.8,,,,,,,,,11.2,,,,,4.9,,,,,4.6
PAK,,,,,,,,,,,,,4,,,,,,3.3,
PRY,4.3,,,,,,,,,,,,,,,,,,,
PER,,,3.4,,,,3.1,,,,3.5,,,6.3,,4.4,4.2,2.5,2.6,
PHL,,,,,1.3,,,,,1.7,,,,,3.8,,,,,4.1
MDA,,,,,,,,,,,,1.3,,,,,,,,
RWA,,,,,,,5.7,,,,,4.6,,,4.1,,3.9,,,
STP,,,,,,,,,,,,,,,8.3,,,,,
SEN,,,,10.8,,,,,,,,5.6,,,8.2,,7.3,,,
SLE,,,,,,,,,,,,,,,16.1,,,,,14.2
ZAF,,,,,4.6,,,,,,,,,,,,,,,
SWZ,,,,,,,,,,,,,14.6,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,7.2,
TZA,,,20.5,,,15.1,,,,,16,,,,,,12.7,,,
TLS,,,,,,,,,,,,,,,,3,,,,
TGO,,,,,6.9,,,,,,,,,,,,,,,
TUR,,,,,4.1,,,,,,,,,,,,,,,
TKM,,,,,,,3.5,,,,,,,,,,,,,
UGA,,31.5,,,,,20.2,,,,,,16.3,,,,,15.8,,
UKR,,,,,,,,,,,,,,0.8,,,,,,
UZB,,,7,,,,,,,,,,,,,,,,,
ZMB,,,17.6,,,,,,16.3,,,,,14,,,,,,
ZWE,,,,,,13.2,,,,,,6.6,,,,,9.6,,,
# Series: TEPREGHQ,,,,,,,,,,,,,,,,,,,,
"# Name: % women ages 15-19 who have children or are pregnant, highest income quintile",,,,,,,,,,,,,,,,,,,,
"# Definition: Teenage mothers are the percentage of women ages 15-19 who already have children or are currently pregnant, by household wealth index",,,,,,,,,,,,,,,,,,,,
# Source: DHS Household Surveys,,,,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,,,,
