ISO,1990,2000,2010,2012
AFG,125.4,98.3,78.2,74.8
ALB,39.8,27.4,17.6,16.3
DZA,45.8,33,20.5,19.1
AND,7.4,4.4,3.1,2.8
AGO,135.6,130,112.6,107.3
ATG,22,15.8,10.8,10.1
ARG,27.1,20,14.6,14.1
ARM,46.4,29.4,18,16.3
AUS,8.5,5.7,4.7,4.6
AUT,8.9,5.1,3.9,3.7
AZE,80.1,63,35.6,32.9
BHS,21.1,15.4,15.6,14.9
BHR,20.1,11.1,8.9,8.4
BGD,106.1,68.2,40.4,35.7
BRB,17.2,17.3,19.2,18.4
BLR,15.5,13,5.2,4.4
BEL,9.5,5.3,3.9,3.7
BLZ,38.4,23.4,18.2,17.4
BEN,115.6,96.5,66.8,62.9
BTN,97.6,64.2,41.7,39.1
BOL,91.8,62.3,38.9,36.2
BIH,17.9,9.8,7.1,6.4
BWA,41.8,59.5,47.7,44.8
BRA,56.9,32.5,16.3,14.5
BRN,10.3,8.3,7.4,7.3
BGR,20.6,19.9,12.4,11.6
BFA,109.8,103.3,75.7,71.1
BDI,110,101.5,78.5,73.9
KHM,93,89.5,41.6,38
CMR,91.7,100.1,70.9,66.7
CAN,7.6,5.7,5.3,5
CPV,51.6,34,22.4,21
CAF,120.5,116.4,102.7,97.7
TCD,121.4,113.3,100.4,96.6
CHL,17.5,10,8.6,8.6
CHN,44.4,32,14.7,12.9
COL,32.3,23.9,18,16.9
COM,93.7,77,66.1,62.7
COG,70.2,80.8,70.9,67.6
COK,23.5,16.6,10.7,10
CRI,15.9,12.4,9.8,9.5
CIV,113.7,107.7,87,83
HRV,12.6,7.8,4.8,4.3
CUB,11.9,7.3,5.2,4.7
CYP,10.9,6.1,3.1,2.8
CZE,14.5,6.3,3.8,3.5
PRK,36.8,48.7,27.5,25.2
COD,119.4,120.4,112.3,107.5
DNK,8.4,5.1,3.6,3.3
DJI,98.8,90.4,74.3,70.4
DMA,15.4,14.7,12.9,12.4
DOM,50,35.4,26.5,25
ECU,48.5,31.8,23.7,22.4
EGY,64.5,37.6,20.4,18.7
SLV,50.3,29.4,16.6,15.2
GNQ,131.5,106.4,82.6,77.9
ERI,100.9,64.5,44,41.5
EST,18.8,10,3.9,3.2
ETH,133.7,99.4,57,52.1
FJI,28.3,22.9,21.5,21.3
FIN,6.1,3.9,2.8,2.6
FRA,8.5,5,3.9,3.7
GAB,66.7,62.3,50.4,47.2
GMB,86.4,68.1,55.5,53.8
GEO,34.2,33.6,21.6,20
DEU,7.9,4.9,3.8,3.8
GHA,87.1,72.6,56.2,53.5
GRC,12.2,7.5,4.3,4.3
GRD,19.9,14.4,12.8,12.3
GTM,64.7,43.8,31.3,29.4
GIN,151.1,110.9,75.4,70.5
GNB,133.9,115.7,93.7,88.9
GUY,52.4,41.7,34.5,32.7
HTI,108.1,81.9,79.6,61.8
HND,50.2,34.4,23.4,21.7
HUN,18.8,10.7,6,5.7
ISL,5.5,3.4,2.1,1.9
IND,90.2,66.3,46.4,43.5
IDN,68,45.6,31.1,28.9
IRN,45.4,29.8,17.4,16
IRQ,45.2,38.9,32.5,31.1
IRL,8.5,6.6,3.8,3.7
ISR,10.3,6,3.8,3.5
ITA,9.2,5,3.7,3.5
JAM,28.1,22.4,17.2,16.2
JPN,4.9,3.5,2.5,2.3
JOR,31.4,24.4,18.3,17.2
KAZ,51.9,43.6,22.5,19.3
KEN,68.1,73.6,56,52.9
KIR,74,58.4,52.6,50.6
KWT,15.1,12,10.4,10.2
KGZ,63.6,47,30,26.3
LAO,119.5,91.3,63.3,58.7
LVA,18.7,15.7,8.8,8.2
LBN,28.1,17.7,9,8.3
LSO,74,86.8,83.5,80.7
LBR,176.6,127.5,65.9,60.7
LBY,40.1,27.1,16.1,14.6
LTU,15,10.6,6.1,4.8
LUX,7.9,4.2,2.2,1.9
MKD,34.8,15.3,9.3,6.9
MDG,103.1,74.2,47.3,44.4
MWI,149.7,109.3,56.9,50
MYS,15.9,9.6,7.9,7.9
MDV,73.8,39.6,12.4,9.9
MLI,139.7,124.8,89.7,85.7
MLT,10.9,7.2,6.4,6.3
MHL,43.3,37.6,35.6,34.8
MRT,90.6,83.8,74.4,72.3
MUS,22.5,18.4,14.4,14.5
MEX,40.3,23.6,16.2,15.3
FSM,47.2,46.1,36.4,34.5
MCO,6.9,4.6,3.5,3.4
MNG,89.8,57.3,30.1,27.5
MNE,16.2,13.4,6.8,5.8
MAR,68.3,46.6,32,29.8
MOZ,162.2,117.3,75.4,67.2
MMR,83.6,64.6,48.4,45.8
NAM,53.6,52.6,34.5,31.5
NRU,49.3,37.5,34.6,33.6
NPL,104,64.3,39.2,36.2
NLD,7.6,5.6,4,3.7
NZL,10.2,6.7,5.5,5.2
NIC,55.1,35.9,24.4,22.9
NER,144.9,106.7,71.7,67.4
NGA,135.5,120.4,89.2,84.2
NIU,13.2,22,24.6,23.6
NOR,7.8,4.4,2.8,2.5
OMN,35.2,16.3,11.3,11
PAK,111.9,92.6,77.2,74
PLW,33.7,24.7,17.4,16.4
PAN,29.2,24.2,18.7,17.6
