ISO,1995,2000,2005,2010
AFG,1300,1000,710,460
ALB,43,39,31,27
DZA,180,140,110,97
AGO,1200,890,650,450
ARG,60,63,69,77
ARM,47,38,34,30
AUS,13,9,7,7
AUT,7,5,5,4
AZE,81,65,52,43
BHS,56,56,47,47
BHR,21,22,21,20
BGD,560,400,330,240
BRB,39,49,41,51
BLR,28,31,20,4
BEL,10,9,8,8
BLZ,32,100,77,53
BEN,660,530,430,350
BTN,670,430,270,180
BOL,360,280,240,190
BIH,14,10,9,8
BWA,210,350,330,160
BRA,96,81,67,56
BRN,25,24,25,24
BGR,23,28,13,11
BFA,560,450,370,300
BDI,1100,1000,910,800
KHM,750,510,340,250
CMR,720,730,720,690
CAN,7,7,11,12
CPV,200,170,110,79
CAF,1000,1000,1000,890
TCD,1000,1100,1100,1100
CHL,40,29,26,25
CHN,84,61,45,37
COL,130,130,100,92
COM,380,340,310,280
COG,480,540,550,560
CRI,45,47,50,40
CIV,660,590,510,400
HRV,14,11,14,17
CUB,61,63,67,73
CYP,17,15,12,10
CZE,9,7,7,5
PRK,140,120,85,81
COD,870,770,660,540
DNK,19,8,7,12
DJI,290,290,220,200
DOM,170,130,130,150
ECU,150,130,110,110
EGY,150,100,78,66
SLV,130,110,94,81
GNQ,1000,450,270,240
ERI,550,390,300,240
EST,46,28,23,2
ETH,880,700,510,350
FJI,33,31,29,26
FIN,5,5,6,5
FRA,13,10,8,8
GAB,260,270,260,230
GMB,650,520,430,360
GEO,75,58,61,67
DEU,9,7,7,7
GHA,590,550,440,350
GRC,2,5,3,3
GRD,32,27,25,24
GTM,160,130,120,120
GIN,1100,970,800,610
GNB,1000,970,890,790
GUY,170,220,280,280
HTI,550,460,410,350
HND,180,160,130,100
HUN,23,10,10,21
ISL,7,7,6,5
IND,480,390,280,200
IDN,420,340,270,220
IRN,72,48,30,21
IRQ,84,78,74,63
IRL,4,6,2,6
ISR,10,9,7,7
ITA,6,4,5,4
JAM,62,83,89,110
JPN,9,10,7,5
JOR,88,79,72,63
KAZ,90,70,50,51
KEN,460,490,450,360
KWT,10,9,8,14
KGZ,98,82,77,71
LAO,1200,870,650,470
LVA,58,43,21,34
LBN,46,38,31,25
LSO,540,690,720,620
LBR,1900,1300,1100,770
LBY,76,67,61,58
LTU,21,21,11,8
LUX,11,11,17,20
MKD,14,15,10,10
MDG,550,400,310,240
MWI,1000,840,630,460
MYS,44,39,34,29
MDV,390,190,94,60
MLI,930,740,620,540
MLT,13,12,10,8
MRT,690,630,560,510
MUS,66,28,32,60
MEX,85,82,54,50
FSM,130,130,110,100
MNG,110,96,84,63
MNE,10,11,9,8
MAR,230,170,130,100
MOZ,800,710,630,490
MMR,380,300,230,200
NAM,200,280,310,200
NPL,550,360,250,170
NLD,12,13,8,6
NZL,13,12,15,15
NIC,150,130,110,95
NER,1100,870,720,590
NGA,1000,970,820,630
NOR,4,8,9,7
OMN,74,51,39,32
PAK,440,380,310,260
PAN,110,110,100,92
PNG,330,310,270,230
PRY,120,110,110,99
PER,170,120,90,67
PHL,140,120,110,99
POL,14,8,5,5
PRT,10,8,8,8
QAT,13,11,9,7
KOR,18,19,17,16
MDA,60,39,25,41
ROU,72,52,30,27
RUS,72,57,37,34
RWA,1000,840,550,340
LCA,55,46,40,35
VCT,87,88,64,48
WSM,180,150,120,100
STP,120,110,87,70
SAU,33,27,25,24
SEN,590,500,430,370
SRB,25,12,10,12
SLE,1300,1300,1000,890
SGP,6,15,9,3
SVK,10,13,6,6
SVN,13,12,14,12
SLB,120,120,110,93
SOM,970,1000,1000,1000
ZAF,260,330,360,300
ESP,4,5,6,6
LKA,74,58,44,35
SDN,930,870,800,730
SUR,39,130,110,130
SWZ,290,360,420,320
SWE,5,5,4,4
CHE,6,6,6,8
SYR,160,120,89,70
TJK,160,120,79,65
TZA,840,730,610,460
THA,54,66,54,48
TLS,880,610,410,300
TGO,540,440,370,300
TON,86,87,100,110
TTO,90,59,59,46
TUN,110,84,68,56
TUR,51,39,28,20
TKM,94,91,76,67
UGA,590,530,420,310
UKR,45,35,25,32
ARE,16,14,13,12
GBR,10,12,13,12
USA,12,14,18,21
URY,35,35,31,29
UZB,36,33,32,28
VUT,180,120,110,110
VEN,98,91,94,92
VNM,160,100,74,59
YEM,520,380,270,200
ZMB,530,540,500,440
ZWE,540,640,690,570
AAE,220.2,170.76,132.6,107.8
ACE,31.3958,25.5625,19.9792,18.9375
GEA,279.659,241.57,204.911,170.592
HIA,39.42,25.84,19.86,18.62
AME,118.733,111.633,101.133,93.7333
LIA,764.514,654.914,552.029,451.914
LMA,349.711,308.378,265.267,224.156
ANE,109.8,87.45,68.25,57.15
ASA,9.5,10.5,14.5,16.5
ASE,558,401,286,200.625
AEE,713.174,639.522,558.457,463.891
UMA,114.143,105.102,90.3673,75.5306
EAM,120,100,85,81
ECM,14,12,10,10
GEM,96,91,77,67
HIM,13,11,9,8
LCM,90,91,89,77
LIM,750,640,510,360
LMM,200,170,130,120
MEM,74,51,39,32
NAN,7,7,11,12
SAM,480,380,270,180
SSM,660,590,510,400
UMM,76,70,64,56
EAE,129.776,101.721,79.7415,66.8338
ECE,33.387,26.5986,19.4596,18.1211
GLE,253.768,219.187,179.975,146.128
HWW,19.9844,17.399,14.9566,14.9284
LCE,111.772,98.684,82.673,74.8745
LIW,679.519,565.823,467.335,366.825
LMW,441.421,375.239,294.493,229.582
MEE,141.193,103.875,79.224,63.929
NAE,11.5044,13.3132,17.3117,20.1057
SAE,490.687,394.067,291.638,212.319
SSE,780.951,714.581,610.988,488.963
UMW,94.7908,77.5725,62.5795,53.1934
# Series: MATMORTA,,,,
"# Name: Maternal mortality ratio, female",,,,
"# Definition: The annual number of female deaths from any cause related to or aggravated by pregnancy or its management (excluding accidental or incidental causes) during pregnancy and childbirth or within 42 days of termination of pregnancy, irrespective of the duration and site of the pregnancy, per 100,000 live births, for a specified year.",,,,
# Source: World Health Organization (WHO),,,,
# Data from the No Ceilings project: http://noceilings.org,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,
