ISO,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,48.1,,
DZA,,,,,,,,8.6,,,,,,,
ARG,,,,,40.3,,,,,,,,,,
ARM,,,82.2,,,,,,,,,,,,
AUS,,,,,,,,,,,,,,78,
AUT,,,,,,,,,,,,,,84.7,
AZE,,,,,,,,,,,92.2,,,,
BHS,,65.8,,,,,,,,,,,,,
BHR,,,51.7,,,,,,,,,,,,
BGD,,,20.8,,,,,,,,,,,,
BRB,,22.9,,,,,,,,,,,,,
BLR,,,,,,,,,,,85.3,,,,
BEL,,,,,,,,,,,,,64.8,,
BLZ,,,,,,,,,,,,32.8,,,
BTN,,,,,,,19.4,,,,,,,,
BOL,,,,,,,,,,,,,,44,
BIH,,,,,,,,,,,,,36.4,,
BRA,,,,,,,,,,,,,37.6,,
BGR,,,,,,,,,,,,,,74.6,
BFA,,,,,,,,,0.9,,,,,,
KHM,,,,,,,,,,,9.7,,,,
CAN,,,,,,,,,,,,,82.8,,
CHL,,,,,,,,,,,,53.6,,,
CHN,,,,,,,,,,,,25.4,,,
COL,,,,,,,,,,,,,41.5,,
CRI,,,,,,,,,,,,,,36.4,
HRV,,,,,,,,,,,,,79,,
CUB,,,,40.5,,,,,,,,,,,
CYP,,,,,,,,,,,,,,71.5,
CZE,,,,,,,,,,,,,,93.7,
DNK,,,,,,,,,,,,,,74,
DMA,,,11.2,,,,,,,,,,,,
DOM,,,,,,,,,,,,,,29.2,
ECU,,,,,,,,,,,,32.9,,,
SLV,,,,,,,,,,,,,,28.3,
EST,,,,,,,,,,,,,,85.3,
ETH,,,,,,,,,,,,,12.7,,
FJI,,,,,,,,,38.1,,,,,,
FIN,,,,,,,,,,,,,70.9,,
FRA,,,,,,,,,,,,,,66.9,
GEO,,,,85.3,,,,,,,,,,,
DEU,,,,,,,,,,,,,,87.9,
GHA,,,,,,,,,,,,27.2,,,
GRC,,,,,,,,,,,,56,,,
GTM,,,,,,,,,,,,,,13.2,
GUY,,,,29,,,,,,,,,,,
HND,,,,,,,,,,,,,,17.1,
HUN,,,,,,,,,,,,,,81.5,
ISL,,,,,,,63.2,,,,,,,,
IDN,,,,,,,,,,,,,32.8,,
IRN,,,,,,,,,,,,,,45.1,
IRL,,,,,,,,,,,,,60.9,,
ISR,,,,,,,,,,,,,,80.5,
ITA,,,,,,,,,,,,,,48.4,
JPN,,,,,,,,,,,,70.5,,,
JOR,,,,,,,,,,,,42.5,,,
KAZ,,,,,,,,,96.2,,,,,,
KEN,,,,,,,,,,,,25,,,
KWT,,,,,,,,,,,,,,31.8,
KGZ,,,,,,,,,,,89.4,,,,
LVA,,,,,,,,,,,,,,83.5,
LBN,,,,,,,,,33.3,,,,,,
LSO,,,,,,,,,,13.4,,,,,
LTU,,,,,,,,,,,,,,84.5,
LUX,,,,,,,,,,,,,,79.9,
MWI,8.1,,,,,,,,,,,,,,
MYS,,,,,,,,,,,,52.1,,,
MDV,,,,,,,,6,,,,,,,
MLI,,,,,,,,,,,,,11.1,,
MLT,,,,,,,,,,,,,,36.7,
MUS,,,,,,,,,,,,,46.8,,
MEX,,,,,,,,,,,,,,35.6,
MNG,,,,,,,,,,,,63.8,,,
MNE,,,,,,,,,,,,,80.3,,
NAM,,,18.4,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,70.4,
NZL,,,,,,,,,,,,,67.9,,
NOR,,,,,,,,,,,,,75,,
OMN,,,,,,,,,,42.5,,,,,
PAK,,,,,,,,,,,,,33.3,,
PAN,,,,,,,,,,,,40,,,
PRY,,,,,,,,,,28.8,,,,,
PER,,,,,,,,,,,,,,60.9,
POL,,,,,,,,,,,,,,85.3,
PRT,,,,,,,,,,,,,,29,
QAT,,,,,,,,,,,,,,37.8,
KOR,,,,,,,,,,,,79.6,,,
MDA,,,,,,,,,,,,,,77.3,
ROU,,,,,,,,,,,,,,72.1,
RUS,,,,,,,,,,,,83.3,,,
WSM,,,60,,,,,,,,,,,,
SAU,,,,,,,,,,,,,,,50.9
SEN,,,,,,,,,,,,,8.6,,
SRB,,,,,,,,,,,,,,45.5,
SYC,,,,45.4,,,,,,,,,,,
SGP,,,,,,,,,,,,,,70.8,
SVK,,,,,,,,,,,,,,90.6,
SVN,,,,,,,,,,,,,,84.1,
ZAF,,,,,,,,,,,,,,62.4,
ESP,,,,,,,,,,,,,,46.4,
LKA,,,,,,,,,,,29,,,,
SUR,,,,,,8.6,,,,,,,,,
SWE,,,,,,,,,,,,,,77,
CHE,,,,,,,,,,,,,,87.5,
SYR,,,,,,,,,,,24.8,,,,
TJK,,84.4,,,,,,,,,,,,,
TZA,,,,2.4,,,,,,,,,,,
THA,,,,,,,,,,,,28.3,,,
TGO,,,,,,,,,,,15.3,,,,
TON,,,,,,,,,,,,,53,,
TTO,,,,,,,,,,,56.5,,,,
TUR,,,,,,,,,,,,,,38.2,
UGA,,,,,,,,,,,,12.8,,,
UKR,,,78,,,,,,,,,,,,
ARE,,,,,,,43,,,,,,,,
GBR,,,,,,,,,,,,,87.7,,
USA,,,,,,,,,,,,,,87.3,
URY,,,,,,,,,,,,,,23.7,
VEN,,,,,,,,,,,39.3,,,,
VNM,,,,,,,,,,,30.4,,,,
ZWE,,,,14.7,,,,,,,,,,,
# Series: EASUMAIN,,,,,,,,,,,,,,,
"# Name: Educational attainment (upper secondary) of the population aged 25 and older, male",,,,,,,,,,,,,,,
# Definition: Number of students enrolled in each field over the total enrollment in tertiary education in a specific academic-year.,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,
