ISO,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,84.8,,
DZA,,,,,,,,24.1,,,,,,,
AND,,,,,,,,49.4,,,,,,,
ARG,,,,,56.3,,,,,,,,,,
ARM,,,91.1,,,,,,,,,,,,
AUS,,,,,,,,,,,,,,94.4,
AZE,,,,,,,,,,,95.5,,,,
BHS,,89.6,,,,,,,,,,,,,
BHR,,,68.3,,,,,,,,,,,,
BGD,,,26.7,,,,,,,,,,,,
BRB,,78,,,,,,,,,,,,,
BLR,,,,,,,,,,,89.3,,,,
BEL,,,,,,,,,,,,,80.1,,
BLZ,,,,,,,,,,,,76.1,,,
BEN,,,,14.3,,,,,,,,,,,
BTN,,,,,,,34.4,,,,,,,,
BOL,,,,,,,,,,,,,,53.1,
BIH,,,,,,,,,,,,,56.8,,
BRA,,,,,,,,,,,,,53.6,,
BGR,,,,,,,,,,,,,,94.3,
BFA,,,,,,,,,2,,,,,,
KHM,,,,,,,,,,,15.5,,,,
TCD,,,,,,5.5,,,,,,,,,
CHL,,,,,,,,,,,,74.8,,,
CHN,,,,,,,,,,,,65.3,,,
COL,,,,,,,,,,,,,56.3,,
CRI,,,,,,,,,,,,,,50.6,
HRV,,,,,,,,,,,,,89.1,,
CUB,,,,68.8,,,,,,,,,,,
CYP,,,,,,,,,,,,,,78.7,
CZE,,,,,,,,,,,,,,99.8,
DNK,,,,,,,,,,,,,,96.1,
DMA,,,26.5,,,,,,,,,,,,
DOM,,,,,,,,,,,,,,54.4,
ECU,,,,,,,,,,,,39.8,,,
SLV,,,,,,,,,,,,,,39.8,
ETH,,,,,,,,,,,,,12.5,,
FJI,,,,,,,,,57.8,,,,,,
FRA,,,,,,,,,,,,,,80.5,
GEO,,,,91,,,,,,,,,,,
DEU,,,,,,,,,,,,,,96.6,
GHA,,,,,,,,,,,,54.3,,,
GRC,,,,,,,,,,,,63.1,,,
GTM,,,,,,,,,,,,,,22.6,
GUY,,,,31.2,,,,,,,,,,,
HND,,,,,,,,,,,,,,27,
HUN,,,,,,,,,,,,,,98.3,
ISL,,,,,,,91.3,,,,,,,,
IDN,,,,,,,,,,,,,44.5,,
IRN,,,,,,,,,,,,,,65.1,
IRL,,,,,,,,,,,,,79.6,,
ISR,,,,,,,,,,,,,,85.8,
