ITA,,,,,,,,,,,,,,75.7,
JOR,,,,,,,,,,,,74.1,,,
KAZ,,,,,,,,,99.3,,,,,,
KEN,,,,,,,,,,,,28.6,,,
KWT,,,,,,,,,,,,,,56,
KGZ,,,,,,,,,,,95.6,,,,
LVA,,,,,,,,,,,,,,98.9,
LBN,,,,,,,,,54.2,,,,,,
LSO,,,,,,,,,,20.9,,,,,
LTU,,,,,,,,,,,,,,91.4,
MKD,,,,47.8,,,,,,,,,,,
MWI,8.6,,,,,,,,,,,,,,
MYS,,,,,,,,,,,,68.2,,,
MDV,,,,,,,,14.9,,,,,,,
MLI,,,,,,,,,,,,,10.9,,
MLT,,,,,,,,,,,,,,73.3,
MUS,,,,,,,,,,,,,53.6,,
MEX,,,,,,,,,,,,,,58,
MNG,,,,,,,,,,,,84.7,,,
MNE,,,,,,,,,,,,,89.2,,
NAM,,,27.7,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,89,
NOR,,,,,,,,,,,,,97.1,,
OMN,,,,,,,,,,53.9,,,,,
PAK,,,,,,,,,,,,,33.2,,
PAN,,,,,,,,,,,,52,,,
PRY,,,,,,,,,,38.8,,,,,
PER,,,,,,,,,,,,,,61.1,
PHL,,,,,,,,,,64.8,,,,,
POL,,,,,,,,,,,,,,82.3,
PRT,,,,,,,,,,,,,,48,
QAT,,,,,,,,,,,,,,60.5,
KOR,,,,,,,,,,,,82.9,,,
MDA,,,,,,,,,,,,,,95,
ROU,,,,,,,,,,,,,,88.9,
RUS,,,,,,,,,,,,90.9,,,
SAU,,,,,,,,,,,,,,,66.5
SEN,,,,,,,,,,,,,10.8,,
SRB,,,,,,,,,,,,,,65.6,
SYC,,,,66.8,,,,,,,,,,,
SGP,,,,,,,,,,,,,,77.4,
SVK,,,,,,,,,,,,,,99.3,
SVN,,,,,,,,,,,,,,96.9,
ZAF,,,,,,,,,,,,,,74.3,
ESP,,,,,,,,,,,,,,69.9,
LKA,,,,,,,,,,,74,,,,
SUR,,,,,,45.9,,,,,,,,,
SWE,,,,,,,,,,,,,,86.9,
CHE,,,,,,,,,,,,,,95.7,
SYR,,,,,,,,,,,34.1,,,,
TJK,,92.4,,,,,,,,,,,,,
TZA,,,,6,,,,,,,,,,,
THA,,,,,,,,,,,,38.1,,,
TGO,,,,,,,,,,,26.8,,,,
TON,,,,,,,,,,,,,87.9,,
TTO,,,,,,,,,,,59.3,,,,
TUN,,,,,,,,,,,,39.3,,,
TUR,,,,,,,,,,,,,,49.4,
UGA,,,,,,,,,,,,28.8,,,
UKR,,,88.2,,,,,,,,,,,,
ARE,,,,,,,62.7,,,,,,,,
GBR,,,,,,,,,,,,,99.9,,
USA,,,,,,,,,,,,,,95,
URY,,,,,,,,,,,,,,52.5,
VEN,,,,,,,,,,,53.7,,,,
VNM,,,,,,,,,,,65,,,,
ZWE,,,,45.9,,,,,,,,,,,
# Series: EASLTOIN,,,,,,,,,,,,,,,
"# Name: Educational attainment (lower secondary) of the population aged 25 and older, total",,,,,,,,,,,,,,,
# Definition: Number of students enrolled in each field over the total enrollment in tertiary education in a specific academic-year.,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,
