ISO,2012
AUS,17.12
AUT,17.52
CAN,16.23
CYP,7.77
CZE,13.73
DNK,20.7
EST,13.62
FIN,23.51
FRA,10.52
DEU,18.77
IRL,10.32
ITA,6.42
JPN,24.02
NLD,22.31
NOR,22.18
POL,10.09
KOR,8.75
SVK,13.8
ESP,5.91
SWE,22.82
USA,11.68
# Series: PICNHIMA,
"# Name: PIAAC highest scores (Level 4 or 5), numeracy, male",
"# Definition: Survey of adult skills, % who achieved highest proficiency",
# Source: Organisation for Economic Co-operation and Development (OECD),
# Data from the No Ceilings project: http://noceilings.org,
"# For more about the data, please visit http://noceilings.org/data",
