ISO,2010
DZA,62
AUS,94.1
AZE,66.8
CHL,88.4
COL,87.7
ECU,92.9
EGY,97.8
EST,75.4
DEU,72.3
GHA,93
IRQ,77.4
JOR,79.2
KAZ,85
KWT,72.8
KGZ,88.7
LBN,62.1
LBY,82.4
MYS,100
MEX,90.3
NLD,82.6
NGA,94.2
PAK,89.2
PER,88.1
PHL,89.6
POL,82.1
ROU,89.4
RWA,94.2
SGP,93.5
TUN,72.9
UKR,84.3
YEM,84.1
ZWE,94
# Series: IHHEWMVI,
"# Name: Percentage of respondents believing that honest elections are either rather important or very important, % female",
# Definition: Percentage of females that see it as rather or very important to have honest elections.,
# Source: World Values Survey,
# Data from the No Ceilings project: http://noceilings.org,
"# For more about the data, please visit http://noceilings.org/data",
