ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AFG,,,,,,,,,,83.66,,,,,38.8,,,,
DZA,75.69,,,,60.91,,,,,58.07,,,,,74.56,,,,
ARG,80.96,,,,78.61,,,,76.9,,,,71.81,,,,79.39,,
ARM,,60.32,,63.48,,,,,68.43,,,,,69.81,,,,,60.18
AUT,,,,74.4,,,,,,71.6,,,,,,53.57,,,
AZE,,,,78.94,,,,,71.23,,,,,75.35,,,,,71.63
BLR,,,,,,,83.86,,,,,92.94,,,,90.65,,,
BEN,,77.6,,,,,54.17,,,,,69.54,,,,,84.82,,
BIH,,60.32,,70.74,,,,55.45,,,,0,,,,56.46,,,
BRA,,,,78.51,,,,79.53,,,,83.25,,,,78.5,,,
BGR,,49.79,,,,,54.92,,,,,42.62,,,,,48.25,,
BFA,,,,56.08,,,,,,,57.66,,,,,54.82,,,
BDI,,,,,,,,,,,,,,,,76.98,,,
CMR,,,87,,,,,,,79.52,,,,,,,68.28,,
CPV,,,,,,,58.94,,,,,53.1,,,,,59.9,,
CAF,,,,,59.14,,,,,,72.65,,,,,,61.21,,
TCD,,74.9,,,,,61.12,,,,,53.08,,,,,55.71,,
CHL,,,,,,90.63,,,,,,87.12,,,,86.94,,,41.98
COL,,,,,,,,46.45,,,,45.11,,,,44.35,,,
COM,,61.95,,,,,,76.28,,,,57.26,,,,52.8,,,
COG,,,,,,,,74.7,,,,,,,66.42,,,,
CRI,,,,69.99,,,,60.22,,,,65.21,,,,69.12,,,
CIV,45.33,,,,,37.42,,,,,,,,,,81.12,,,
HRV,,,54.62,,,60.88,,,,,51.04,,,,,50.13,,,
CYP,,,,93.37,,,,,90.55,,,,,90.84,,,,,81.58
CZE,,,,,,,,,,,,,,,,,,,59.08
COD,,,,,,,,,,,,65.36,,,,,59.05,,
DJI,,,,,56.28,,,,,,78.9,,,,,,75.45,,
DOM,,76.56,,,,76.14,,,,72.84,,,,71.36,,,,70.23,
ECU,,71.71,,70.13,,,,62.89,,,,76.01,,,75.28,,,,81.08
EGY,,,,,,,,,,,22.95,,,,,,,51.85,
SLV,,,,,38.57,,,,,66.16,,,,,61.91,,,,
GNQ,,,,,,,,97.97,,,,,,,93.35,,,,
FIN,,,,,,76.8,,,,,,74.05,,,,,,68.86,
FRA,79.68,,,,,,,79.71,,,,,83.97,,,,,80.35,
GAB,,,,53.83,,,,,,,63.47,,,,44.29,,,,
GMB,,80,,,,,89.71,,,,,58.58,,,,,82.55,,
GEO,68.87,,,,,75.86,,,,87.97,,,,56.19,,,,,46.96
GHA,,78.21,,,,61.74,,,,85.12,,,,72.91,,,,80.15,
GTM,36.91,,,,40.39,,,,46.78,,,,48.15,,,,60.83,,
GIN,,,,69.83,,,,,82.76,,,,,,,67.87,,,
GNB,,,,,71.89,,,,,,87.63,,,,61.09,,,,
HTI,,,,,,78.29,,,,,,59.26,,,,,22.36,,
HND,,,72.09,,,,66.34,,,,55.08,,,,49.88,,,,59.14
ISL,,85.9,,,,,,,,62.92,,,,,,,,69.32,
IDN,,,,,,,,,,68.51,,,,,,,,,
IRN,,,,,,,72.76,,,,59.76,,,,84.77,,,,72.71
IRL,,,46.71,,,,,,,,,,,,,,56.11,,
KAZ,,,,,85.77,,,,,,76.78,,,,,,89.99,,
KEN,,,83.86,,,,,57.18,,,,,69.09,,,,,,85.91
KIR,,,,0,,,,,,,,,57.08,,,,,68,
KGZ,86.19,,,,,77.26,,,,,74.97,,,,,,61.28,,
LBR,,,,,,,,,,,61.04,,,,,,38.6,,
LTU,,,,73.66,,,,,52.65,52.46,,,,,51.76,,,,
MKD,,,,,69.56,,,,,53.64,,,,,42.63,,,,
MDG,,60.93,,,,,66.85,,,,,61.93,,,,,,,50.72
MWI,,,,,93.76,,,,,63.59,,,,,78.28,,,,
MDV,,,,76.67,,,,,,,,,,85.38,,,,,91.43
MLI,,,28.41,,,,,38.57,,,,,36.24,,,,,,45.78
MRT,,,74.73,,,,,,60.86,,,,70.16,,64.58,,,,
MEX,,,,,,63.96,,,,,,58.55,,,,,,63.14,
MNG,,,85.06,,,,82.94,,,,74.98,,,,73.59,,,,66.79
MNE,,,,,,,,,48.38,,,,,68.7,,,,,63.9
MOZ,,,,,69.51,,,,,36.42,,,,,44.63,,,,
NAM,,,,,62.06,,,,,85.47,,,,,,,,,
NIC,,76.39,,,,,74.91,,,,,61.23,,,,,79.09,,
NER,,66.36,,,39.4,,,,,44.98,,,,,,,48.96,,
NGA,,,,,52.26,,,,69.08,,,,57.49,,,,53.68,,
PLW,,79.27,,,,81.15,,,,74.79,,,,67.66,,,,52.76,
PAN,,,,,76.17,,,,,76.9,,,,,68.57,,,,
PRY,,,,80.54,,,,,64.2,,,,,60.34,,,,,68.02
PER,72.96,,,,,82.58,81.37,,,,,87.71,,,,,82.54,,
PHL,,,,81.32,,,,,,84.1,,,,,,74.98,,,
POL,68.23,,,,,61.12,,,,,50.99,,,,,55.31,,,
PRT,,66.29,,,,,50.03,,,,,61.53,,,,,46.52,,
KOR,,,80.65,,,,,70.83,,,,,63.01,,,,,75.84,
MDA,,71.64,,,,,,,,,,,,,,,,,
ROU,,75.9,,,,56.62,,,,55.21,,,,,58.02,,,,
RUS,,68.88,,,,68.64,,,,64.39,,,,69.71,,,,65.27,
RWA,,,,,,,,,96.55,,,,,,,97.51,,,
STP,,77.29,,,,,70.55,,,,,64.95,,,,,74.09,,
SEN,,,,,,62.23,,,,,,,70.62,,,,,57.12,
SRB,,,,,,,,,,,,,,68.12,,,,46.26,
SYC,,,,86.7,,,93.25,,,,,88.69,,,,,85.26,,
SLE,,68.59,,,,,,81.43,,,,,68.61,,,,,91.05,
SGP,,,,,,,,,,,,,,,,,94.65,,
SVK,,,,,75.42,,,,,43.48,,,,,51.67,,,,
SVN,,,68.65,,,,,65.24,,,,,58.45,,,,,42.41,
LKA,,,,,73.31,,,,,,72.91,,,,,74.5,,,
SDN,,72.2,,,,,,,,,,,,,,,,,
