ISO,2001,2002,2004,2005,2006,2007,2008,2010,2011,2012
ARG,,,,,98.1,,,,,
AUS,,,,,,,,,99.43,
AZE,,,,,,,,,98.27,
BLZ,50.04,,,,,,,,,
BEN,,,,19.81,,,,,,
BWA,,,,,,,,,88.52,
BRA,,,,,99.57,,,,,
BGR,,,,,,,,,98.72,
BFA,,,,,,30.95,,,,
BDI,,,,,,,44.5,,,
CMR,,,,66.1,,,,,,
CAN,,,,,,,,,99.99,
TCD,,,23.19,,,,,,,
CHL,,,,,99.75,,,,,
COL,,,,,,,,,93.19,
COM,,,,,,,22.08,,,
COG,,,,,,33.89,,,,
CRI,,,,,99.72,,,,,
CIV,,,,,,,34.42,,,
HRV,,,,,,,,,100,
CUB,,,,,99.53,,,,,
CYP,98.63,,,,,,,,,
CZE,,,,,,,,,99.94,
DNK,,,,,,,,,99.93,
DOM,,,,,95.79,,,,,
ECU,,,,,94.16,,,,,
SLV,,,,,98.29,,,,,
FIN,,,,,,,,,100,
FRA,,,,,,,,,99.69,
GAB,,,,,79.19,,,,,
GEO,,,,,,,,,98.89,
DEU,,,,,,,,,99.83,
GRC,99.81,,,,,,,,,
GTM,,,,,95.35,,,,,
HND,,,,,,,,,93.7,
HUN,,,,,,,,,99.39,
ISL,,,,,99.95,,,,,
IND,,,,,,,,,,45.79
IDN,,,,,,,,,92.47,
IRN,,,,,,,,,93.51,
IRL,,,,,,,,,99.94,
ISR,,,,,,,,,99.08,
ITA,,,,,,,,,99.95,
KEN,,,,,,92.48,,,,
KWT,,,,,,,,,84.02,
LVA,,,,,100,,,,,
LBN,,,,,,,,63.73,,
LSO,,,,,,81.09,,,,
LTU,,,,,,,,,99.66,
LUX,,,,,100,,,,,
MKD,,,,,86.37,,,,,
MDG,,,,29.56,,,,,,
MWI,,,,,,60.31,,,,
MLI,,,,,,,,,93.36,
MRT,,,10.41,,,,,,,
MUS,,,,,,92.62,,,,
MAR,,,,,,,,,43.02,
MOZ,,,,,,77.34,,,,
NAM,,,,,,89.01,,,,
NLD,,,,,,,,,100,
NZL,,,,,,,,,99.28,
NIC,,,,,98.5,,,,,
NER,,15.62,,,,,,,,
NOR,,,,,,,,,99.92,
OMN,,,,,,,,,81.04,
PAK,,,,,,,,,,54.44
PRY,,,,,95.96,,,,,
PER,,,,,97.1,,,,,
POL,,,,,,,,,99.73,
PRT,,,,,,,,,99.97,
QAT,,,,,,,,,84.57,
MDA,,,,,99.3,,,,,
RUS,,,,,,,,,100,
SAU,,,,,,,,,94.84,
SEN,,,,,,36.72,,,,
SYC,,,,,,94.91,,,,
SGP,,,,,,,,,99.87,
SVK,,,,,,,,,99.57,
SVN,,,,,,,,,99.74,
SOM,,,,,,,,,96.11,
ZAF,,,,,,,,,79.31,
ESP,,,,,,,,,99.77,
SWZ,,,,,,99.09,,,,
SWE,,,,,,,,,99.86,
TZA,,,,,,96.24,,,,
TGO,,,,,,,,12.5,,
TTO,,,,,,,,,96.64,
TUR,93.8,,,,,,,,,
UGA,,,,,,78.5,,,,
ARE,,,,,,,,,89.58,
URY,,,,,99.27,,,,,
ZMB,,,,,,53.45,,,,
ZWE,,,,,,84.47,,,,
ACE,,,,,,,,,99.6714,
AME,,,,,97.7762,,,,,
ASE,,,,,,,,,,50.115
ECM,,,,,,,,,99.83,
LCM,,,,,98.29,,,,,
SAM,,,,,,,,,,45.79
ECE,,,,,,,,,61.0888,
LCE,,,,,60.6855,,,,,
SAE,,,,,,,,,,40.1745
# Series: PRREFEIN,,,,,,,,,,
"# Name: Achieving basics in reading, female",,,,,,,,,,
# Definition: Percentage of children taking part in an assessment who achieved an international minimum learning standard in reading. (Primary level),,,,,,,,,,
# Source: World Inequality Database on Education (WIDE),,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,
