ISO,1998,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
ALB,,,,,,,,,,,,,38.5,,
DZA,,,,,,,,6.6,,,,,,,
ARG,,,,,43.8,,,,,,,,,,
ARM,,,81.1,,,,,,,,,,,,
AUS,,,,,,,,,,,,,,75,
AUT,,,,,,,,,,,,,,69.8,
AZE,,,,,,,,,,,85.4,,,,
BHS,,74.3,,,,,,,,,,,,,
BHR,,,46,,,,,,,,,,,,
BGD,,,13.4,,,,,,,,,,,,
BRB,,25.4,,,,,,,,,,,,,
BLR,,,,,,,,,,,80.2,,,,
BEL,,,,,,,,,,,,,60.9,,
BLZ,,,,,,,,,,,,34,,,
BTN,,,,,,,16.2,,,,,,,,
BOL,,,,,,,,,,,,,,37.3,
BIH,,,,,,,,,,,,,29.4,,
BRA,,,,,,,,,,,,,40.9,,
BGR,,,,,,,,,,,,,,70.6,
BFA,,,,,,,,,0.2,,,,,,
KHM,,,,,,,,,,,3.3,,,,
CAN,,,,,,,,,,,,,82.7,,
CHL,,,,,,,,,,,,51.8,,,
CHN,,,,,,,,,,,,19.2,,,
COL,,,,,,,,,,,,,42.2,,
CRI,,,,,,,,,,,,,,38,
HRV,,,,,,,,,,,,,63.1,,
CUB,,,,40.2,,,,,,,,,,,
CYP,,,,,,,,,,,,,,66.6,
CZE,,,,,,,,,,,,,,83.7,
DNK,,,,,,,,,,,,,,72.5,
DMA,,,10.3,,,,,,,,,,,,
DOM,,,,,,,,,,,,,,35.8,
ECU,,,,,,,,,,,,33.1,,,
SLV,,,,,,,,,,,,,,25.2,
EST,,,,,,,,,,,,,,88.9,
ETH,,,,,,,,,,,,,5.7,,
FJI,,,,,,,,,37.3,,,,,,
FIN,,,,,,,,,,,,,71.5,,
FRA,,,,,,,,,,,,,,60.9,
GEO,,,,82.2,,,,,,,,,,,
DEU,,,,,,,,,,,,,,76.4,
GHA,,,,,,,,,,,,14.7,,,
GRC,,,,,,,,,,,,51.4,,,
GTM,,,,,,,,,,,,,,13.2,
GUY,,,,33.2,,,,,,,,,,,
HND,,,,,,,,,,,,,,19.7,
HUN,,,,,,,,,,,,,,74.1,
ISL,,,,,,,52.5,,,,,,,,
IDN,,,,,,,,,,,,,25.2,,
IRN,,,,,,,,,,,,,,43.9,
IRL,,,,,,,,,,,,,65.5,,
ISR,,,,,,,,,,,,,,79.4,
ITA,,,,,,,,,,,,,,46.3,
JPN,,,,,,,,,,,,69.1,,,
JOR,,,,,,,,,,,,40.1,,,
KAZ,,,,,,,,,96.4,,,,,,
KEN,,,,,,,,,,,,17.9,,,
KWT,,,,,,,,,,,,,,34.3,
KGZ,,,,,,,,,,,87.1,,,,
LVA,,,,,,,,,,,,,,88.3,
LBN,,,,,,,,,32.4,,,,,,
LSO,,,,,,,,,,14.2,,,,,
LTU,,,,,,,,,,,,,,79.2,
LUX,,,,,,,,,,,,,,72.6,
MWI,2.4,,,,,,,,,,,,,,
MYS,,,,,,,,,,,,49.7,,,
MDV,,,,,,,,3.9,,,,,,,
MLI,,,,,,,,,,,,,5.5,,
MLT,,,,,,,,,,,,,,28.3,
MUS,,,,,,,,,,,,,39.5,,
MEX,,,,,,,,,,,,,,32.2,
MNG,,,,,,,,,,,,71.1,,,
MNE,,,,,,,,,,,,,65.1,,
NAM,,,15.9,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,62.7,
NZL,,,,,,,,,,,,,63.5,,
NOR,,,,,,,,,,,,,73.1,,
OMN,,,,,,,,,,39.2,,,,,
PAK,,,,,,,,,,,,,14.2,,
PAN,,,,,,,,,,,,45.6,,,
PRY,,,,,,,,,,28.4,,,,,
PER,,,,,,,,,,,,,,51.2,
POL,,,,,,,,,,,,,,79.3,
PRT,,,,,,,,,,,,,,31.8,
QAT,,,,,,,,,,,,,,56.6,
KOR,,,,,,,,,,,,66.2,,,
MDA,,,,,,,,,,,,,,72.1,
ROU,,,,,,,,,,,,,,60.2,
RUS,,,,,,,,,,,,81,,,
WSM,,,64.3,,,,,,,,,,,,
SAU,,,,,,,,,,,,,,,45.7
SEN,,,,,,,,,,,,,3.2,,
SRB,,,,,,,,,,,,,,43.6,
SYC,,,,43,,,,,,,,,,,
SGP,,,,,,,,,,,,,,64.9,
SVK,,,,,,,,,,,,,,80.6,
SVN,,,,,,,,,,,,,,74.5,
ZAF,,,,,,,,,,,,,,59.1,
ESP,,,,,,,,,,,,,,44.8,
LKA,,,,,,,,,,,30.2,,,,
SUR,,,,,,7.2,,,,,,,,,
SWE,,,,,,,,,,,,,,78.4,
CHE,,,,,,,,,,,,,,78.6,
SYR,,,,,,,,,,,18.9,,,,
TJK,,73.6,,,,,,,,,,,,,
TZA,,,,0.9,,,,,,,,,,,
THA,,,,,,,,,,,,25.7,,,
TGO,,,,,,,,,,,3.3,,,,
TON,,,,,,,,,,,,,55,,
TTO,,,,,,,,,,,56.3,,,,
TUR,,,,,,,,,,,,,,25.3,
UGA,,,,,,,,,,,,8,,,
UKR,,,70.8,,,,,,,,,,,,
ARE,,,,,,,59.8,,,,,,,,
GBR,,,,,,,,,,,,,84.6,,
USA,,,,,,,,,,,,,,88,
URY,,,,,,,,,,,,,,30.9,
VEN,,,,,,,,,,,46.4,,,,
VNM,,,,,,,,,,,21.4,,,,
ZWE,,,,6.3,,,,,,,,,,,
# Series: EASUFEIN,,,,,,,,,,,,,,,
"# Name: Educational attainment (upper secondary) of the population aged 25 and older, female",,,,,,,,,,,,,,,
# Definition: Number of students enrolled in each field over the total enrollment in tertiary education in a specific academic-year.,,,,,,,,,,,,,,,
"# Source: UN Educational, Scientific and Cultural Organization (UNESCO) Institute for Statistics",,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,
